#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
2.0,2001,Other,408.10831(1),08/17/2017,,$0,$0,$0,,I - Informal Settlement,,1251119.015
3.0,3001,Repeat,408.10632(1),08/17/2017,,$250,$500,$0,,I - Informal Settlement,,1251119.015
1.0,1001,Serious,408.11115(4),08/04/2017,09/07/2017,"$1,200","$2,400",$0,,I - Informal Settlement,,1249105.015
2.0,2001,Other,19100303 G01,08/04/2017,09/07/2017,$0,$0,$0,,I - Informal Settlement,,1249105.015
3.0,2002,Other,19101200 H03,08/04/2017,09/07/2017,$0,$0,$0,,I - Informal Settlement,,1249105.015
1.0,1001,Serious,19100212 A01,09/12/2017,,"$2,125","$2,125",$0,,Z - Issued,,1244199.015
1.0,1001,Serious,19100132 A,08/15/2017,09/01/2017,"$7,600","$12,675",$0,,I - Informal Settlement,,1229566.015
2.0,1002,Other,19100303 G01,08/15/2017,09/01/2017,"$3,200","$5,432",$0,,I - Informal Settlement,,1229566.015
1.0,1001,Serious,408.12176(1),08/18/2017,09/21/2017,"$4,000","$4,000",$0,,Z - Issued,,1224043.015
2.0,2001,Repeat,19100305 G01 IV,08/18/2017,,$500,$500,$0,,Z - Issued,,1224043.015
1.0,01001A,Serious,408.10456(2),04/06/2017,05/09/2017,"$4,000","$4,000",$0,,Z - Issued,,1217422.015
2.0,01001B,Serious,408.10220(1),04/06/2017,05/09/2017,$0,$0,$0,,Z - Issued,,1217422.015
1.0,01001A,Other,408.22132(2)(F),03/31/2017,05/03/2017,$500,"$1,000",$0,,I - Informal Settlement,,1214816.015
2.0,01001B,Other,408.22140(1),03/31/2017,05/03/2017,$0,$0,$0,,I - Informal Settlement,,1214816.015
3.0,01002,Other,408.12154(1),03/31/2017,05/03/2017,$0,$0,$0,,I - Informal Settlement,,1214816.015
1.0,1001,Serious,19100176 B,03/21/2017,04/03/2017,"$1,400","$1,400",$0,,Z - Issued,,1212659.015
2.0,2001,Other,19100037 A03,03/21/2017,,$175,$175,$0,,Z - Issued,,1212659.015
3.0,2002,Other,19101200 H01,03/21/2017,04/03/2017,$525,$525,$0,,Z - Issued,,1212659.015
1.0,1001,Other,TDLWD RULE 800-01-03-.04(3)(B)3,02/15/2017,03/03/2017,$700,$700,$0,,Z - Issued,,1207608.015
2.0,1002,Other,TDLWD RULE 800-01-03-.04(3)(B)5,02/15/2017,03/03/2017,$700,$700,$0,,Z - Issued,,1207608.015
1.0,1001,Serious,19100141 C01 I,05/05/2017,05/23/2017,$0,$0,$0,,Z - Issued,,1202976.015
1.0,1001,Other,19100212 A01,03/31/2017,04/26/2017,"$6,850","$11,408",$0,,I - Informal Settlement,,1202004.015
1.0,1001,Serious,19100022 A02,02/16/2017,03/08/2017,"$3,259","$5,432",$0,,I - Informal Settlement,,1187762.015
1.0,1001,Other,19100132 A,10/25/2016,11/07/2016,"$1,000","$5,500",$0,,I - Informal Settlement,,1175476.015
1.0,1001,Other,UAC R614-1-5.C.1,09/08/2016,09/19/2016,$500,$500,$0,,Z - Issued,,1169579.015
1.0,1001,Serious,19100176 B,08/17/2016,08/29/2016,"$9,995","$9,995",$0,,Z - Issued,,1165854.015
1.0,1001,Other,19100157 G02,09/08/2016,10/13/2016,$0,$0,$0,,Z - Issued,,1162466.015
1.0,1001,Serious,19100178 P01,06/27/2016,07/07/2016,"$2,800","$2,800",$0,,Z - Issued,,1153555.015
2.0,2001,Other,19100178 L01 I,06/27/2016,07/17/2016,$200,$200,$0,,Z - Issued,,1153555.015
3.0,2002,Other,19100178 L06,06/27/2016,07/17/2016,$450,$450,$0,,Z - Issued,,1153555.015
4.0,2003,Other,19100178 Q07,06/27/2016,07/07/2016,$400,$400,$0,,Z - Issued,,1153555.015
1.0,1001,Serious,19100303 B01,07/29/2016,,"$7,000","$7,000",$0,,Z - Issued,,1153569.015
1.0,1001,Serious,19100132 D01,08/25/2016,,"$6,814","$6,814",$0,02/10/2017,F - Formal Settlement,,1149811.015
1.0,1001,Serious,19100303 G01 III,06/02/2016,06/28/2016,"$3,749","$5,355",$0,,I - Informal Settlement,,1146983.015
2.0,2001,Other,19100303 G01 II,06/02/2016,06/28/2016,$0,$0,$0,,I - Informal Settlement,,1146983.015
1.0,1001,Other,3203(A)(4),08/23/2016,09/20/2016,$0,$375,$0,09/06/2016,F - Formal Settlement,,1137124.015
2.0,1002,Other,5144(F)(1),08/23/2016,09/20/2016,$700,$700,$0,09/06/2016,F - Formal Settlement,,1137124.015
3.0,1003,Other,5162(C),08/23/2016,09/20/2016,$0,$750,$0,09/06/2016,F - Formal Settlement,Citation has been deleted.,1137124.015
1.0,1001,Other,19040032 A04,06/02/2016,06/08/2016,$574,$765,$0,,I - Informal Settlement,,1136329.015
2.0,1002,Other,19040032 B03,06/02/2016,,$574,$765,$0,,I - Informal Settlement,,1136329.015
1.0,1001,Serious,19100212 A01,07/26/2016,08/01/2016,$525,"$1,050",$0,,I - Informal Settlement,,1126419.015
2.0,1002,Other,19100263 C08,07/26/2016,08/01/2016,$0,"$1,750",$0,,I - Informal Settlement,,1126419.015
3.0,1003,Serious,19100303 G02 I,07/26/2016,08/01/2016,"$1,750","$1,750",$0,,I - Informal Settlement,Citation has been deleted.,1126419.015
4.0,1004,Serious,19100305 J02 IV,07/26/2016,08/01/2016,$875,"$1,750",$0,,I - Informal Settlement,,1126419.015
1.0,1001,Serious,19100147 C01,03/17/2016,05/03/2016,"$7,000","$7,000",$0,,I - Informal Settlement,Citation has been deleted.,1119686.015
2.0,2001,Serious,19100212 A01,03/17/2016,08/01/2016,"$7,000","$38,500",$0,,I - Informal Settlement,,1119686.015
1.0,1001,Other,19100022 A01,03/17/2016,,"$4,400","$4,400",$0,,I - Informal Settlement,,1101840.015
1.0,1001,Other,19100022 A02,10/30/2015,11/03/2015,"$2,600","$4,000",$0,,I - Informal Settlement,,1096288.015
2.0,1002,Other,19100303 G02 I,10/30/2015,11/03/2015,$0,$0,$0,,I - Informal Settlement,,1096288.015
1.0,1001,Other,NEVADA ADMINISTRATIVE CODE 618.54,12/28/2015,01/14/2016,$245,$350,$0,,I - Informal Settlement,,1096822.015
1.0,1001,Other,19100212 A01,10/21/2015,11/09/2015,"$7,000","$7,000",$0,,I - Informal Settlement,,1086068.015
2.0,1002,Other,19100305 B01 II,10/21/2015,,"$2,000","$4,000",$0,,I - Informal Settlement,,1086068.015
3.0,1003,Serious,19100305 G02 III,10/21/2015,,"$4,000","$4,000",$0,,I - Informal Settlement,Citation has been deleted.,1086068.015
1.0,01001A,Serious,408.12161(1),10/30/2015,,$640,"$1,600",$0,,I - Informal Settlement,,1083648.015
2.0,01001B,Serious,408.12174(1),10/30/2015,,$0,$0,$0,,I - Informal Settlement,,1083648.015
3.0,02001,Other,408.10241,10/30/2015,,$0,$0,$0,,I - Informal Settlement,,1083648.015
4.0,02002,Other,408.12154(1),10/30/2015,,$0,$0,$0,,I - Informal Settlement,,1083648.015
5.0,02003,Other,19100305 B02 I,10/30/2015,,$0,$0,$0,,I - Informal Settlement,,1083648.015
1.0,1001,Other,UAC R614-5-2.I.3,12/02/2015,,$0,$0,$0,,Z - Issued,,1084923.015
1.0,1001,Other,19100212 A01,07/09/2015,11/15/2015,"$1,000","$1,275",$0,08/07/2015,F - Formal Settlement,,1066729.015
1.0,01001A,Other,19101200 E01 I,06/02/2015,06/20/2015,$175,$175,$0,,Z - Issued,,1062465.015
2.0,01001B,Other,RULE 800-01-09-.06(2),06/02/2015,06/20/2015,$0,$0,$0,,Z - Issued,,1062465.015
3.0,01001C,Other,RULE 800-01-09-.07,06/02/2015,06/20/2015,$0,$0,$0,,Z - Issued,,1062465.015
1.0,1001,Serious,UAC R614-5-2.I.3,06/02/2015,07/15/2016,"$1,875","$4,500",$0,06/30/2015,F - Formal Settlement,,1060760.015
2.0,1002,Serious,UAC R614-5-2.A.2,06/02/2015,,"$1,875","$4,500",$0,06/30/2015,F - Formal Settlement,,1060760.015
1.0,1001,Serious,5A0001,04/08/2015,04/30/2015,"$2,040","$3,400",$0,,I - Informal Settlement,,1049249.015
1.0,1001,Other,23400016 C,05/11/2015,,$150,$280,$0,05/26/2015,F - Formal Settlement,,1048224.015
2.0,1002,Other,24730002 A,05/11/2015,,$150,$185,$0,05/26/2015,F - Formal Settlement,,1048224.015
3.0,1003,Other,3203(A),05/11/2015,,$150,$375,$0,05/26/2015,F - Formal Settlement,,1048224.015
4.0,1004,Other,3400(C),05/11/2015,,$150,$280,$0,05/26/2015,F - Formal Settlement,,1048224.015
5.0,1005,Other,4353(G),05/11/2015,,$600,"$1,125",$0,05/26/2015,F - Formal Settlement,,1048224.015
6.0,2001,Other,5185(I),05/11/2015,,$600,"$6,750",$0,05/26/2015,F - Formal Settlement,,1048224.015
1.0,1001,Serious,19040039 A02,04/29/2015,06/03/2015,"$7,000","$7,000",$0,,I - Informal Settlement,Citation has been deleted.,1041640.015
2.0,1002,Serious,19100027 F,04/29/2015,06/03/2015,"$5,000","$5,000",$0,,I - Informal Settlement,Citation has been deleted.,1041640.015
3.0,1003,Other,19100303 B07 I,04/29/2015,06/03/2015,"$5,000","$5,000",$0,,I - Informal Settlement,,1041640.015
4.0,1004,Serious,19101200 H01,04/29/2015,06/03/2015,"$7,000","$7,000",$0,,I - Informal Settlement,Citation has been deleted.,1041640.015
1.0,1001,Other,19100138 A,06/19/2015,07/01/2015,"$1,000","$5,000",$0,,I - Informal Settlement,,1032053.015
2.0,2001,Other,19040032 B06,06/19/2015,,"$1,000","$1,000",$0,,I - Informal Settlement,Citation has been deleted.,1032053.015
1.0,1001,Other,19100178 L04 III,02/19/2015,03/17/2015,$0,"$3,000",$0,,I - Informal Settlement,,1021305.015
2.0,1002,Serious,19100212 A01,02/19/2015,03/03/2015,"$4,900","$7,000",$0,,I - Informal Settlement,,1021305.015
1.0,01001A,Serious,325.47201(3),01/16/2015,02/21/2015,"$2,000","$2,000",$0,,Z - Issued,,1010513.015
2.0,01001B,Serious,325.60005(1),01/16/2015,02/21/2015,$0,$0,$0,,Z - Issued,,1010513.015
3.0,01002,Serious,19101200 E01,01/16/2015,02/21/2015,"$1,200","$1,200",$0,,Z - Issued,,1010513.015
1.0,1001,Other,19100178 L01 II,03/26/2015,04/30/2015,$0,"$5,500",$0,04/14/2015,F - Formal Settlement,,1005045.015
2.0,1002,Serious,19100178 Q05,03/26/2015,04/30/2015,"$7,000","$4,400",$0,04/14/2015,F - Formal Settlement,,1005045.015
3.0,2001,Serious,19100178 P01,03/26/2015,04/30/2015,"$7,000","$60,500",$0,04/14/2015,F - Formal Settlement,,1005045.015
4.0,2002,Willful,19100178 Q07,03/26/2015,04/30/2015,"$60,500","$60,500",$0,04/14/2015,F - Formal Settlement,Citation has been deleted.,1005045.015
1.0,1001,Other,RULE 800-01-03-.04(3)(B)2.,01/20/2015,,$600,$600,$0,,Z - Issued,,1004397.015
2.0,1002,Other,RULE 800-01-03-04(3)(B)3.,01/20/2015,,$600,$600,$0,,Z - Issued,,1004397.015
1.0,1001,Serious,19100151 C,01/23/2015,02/27/2015,"$3,500","$4,000",$0,,I - Informal Settlement,,1003692.015
2.0,1002,Serious,19101200 H03 IV,01/23/2015,02/27/2015,"$3,000","$3,000",$0,,I - Informal Settlement,Citation has been deleted.,1003692.015
1.0,1001,Serious,19100022 A01,10/03/2014,10/07/2014,"$1,750","$3,500",$0,,I - Informal Settlement,,317456366.0
2.0,1002,Serious,19100022 A02,10/03/2014,10/07/2014,"$1,000","$2,000",$0,,I - Informal Settlement,,317456366.0
3.0,1003,Serious,19100157 C01,10/03/2014,10/07/2014,"$1,000","$2,000",$0,,I - Informal Settlement,,317456366.0
4.0,2001,Repeat,19100037 A03,10/03/2014,03/01/2015,"$12,500","$50,000",$0,,I - Informal Settlement,,317456366.0
1.0,1001,Other,19100145 C02 I,08/25/2014,10/23/2015,$0,"$4,400",$0,09/15/2014,F - Formal Settlement,,985567.015
2.0,1002,Serious,19100303 B01 VIII,08/25/2014,10/05/2015,"$7,000","$7,000",$0,09/15/2014,F - Formal Settlement,,985567.015
3.0,2001,Other,19030019 D01,11/16/2015,01/05/2016,"$1,100","$1,100",$0,,I - Informal Settlement,Citation has been deleted.,985567.015
1.0,1001,Serious,19100305 B02 I,09/24/2014,,"$1,301","$2,168",$0,,I - Informal Settlement,,981331.015
1.0,1001,Serious,19100132 D01,09/16/2014,10/03/2014,"$7,000","$7,000",$0,10/09/2014,F - Formal Settlement,Citation has been deleted.,968250.015
2.0,1002,Serious,19100136 A,09/16/2014,05/12/2016,"$7,000","$7,000",$0,10/09/2014,F - Formal Settlement,,968250.015
3.0,1003,Serious,19100176 A,09/16/2014,10/19/2014,"$7,000","$7,000",$0,10/09/2014,F - Formal Settlement,Citation has been deleted.,968250.015
4.0,1004,Serious,19100178 N01,09/16/2014,10/03/2014,"$7,000","$7,000",$0,10/09/2014,F - Formal Settlement,Citation has been deleted.,968250.015
1.0,1001,Serious,19100212 A03 II,04/21/2014,04/25/2014,"$7,000","$7,000",$0,,-,,316922863.0
1.0,1001,Serious,19101200 H01,04/10/2014,05/13/2014,"$2,450","$2,450",$0,,A - Amendment,,315407148.0
2.0,2001,Other,4082212904,04/10/2014,05/13/2014,$0,$0,$0,,A - Amendment,,315407148.0
1.0,01001A,Repeat,19100178 P01,05/29/2014,06/23/2014,"$35,000","$35,000",$0,,Z - Issued,,955883.015
2.0,01001B,Repeat,19100178 Q07,05/29/2014,06/23/2014,$0,$0,$0,,Z - Issued,,955883.015
3.0,01002,Other,19100178 L06,05/29/2014,06/23/2014,$0,$0,$0,,Z - Issued,,955883.015
1.0,1001,Serious,19100176 B,01/29/2014,02/04/2014,"$1,500","$1,500",$0,,-,,317512226.0
1.0,1001,Serious,4081173104,01/15/2014,02/18/2014,"$2,000","$2,000","$9,375",,-,,315402909.0
2.0,1002,Serious,3254720103,01/15/2014,02/18/2014,"$2,000","$2,000","$7,031",,-,,315402909.0
1.0,01001,Serious,4081003403,10/29/2013,12/02/2013,"$1,600","$1,600","$10,000",,-,,315373142.0
2.0,01002,Serious,19100303 B06,10/29/2013,10/29/2013,"$1,600","$1,600",$0,,-,,315373142.0
3.0,01003,Serious,4081400704,10/29/2013,10/29/2013,"$1,600","$1,600",$0,,-,,315373142.0
4.0,01004A,Serious,19100147 C04 I,10/29/2013,12/02/2013,"$5,000","$5,000",$0,,-,,315373142.0
5.0,01004B,Serious,19100147 C07 IA,10/29/2013,12/02/2013,$0,$0,$0,,-,,315373142.0
6.0,02001,Other,4081063201,10/29/2013,10/29/2013,$0,$0,$0,,-,,315373142.0
7.0,02002A,Other,4081330802,10/29/2013,12/02/2013,$0,$0,$0,,-,,315373142.0
8.0,02002B,Other,4081330904,10/29/2013,12/02/2013,$0,$0,$0,,-,,315373142.0
9.0,02003,Other,19100303 B07 IV,10/29/2013,10/29/2013,$0,$0,$0,,-,,315373142.0
10.0,02004A,Other,19100304 G06 VIC1,10/29/2013,12/02/2013,$0,$0,$0,,-,,315373142.0
11.0,02004B,Other,19100305 G01 IV,10/29/2013,12/02/2013,$0,$0,$0,,-,,315373142.0
12.0,02004C,Other,4081400707,10/29/2013,10/29/2013,$0,$0,$0,,-,,315373142.0
13.0,02005,Other,19100147 C07 IV,10/29/2013,12/02/2013,$0,$0,$0,,-,,315373142.0
14.0,03001,Repeat,40810011 D,10/29/2013,12/02/2013,$400,$400,$0,,-,,315373142.0
15.0,03002,Repeat,19101200 E01,10/29/2013,12/02/2013,$400,$400,$0,,-,,315373142.0
1.0,01001A,Serious,3255110303 A III,03/14/2014,03/14/2014,"$2,450","$2,450",$0,,-,,315403683.0
2.0,01001B,Serious,19101200 H01,03/14/2014,04/16/2014,$0,$0,$0,,-,,315403683.0
1.0,1001,Other,19100141 A03 I,08/09/2013,08/14/2013,$0,$0,$0,,-,,317212116.0
1.0,1001,Serious,19100303 E01 II,05/17/2013,05/29/2013,"$1,230","$3,000",$0,,I - Informal Settlement,,901386.015
2.0,2001,Serious,19100037 A03,05/17/2013,05/29/2013,"$10,200","$25,000",$0,,I - Informal Settlement,,901386.015
3.0,2002,Serious,19100303 G01,05/17/2013,07/12/2013,"$2,460","$6,000",$0,,I - Informal Settlement,,901386.015
4.0,3001,Other,19040032 A04,05/17/2013,05/29/2013,$410,"$1,000",$0,,I - Informal Settlement,,901386.015
1.0,01001A,Serious,19100176 B,05/14/2013,06/10/2013,"$4,000","$4,000",$0,07/19/2013,C - Contested,,890807.015
2.0,01001B,Serious,19100178 O01,05/14/2013,06/17/2013,$0,"$4,000",$0,07/19/2013,C - Contested,,890807.015
3.0,02001,Other,19100178 Q07,05/14/2013,06/10/2013,$0,$200,$0,07/19/2013,C - Contested,,890807.015
1.0,1001,Serious,19100036 D01,04/18/2013,05/14/2013,"$2,500","$2,500",$0,,-,,316550862.0
2.0,1002,Serious,19100036 D02,04/18/2013,05/14/2013,"$2,500","$2,500",$0,,-,,316550862.0
3.0,2001,Repeat,19100037 A03,04/18/2013,05/14/2013,"$25,000","$25,000",$0,,-,,316550862.0
1.0,1001,Serious,19100212 A03 II,02/11/2013,03/08/2013,$731,"$1,125",$0,,I - Informal Settlement,,316546837.0
1.0,01001A,Serious,19100147 C07 IA,03/12/2013,04/15/2013,"$5,000","$5,000",$0,,-,,315398230.0
2.0,01001B,Serious,19100147 C04 I,03/12/2013,04/15/2013,$0,$0,$0,,-,,315398230.0
1.0,1001,Serious,19100101 B,05/01/2013,05/27/2013,"$3,000","$4,000",$0,,I - Informal Settlement,,316597772.0
1.0,1001,Other,19100022 A03,02/27/2013,,"$7,000","$7,000",$0,,I - Informal Settlement,,805841.015
1.0,1001,Repeat,19100022 A02,01/24/2013,02/25/2013,"$10,500","$10,500",$0,,-,,316852474.0
1.0,1001,Serious,19100178 A04,10/31/2012,,"$7,000","$25,000",$0,11/26/2012,F - Formal Settlement,,669699.015
1.0,01001A,Serious,19100303 G01 I,08/28/2012,10/16/2012,"$1,102","$1,575",$0,,I - Informal Settlement,,316608942.0
2.0,01001B,Serious,19100303 G01 III,08/28/2012,10/16/2012,$0,$0,$0,,-,,316608942.0
3.0,02001,Other,19100037 A03,08/28/2012,10/16/2012,$0,$0,$0,,-,,316608942.0
4.0,02002,Other,19100151 C,08/28/2012,10/16/2012,$0,$0,$0,,-,,316608942.0
5.0,02003,Other,19100157 C01,08/28/2012,10/16/2012,$0,$0,$0,,-,,316608942.0
1.0,01001A,Serious,19100132 D01,09/21/2012,10/21/2012,"$3,927","$5,610",$0,,I - Informal Settlement,,536598.015
2.0,01001B,Serious,19100132 F01,09/21/2012,10/21/2012,$0,$0,$0,,I - Informal Settlement,,536598.015
3.0,01002A,Serious,19101200 H01,09/21/2012,10/21/2012,$0,$0,$0,,I - Informal Settlement,,536598.015
4.0,01002B,Serious,19101200 G01,09/21/2012,10/21/2012,$0,$0,$0,,I - Informal Settlement,,536598.015
5.0,01002C,Serious,19101200 G08,09/21/2012,10/21/2012,$0,$0,$0,,I - Informal Settlement,,536598.015
1.0,01001A,Other,19100023 C01,05/08/2012,06/07/2012,"$4,675","$4,675",$0,,I - Informal Settlement,,283858.015
2.0,01001B,Other,19100178 A04,05/08/2012,06/07/2012,$0,$0,$0,,I - Informal Settlement,,283858.015
1.0,1001,Serious,19100037 B01,04/09/2012,04/26/2012,"$2,250","$3,000",$0,,I - Informal Settlement,,315227959.0
2.0,1002,Serious,19100212 A05,04/09/2012,05/10/2012,"$4,500","$6,000",$0,,I - Informal Settlement,,315227959.0
1.0,1001,Serious,19100303 G02 I,01/17/2012,03/02/2012,"$1,219","$1,875",$0,,I - Informal Settlement,,315861765.0
2.0,2001,Other,19100141 D02 II,01/17/2012,03/02/2012,$0,$0,$0,,-,,315861765.0
3.0,2002,Other,19100303 E,01/17/2012,03/02/2012,$0,$0,$0,,-,,315861765.0
1.0,1001,Serious,19100303 G01 II,01/10/2012,01/17/2012,$0,$0,$0,,I - Informal Settlement,,316281492.0
1.0,1001,Serious,19100212 A05,11/01/2011,11/07/2011,"$2,085","$2,625",$0,,I - Informal Settlement,,315992701.0
2.0,1002,Serious,19100037 A03,11/01/2011,11/07/2011,"$1,500","$2,625",$0,,I - Informal Settlement,,315992701.0
3.0,1003,Serious,19100305 G02 III,11/01/2011,11/07/2011,"$1,500","$2,625",$0,,I - Informal Settlement,,315992701.0
4.0,1004,Serious,19100157 C01,11/01/2011,11/07/2011,"$1,500","$2,100",$0,,I - Informal Settlement,,315992701.0
5.0,1005,Serious,19100151 B,11/01/2011,12/19/2011,"$1,500","$1,575",$0,,I - Informal Settlement,,315992701.0
1.0,01001,Serious,19100303 G01,11/03/2011,11/08/2011,"$1,913","$2,550",$0,,I - Informal Settlement,,315226076.0
2.0,01002,Serious,19100023 A08 II,11/03/2011,11/11/2011,"$2,550","$3,400",$0,,I - Informal Settlement,,315226076.0
3.0,01003A,Serious,19100178 P01,11/03/2011,11/11/2011,"$2,550","$3,400",$0,,I - Informal Settlement,,315226076.0
4.0,01003B,Serious,19100178 Q07,11/03/2011,11/09/2011,$0,$0,$0,,-,,315226076.0
1.0,1001,Serious,19100022 A02,08/15/2011,09/14/2011,"$2,573","$3,675",$0,,I - Informal Settlement,,315747634.0
2.0,2001,Other,19040029 B03,08/15/2011,09/14/2011,$0,$0,$0,,-,,315747634.0
3.0,2002,Other,19040032 A02,08/15/2011,09/14/2011,$0,$0,$0,,-,,315747634.0
4.0,2003,Other,19100157 C01,08/15/2011,09/14/2011,$0,$0,$0,,-,,315747634.0
1.0,1001,Serious,19100101 B,07/06/2011,08/01/2011,"$1,914","$2,550",$0,,I - Informal Settlement,,314210774.0
2.0,1002,Serious,19100151 C,07/06/2011,08/01/2011,"$2,552","$3,400",$0,,I - Informal Settlement,,314210774.0
1.0,01001A,Serious,19100036 G02,05/12/2011,06/08/2011,"$1,381","$2,125",$0,,I - Informal Settlement,,315041590.0
2.0,01001B,Serious,19100037 A03,05/12/2011,06/08/2011,$0,$0,$0,,-,,315041590.0
1.0,1001,Other,19100157 G02,03/04/2011,03/23/2011,$0,$0,$0,,-,,315273573.0
1.0,1001,Other,19040039 A,05/13/2011,05/19/2011,$800,"$1,000",$0,,I - Informal Settlement,,314277005.0
1.0,1001,Serious,4081022001,03/03/2011,03/03/2011,$525,"$1,050",$0,06/27/2011,F - Formal Settlement,,312079916.0
2.0,1002,Serious,4081073101,03/03/2011,03/21/2011,$525,"$1,050",$0,06/27/2011,F - Formal Settlement,,312079916.0
3.0,1003,Serious,4081144202,03/03/2011,03/21/2011,$525,"$1,050",$0,06/27/2011,F - Formal Settlement,,312079916.0
4.0,2001,Other,40810011 D,03/03/2011,03/21/2011,$0,$0,$0,06/27/2011,F - Formal Settlement,,312079916.0
5.0,2002,Other,4081083503,03/03/2011,03/21/2011,$0,$0,$0,06/27/2011,F - Formal Settlement,,312079916.0
6.0,2003,Other,19100303 G01,03/03/2011,03/21/2011,$0,$0,$0,06/27/2011,F - Formal Settlement,,312079916.0
7.0,2004,Other,19101200 E01 I,03/03/2011,03/21/2011,$0,$0,$0,06/27/2011,F - Formal Settlement,,312079916.0
1.0,1001,Serious,19100178 P01,01/03/2011,01/06/2011,"$1,964","$2,805",$0,,I - Informal Settlement,,314590225.0
2.0,1002,Serious,19100178 Q01,01/03/2011,02/03/2011,"$1,964","$2,805",$0,,I - Informal Settlement,,314590225.0
1.0,1001,Serious,19100037 A03,11/17/2010,11/22/2010,"$3,500","$5,000",$0,,I - Informal Settlement,,314847385.0
2.0,2001,Other,19040032 B02 II,11/17/2010,11/23/2010,$700,"$1,000",$0,,I - Informal Settlement,,314847385.0
3.0,2002,Other,19040032 B03,11/17/2010,11/23/2010,$700,"$1,000",$0,,I - Informal Settlement,,314847385.0
1.0,1001,Serious,19100303 B01,01/06/2011,01/19/2011,"$1,575","$2,100",$0,,I - Informal Settlement,,312924780.0
2.0,1002,Serious,19100303 B07 I,01/06/2011,01/19/2011,"$2,625","$3,500",$0,,I - Informal Settlement,,312924780.0
3.0,2001,Other,19100157 C01,01/06/2011,01/11/2011,$0,$0,$0,,I - Informal Settlement,,312924780.0
1.0,01001A,Serious,19101200 E01,09/17/2010,10/23/2010,"$2,400","$2,400",$0,,-,,314648965.0
2.0,01001B,Serious,19101200 E01 I,09/17/2010,10/23/2010,$0,$0,$0,,-,,314648965.0
3.0,01001C,Serious,19101200 G08,09/17/2010,10/23/2010,$0,$0,$0,,-,,314648965.0
4.0,01001D,Serious,19101200 H01,09/17/2010,10/23/2010,$0,$0,$0,,-,,314648965.0
5.0,01001E,Serious,19101200 H02 III,09/17/2010,10/23/2010,$0,$0,$0,,-,,314648965.0
6.0,01001F,Serious,19101200 H03 IV,09/17/2010,10/23/2010,$0,$0,$0,,-,,314648965.0
7.0,01001G,Serious,9000704,09/17/2010,10/23/2010,$0,$0,$0,,-,,314648965.0
1.0,1001,Other,19100119 F01 IV,08/13/2010,09/08/2010,$800,"$5,000",$0,09/08/2010,F - Formal Settlement,,314100561.0
2.0,1002,Other,19100119 F01 IVA,08/13/2010,09/08/2010,$900,"$5,000",$0,09/08/2010,F - Formal Settlement,,314100561.0
3.0,1003,Other,19100119 E03 IV,08/13/2010,09/08/2010,$800,"$5,000",$0,09/08/2010,F - Formal Settlement,,314100561.0
4.0,1004,Serious,19100120 Q02 II,08/13/2010,09/08/2010,$0,"$1,275",$0,09/08/2010,F - Formal Settlement,Citation has been deleted.,314100561.0
5.0,1005,Serious,19100120 Q03 IV,08/13/2010,09/08/2010,"$2,500","$5,000",$0,09/08/2010,F - Formal Settlement,,314100561.0
1.0,1001,Serious,19100037 A03,04/23/2010,04/29/2010,$840,"$1,400",$0,,I - Informal Settlement,,314333295.0
1.0,01001,Serious,4081003403,04/29/2010,05/17/2010,$300,$750,$0,,I - Informal Settlement,,312007560.0
2.0,01002,Serious,4081273201,04/29/2010,04/29/2010,$400,"$1,000",$0,,I - Informal Settlement,,312007560.0
3.0,01003A,Serious,4081330801,04/29/2010,05/17/2010,$300,$750,$0,,I - Informal Settlement,,312007560.0
4.0,01003B,Serious,4081331201,04/29/2010,04/29/2010,$0,$0,$0,,I - Informal Settlement,,312007560.0
5.0,01004A,Serious,19100147 C04 I,04/29/2010,04/29/2010,$300,$750,$0,,I - Informal Settlement,,312007560.0
6.0,01004B,Serious,19100147 C07 IA,04/29/2010,04/29/2010,$0,$0,$0,,I - Informal Settlement,,312007560.0
7.0,02001,Other,4081215401,04/29/2010,05/17/2010,$0,$0,$0,,-,,312007560.0
8.0,02002,Other,19100303 G01,04/29/2010,04/29/2010,$0,$0,$0,,-,,312007560.0
9.0,02003,Other,19100305 B01 II,04/29/2010,04/29/2010,$0,$0,$0,,-,,312007560.0
10.0,02004,Other,4081400707,04/29/2010,04/29/2010,$0,$0,$0,,-,,312007560.0
11.0,02005,Other,19101200 E01,04/29/2010,05/17/2010,$0,$0,$0,,-,,312007560.0
1.0,01001A,Serious,4081215401,05/14/2010,06/16/2010,$450,$450,$0,,-,,312038375.0
2.0,01001B,Serious,4081217601,05/14/2010,06/16/2010,$0,$0,$0,,-,,312038375.0
1.0,01001A,Serious,19100178 L03 IIC,04/22/2010,05/18/2010,"$3,500","$3,500",$0,,I - Informal Settlement,,313832123.0
2.0,01001B,Serious,19100178 O01,04/22/2010,05/18/2010,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,313832123.0
3.0,02001,Serious,19100176 B,04/22/2010,05/18/2010,"$3,500","$12,500",$0,,I - Informal Settlement,,313832123.0
4.0,03001,Other,19100178 O02,04/22/2010,05/18/2010,"$1,000","$1,000",$0,,I - Informal Settlement,,313832123.0
