,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
207,1456562.015,01/17/2020,419400,MS,Referral,Partial,,445110,1,Kroger Limited Partnership I,Kroger,2012-12-31,2022-12-31,CLOSED,1456562.015,419400,01/17/2020,"Kroger Limited Partnership I
			   3095 Goodman Rd.Southaven, MS 38672","800 Ridge Lake Blvd, Memphis, TN 38120",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,01/17/2020,,03/06/2020,1456562.015,123240.015,01/13/2020,Employee Fractures Leg In Fall While Loading Dishwasher,Jackson, ,"At 7:00 p.m. on January 13, 2020, an employee was loading a dishwasher in a supe rmarket when she lost her balance and fell to the floor. The employee was hospit alized to treat a fractured left leg.","blunt force, blunt force trauma, dishwasher, fall, fall on same level, floor, fracture, grocery store, leg, loading, lost balance",,,Initial Penalty,$0,$0,$0,"$9,012",$0,"$9,012",1456562.015
208,1456562.015,01/17/2020,419400,MS,Referral,Partial,,445110,1,Kroger Limited Partnership I,Kroger,2012-12-31,2022-12-31,CLOSED,1456562.015,419400,01/17/2020,"Kroger Limited Partnership I
			   3095 Goodman Rd.Southaven, MS 38672","800 Ridge Lake Blvd, Memphis, TN 38120",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,01/17/2020,,03/06/2020,1456562.015,123240.015,01/13/2020,Employee Fractures Leg In Fall While Loading Dishwasher,Jackson, ,"At 7:00 p.m. on January 13, 2020, an employee was loading a dishwasher in a supe rmarket when she lost her balance and fell to the floor. The employee was hospit alized to treat a fractured left leg.","blunt force, blunt force trauma, dishwasher, fall, fall on same level, floor, fracture, grocery store, leg, loading, lost balance",,,Current Penalty,$0,$0,$0,"$5,407",$0,"$5,407",1456562.015
209,1456562.015,01/17/2020,419400,MS,Referral,Partial,,445110,1,Kroger Limited Partnership I,Kroger,2012-12-31,2022-12-31,CLOSED,1456562.015,419400,01/17/2020,"Kroger Limited Partnership I
			   3095 Goodman Rd.Southaven, MS 38672","800 Ridge Lake Blvd, Memphis, TN 38120",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,01/17/2020,,03/06/2020,1456562.015,123240.015,01/13/2020,Employee Fractures Leg In Fall While Loading Dishwasher,Jackson, ,"At 7:00 p.m. on January 13, 2020, an employee was loading a dishwasher in a supe rmarket when she lost her balance and fell to the floor. The employee was hospit alized to treat a fractured left leg.","blunt force, blunt force trauma, dishwasher, fall, fall on same level, floor, fracture, grocery store, leg, loading, lost balance",,,FTA Penalty,$0,$0,$0,$0,$0,$0,1456562.015
210,1453170.015,01/06/2020,552652,MI,Complaint,Partial,,445110,2,Kroger Inc #578,Kroger,2012-12-31,2022-12-31,CLOSED,1453170.015,552652,01/06/2020,"Kroger Inc #578
			   850 Monroe StMonroe, MI 48161","850 Monroe St, Monroe, MI 48161",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,02/21/2020,,04/07/2020,1453170.015,,,,,,,,,,Initial Violations,,,,2,,2,1453170.015
211,1453170.015,01/06/2020,552652,MI,Complaint,Partial,,445110,2,Kroger Inc #578,Kroger,2012-12-31,2022-12-31,CLOSED,1453170.015,552652,01/06/2020,"Kroger Inc #578
			   850 Monroe StMonroe, MI 48161","850 Monroe St, Monroe, MI 48161",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,02/21/2020,,04/07/2020,1453170.015,,,,,,,,,,Current Violations,,,,2,,2,1453170.015
212,1453170.015,01/06/2020,552652,MI,Complaint,Partial,,445110,2,Kroger Inc #578,Kroger,2012-12-31,2022-12-31,CLOSED,1453170.015,552652,01/06/2020,"Kroger Inc #578
			   850 Monroe StMonroe, MI 48161","850 Monroe St, Monroe, MI 48161",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,02/21/2020,,04/07/2020,1453170.015,,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1453170.015
213,1453170.015,01/06/2020,552652,MI,Complaint,Partial,,445110,2,Kroger Inc #578,Kroger,2012-12-31,2022-12-31,CLOSED,1453170.015,552652,01/06/2020,"Kroger Inc #578
			   850 Monroe StMonroe, MI 48161","850 Monroe St, Monroe, MI 48161",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,02/21/2020,,04/07/2020,1453170.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1453170.015
214,1453170.015,01/06/2020,552652,MI,Complaint,Partial,,445110,2,Kroger Inc #578,Kroger,2012-12-31,2022-12-31,CLOSED,1453170.015,552652,01/06/2020,"Kroger Inc #578
			   850 Monroe StMonroe, MI 48161","850 Monroe St, Monroe, MI 48161",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,02/21/2020,,04/07/2020,1453170.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1453170.015
215,1444515.015,11/13/2019,552652,MI,Planned,Complete,,445110,5,The Kroger Company #409,Kroger,2012-12-31,2022-12-31,CLOSED,1444515.015,552652,11/13/2019,"The Kroger Company #409
			   12731 S SaginawGrand Blanc, MI 48439","40399 Grand River Ave., Novi, MI 48375",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Planned,Complete,N,Private,Safety,12/11/2019,P,01/05/2021,1444515.015,,,,,,,,,,Initial Violations,1,,3,2,,6,1444515.015
216,1444515.015,11/13/2019,552652,MI,Planned,Complete,,445110,5,The Kroger Company #409,Kroger,2012-12-31,2022-12-31,CLOSED,1444515.015,552652,11/13/2019,"The Kroger Company #409
			   12731 S SaginawGrand Blanc, MI 48439","40399 Grand River Ave., Novi, MI 48375",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Planned,Complete,N,Private,Safety,12/11/2019,P,01/05/2021,1444515.015,,,,,,,,,,Current Violations,,,1,4,,5,1444515.015
217,1444515.015,11/13/2019,552652,MI,Planned,Complete,,445110,5,The Kroger Company #409,Kroger,2012-12-31,2022-12-31,CLOSED,1444515.015,552652,11/13/2019,"The Kroger Company #409
			   12731 S SaginawGrand Blanc, MI 48439","40399 Grand River Ave., Novi, MI 48375",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Planned,Complete,N,Private,Safety,12/11/2019,P,01/05/2021,1444515.015,,,,,,,,,,Initial Penalty,"$4,000",$0,"$30,000",$0,$0,"$34,000",1444515.015
218,1444515.015,11/13/2019,552652,MI,Planned,Complete,,445110,5,The Kroger Company #409,Kroger,2012-12-31,2022-12-31,CLOSED,1444515.015,552652,11/13/2019,"The Kroger Company #409
			   12731 S SaginawGrand Blanc, MI 48439","40399 Grand River Ave., Novi, MI 48375",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Planned,Complete,N,Private,Safety,12/11/2019,P,01/05/2021,1444515.015,,,,,,,,,,Current Penalty,$0,$0,$600,$500,$0,"$1,100",1444515.015
219,1444515.015,11/13/2019,552652,MI,Planned,Complete,,445110,5,The Kroger Company #409,Kroger,2012-12-31,2022-12-31,CLOSED,1444515.015,552652,11/13/2019,"The Kroger Company #409
			   12731 S SaginawGrand Blanc, MI 48439","40399 Grand River Ave., Novi, MI 48375",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Planned,Complete,N,Private,Safety,12/11/2019,P,01/05/2021,1444515.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1444515.015
220,1441027.015,10/17/2019,418200,GA,Referral,Partial,,311511,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1441027.015,418200,10/17/2019,"The Kroger Company
			   2121 Faulkner RoadAtlanta, GA 30324","2121 Faulkner Road, Atlanta, GA 30324",NonUnion,,311511/Fluid Milk Manufacturing,Referral,Partial,N,Private,Safety,10/17/2019,,04/15/2020,1441027.015,,,,,,,,,,Initial Violations,1,,,,,1,1441027.015
221,1441027.015,10/17/2019,418200,GA,Referral,Partial,,311511,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1441027.015,418200,10/17/2019,"The Kroger Company
			   2121 Faulkner RoadAtlanta, GA 30324","2121 Faulkner Road, Atlanta, GA 30324",NonUnion,,311511/Fluid Milk Manufacturing,Referral,Partial,N,Private,Safety,10/17/2019,,04/15/2020,1441027.015,,,,,,,,,,Current Violations,1,,,,,1,1441027.015
222,1441027.015,10/17/2019,418200,GA,Referral,Partial,,311511,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1441027.015,418200,10/17/2019,"The Kroger Company
			   2121 Faulkner RoadAtlanta, GA 30324","2121 Faulkner Road, Atlanta, GA 30324",NonUnion,,311511/Fluid Milk Manufacturing,Referral,Partial,N,Private,Safety,10/17/2019,,04/15/2020,1441027.015,,,,,,,,,,Initial Penalty,"$10,814",$0,$0,$0,$0,"$10,814",1441027.015
223,1441027.015,10/17/2019,418200,GA,Referral,Partial,,311511,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1441027.015,418200,10/17/2019,"The Kroger Company
			   2121 Faulkner RoadAtlanta, GA 30324","2121 Faulkner Road, Atlanta, GA 30324",NonUnion,,311511/Fluid Milk Manufacturing,Referral,Partial,N,Private,Safety,10/17/2019,,04/15/2020,1441027.015,,,,,,,,,,Current Penalty,"$10,814",$0,$0,$0,$0,"$10,814",1441027.015
224,1441027.015,10/17/2019,418200,GA,Referral,Partial,,311511,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1441027.015,418200,10/17/2019,"The Kroger Company
			   2121 Faulkner RoadAtlanta, GA 30324","2121 Faulkner Road, Atlanta, GA 30324",NonUnion,,311511/Fluid Milk Manufacturing,Referral,Partial,N,Private,Safety,10/17/2019,,04/15/2020,1441027.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1441027.015
225,1434234.015,09/26/2019,627100,AR,Complaint,Partial,,445110,2,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1434234.015,627100,09/26/2019,"The Kroger Company
			   300 W. Service RdWest Memphis, AR 72301","300 W. Service Rd, West Memphis, AR 72301",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,10/07/2019,,02/21/2020,1434234.015,,,,,,,,,,Initial Violations,1,,,1,,2,1434234.015
226,1434234.015,09/26/2019,627100,AR,Complaint,Partial,,445110,2,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1434234.015,627100,09/26/2019,"The Kroger Company
			   300 W. Service RdWest Memphis, AR 72301","300 W. Service Rd, West Memphis, AR 72301",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,10/07/2019,,02/21/2020,1434234.015,,,,,,,,,,Current Violations,1,,,1,,2,1434234.015
227,1434234.015,09/26/2019,627100,AR,Complaint,Partial,,445110,2,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1434234.015,627100,09/26/2019,"The Kroger Company
			   300 W. Service RdWest Memphis, AR 72301","300 W. Service Rd, West Memphis, AR 72301",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,10/07/2019,,02/21/2020,1434234.015,,,,,,,,,,Initial Penalty,"$5,407",$0,$0,$0,$0,"$5,407",1434234.015
228,1434234.015,09/26/2019,627100,AR,Complaint,Partial,,445110,2,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1434234.015,627100,09/26/2019,"The Kroger Company
			   300 W. Service RdWest Memphis, AR 72301","300 W. Service Rd, West Memphis, AR 72301",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,10/07/2019,,02/21/2020,1434234.015,,,,,,,,,,Current Penalty,"$3,244",$0,$0,$0,$0,"$3,244",1434234.015
229,1434234.015,09/26/2019,627100,AR,Complaint,Partial,,445110,2,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1434234.015,627100,09/26/2019,"The Kroger Company
			   300 W. Service RdWest Memphis, AR 72301","300 W. Service Rd, West Memphis, AR 72301",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,10/07/2019,,02/21/2020,1434234.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1434234.015
230,1422077.015,08/16/2019,552652,MI,Complaint,Partial,,445110,1,Kroger Store 424,Kroger,2012-12-31,2022-12-31,CLOSED,1422077.015,552652,08/16/2019,"Kroger Store 424
			   945 N Euclid AveBay City, MI 48706","945 N Euclid Ave, Bay City, MI 48706",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/06/2019,,08/26/2020,1422077.015,,,,,,,,,,Initial Violations,1,,,,,1,1422077.015
231,1422077.015,08/16/2019,552652,MI,Complaint,Partial,,445110,1,Kroger Store 424,Kroger,2012-12-31,2022-12-31,CLOSED,1422077.015,552652,08/16/2019,"Kroger Store 424
			   945 N Euclid AveBay City, MI 48706","945 N Euclid Ave, Bay City, MI 48706",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/06/2019,,08/26/2020,1422077.015,,,,,,,,,,Current Violations,,,,1,,1,1422077.015
232,1422077.015,08/16/2019,552652,MI,Complaint,Partial,,445110,1,Kroger Store 424,Kroger,2012-12-31,2022-12-31,CLOSED,1422077.015,552652,08/16/2019,"Kroger Store 424
			   945 N Euclid AveBay City, MI 48706","945 N Euclid Ave, Bay City, MI 48706",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/06/2019,,08/26/2020,1422077.015,,,,,,,,,,Initial Penalty,"$2,000",$0,$0,$0,$0,"$2,000",1422077.015
233,1422077.015,08/16/2019,552652,MI,Complaint,Partial,,445110,1,Kroger Store 424,Kroger,2012-12-31,2022-12-31,CLOSED,1422077.015,552652,08/16/2019,"Kroger Store 424
			   945 N Euclid AveBay City, MI 48706","945 N Euclid Ave, Bay City, MI 48706",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/06/2019,,08/26/2020,1422077.015,,,,,,,,,,Current Penalty,$0,$0,$0,$200,$0,$200,1422077.015
234,1422077.015,08/16/2019,552652,MI,Complaint,Partial,,445110,1,Kroger Store 424,Kroger,2012-12-31,2022-12-31,CLOSED,1422077.015,552652,08/16/2019,"Kroger Store 424
			   945 N Euclid AveBay City, MI 48706","945 N Euclid Ave, Bay City, MI 48706",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/06/2019,,08/26/2020,1422077.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1422077.015
235,1421080.015,08/06/2019,418200,GA,Complaint,Partial,,445110,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1421080.015,418200,08/06/2019,"The Kroger Company
			   1524 Highway 16 WestGriffin, GA 30223","2175 Parklake Dr Ne, Atlanta, GA 30345",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/06/2019,,04/02/2020,1421080.015,,,,,,,,,,Initial Violations,1,,,,,1,1421080.015
236,1421080.015,08/06/2019,418200,GA,Complaint,Partial,,445110,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1421080.015,418200,08/06/2019,"The Kroger Company
			   1524 Highway 16 WestGriffin, GA 30223","2175 Parklake Dr Ne, Atlanta, GA 30345",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/06/2019,,04/02/2020,1421080.015,,,,,,,,,,Current Violations,,,,1,,1,1421080.015
237,1421080.015,08/06/2019,418200,GA,Complaint,Partial,,445110,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1421080.015,418200,08/06/2019,"The Kroger Company
			   1524 Highway 16 WestGriffin, GA 30223","2175 Parklake Dr Ne, Atlanta, GA 30345",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/06/2019,,04/02/2020,1421080.015,,,,,,,,,,Initial Penalty,"$4,831",$0,$0,$0,$0,"$4,831",1421080.015
238,1421080.015,08/06/2019,418200,GA,Complaint,Partial,,445110,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1421080.015,418200,08/06/2019,"The Kroger Company
			   1524 Highway 16 WestGriffin, GA 30223","2175 Parklake Dr Ne, Atlanta, GA 30345",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/06/2019,,04/02/2020,1421080.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$4,831",$0,"$4,831",1421080.015
239,1421080.015,08/06/2019,418200,GA,Complaint,Partial,,445110,1,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1421080.015,418200,08/06/2019,"The Kroger Company
			   1524 Highway 16 WestGriffin, GA 30223","2175 Parklake Dr Ne, Atlanta, GA 30345",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/06/2019,,04/02/2020,1421080.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1421080.015
240,1410948.015,06/21/2019,454712,TN,Complaint,Partial,,445110,1,Kroger Co. (The),Kroger,2012-12-31,2022-12-31,CLOSED,1410948.015,454712,06/21/2019,"Kroger Co. (The)
			   1203 Murfreesboro RdFranklin, TN 37064","1203 Murfreesboro Rd, Franklin, TN 37064",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,06/21/2019,,09/25/2019,1410948.015,,,,,,,,,,Initial Violations,,,,1,,1,1410948.015
241,1410948.015,06/21/2019,454712,TN,Complaint,Partial,,445110,1,Kroger Co. (The),Kroger,2012-12-31,2022-12-31,CLOSED,1410948.015,454712,06/21/2019,"Kroger Co. (The)
			   1203 Murfreesboro RdFranklin, TN 37064","1203 Murfreesboro Rd, Franklin, TN 37064",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,06/21/2019,,09/25/2019,1410948.015,,,,,,,,,,Current Violations,,,,1,,1,1410948.015
242,1410948.015,06/21/2019,454712,TN,Complaint,Partial,,445110,1,Kroger Co. (The),Kroger,2012-12-31,2022-12-31,CLOSED,1410948.015,454712,06/21/2019,"Kroger Co. (The)
			   1203 Murfreesboro RdFranklin, TN 37064","1203 Murfreesboro Rd, Franklin, TN 37064",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,06/21/2019,,09/25/2019,1410948.015,,,,,,,,,,Initial Penalty,$0,$0,$0,$225,$0,$225,1410948.015
243,1410948.015,06/21/2019,454712,TN,Complaint,Partial,,445110,1,Kroger Co. (The),Kroger,2012-12-31,2022-12-31,CLOSED,1410948.015,454712,06/21/2019,"Kroger Co. (The)
			   1203 Murfreesboro RdFranklin, TN 37064","1203 Murfreesboro Rd, Franklin, TN 37064",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,06/21/2019,,09/25/2019,1410948.015,,,,,,,,,,Current Penalty,$0,$0,$0,$225,$0,$225,1410948.015
244,1410948.015,06/21/2019,454712,TN,Complaint,Partial,,445110,1,Kroger Co. (The),Kroger,2012-12-31,2022-12-31,CLOSED,1410948.015,454712,06/21/2019,"Kroger Co. (The)
			   1203 Murfreesboro RdFranklin, TN 37064","1203 Murfreesboro Rd, Franklin, TN 37064",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,06/21/2019,,09/25/2019,1410948.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1410948.015
245,1408024.015,06/03/2019,316400,WV,Referral,Partial,,445110,3,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1408024.015,316400,06/03/2019,"The Kroger Company
			   1212 Lafayette AveMoundsville, WV 26041","1300 Lafayette Ave, Moundsville, WV 26041",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,06/03/2019,,08/26/2019,1408024.015,117097.015,05/27/2019,Employees Fractures Foot When Crushed Between Objects,Charleston, ,"At 1:00 a.m. on May 27, 2019, an employee was unloading trucks using a Crown PW series ""Walkie"" powered pallet jack and placing the pallets of produce into the produce cooler. The employee was operating the jack by walking in front of it wi th the forks pointing away from the direction of travel.  While exiting the prod uce cooler, the employee's foot got caught between the pallet jack and a steel b ollard on the corner of a deli case. The employee was hospitalized with factures to his left foot.","caught between, crushed, foot, fracture, jack, off loading, palletized cargo, truck",,,Initial Violations,2,,,1,,3,1408024.015
246,1408024.015,06/03/2019,316400,WV,Referral,Partial,,445110,3,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1408024.015,316400,06/03/2019,"The Kroger Company
			   1212 Lafayette AveMoundsville, WV 26041","1300 Lafayette Ave, Moundsville, WV 26041",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,06/03/2019,,08/26/2019,1408024.015,117097.015,05/27/2019,Employees Fractures Foot When Crushed Between Objects,Charleston, ,"At 1:00 a.m. on May 27, 2019, an employee was unloading trucks using a Crown PW series ""Walkie"" powered pallet jack and placing the pallets of produce into the produce cooler. The employee was operating the jack by walking in front of it wi th the forks pointing away from the direction of travel.  While exiting the prod uce cooler, the employee's foot got caught between the pallet jack and a steel b ollard on the corner of a deli case. The employee was hospitalized with factures to his left foot.","caught between, crushed, foot, fracture, jack, off loading, palletized cargo, truck",,,Current Violations,2,,,1,,3,1408024.015
247,1408024.015,06/03/2019,316400,WV,Referral,Partial,,445110,3,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1408024.015,316400,06/03/2019,"The Kroger Company
			   1212 Lafayette AveMoundsville, WV 26041","1300 Lafayette Ave, Moundsville, WV 26041",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,06/03/2019,,08/26/2019,1408024.015,117097.015,05/27/2019,Employees Fractures Foot When Crushed Between Objects,Charleston, ,"At 1:00 a.m. on May 27, 2019, an employee was unloading trucks using a Crown PW series ""Walkie"" powered pallet jack and placing the pallets of produce into the produce cooler. The employee was operating the jack by walking in front of it wi th the forks pointing away from the direction of travel.  While exiting the prod uce cooler, the employee's foot got caught between the pallet jack and a steel b ollard on the corner of a deli case. The employee was hospitalized with factures to his left foot.","caught between, crushed, foot, fracture, jack, off loading, palletized cargo, truck",,,Initial Penalty,"$16,670",$0,$0,$0,$0,"$16,670",1408024.015
248,1408024.015,06/03/2019,316400,WV,Referral,Partial,,445110,3,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1408024.015,316400,06/03/2019,"The Kroger Company
			   1212 Lafayette AveMoundsville, WV 26041","1300 Lafayette Ave, Moundsville, WV 26041",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,06/03/2019,,08/26/2019,1408024.015,117097.015,05/27/2019,Employees Fractures Foot When Crushed Between Objects,Charleston, ,"At 1:00 a.m. on May 27, 2019, an employee was unloading trucks using a Crown PW series ""Walkie"" powered pallet jack and placing the pallets of produce into the produce cooler. The employee was operating the jack by walking in front of it wi th the forks pointing away from the direction of travel.  While exiting the prod uce cooler, the employee's foot got caught between the pallet jack and a steel b ollard on the corner of a deli case. The employee was hospitalized with factures to his left foot.","caught between, crushed, foot, fracture, jack, off loading, palletized cargo, truck",,,Current Penalty,"$16,670",$0,$0,$0,$0,"$16,670",1408024.015
249,1408024.015,06/03/2019,316400,WV,Referral,Partial,,445110,3,The Kroger Company,Kroger,2012-12-31,2022-12-31,CLOSED,1408024.015,316400,06/03/2019,"The Kroger Company
			   1212 Lafayette AveMoundsville, WV 26041","1300 Lafayette Ave, Moundsville, WV 26041",Union,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,06/03/2019,,08/26/2019,1408024.015,117097.015,05/27/2019,Employees Fractures Foot When Crushed Between Objects,Charleston, ,"At 1:00 a.m. on May 27, 2019, an employee was unloading trucks using a Crown PW series ""Walkie"" powered pallet jack and placing the pallets of produce into the produce cooler. The employee was operating the jack by walking in front of it wi th the forks pointing away from the direction of travel.  While exiting the prod uce cooler, the employee's foot got caught between the pallet jack and a steel b ollard on the corner of a deli case. The employee was hospitalized with factures to his left foot.","caught between, crushed, foot, fracture, jack, off loading, palletized cargo, truck",,,FTA Penalty,$0,$0,$0,$0,$0,$0,1408024.015
250,1404431.015,05/30/2019,452110,KY,Complaint,Partial,5411.0,445110,4,60853 - Kroger Limited Partnership I Store 379,Kroger,2012-12-31,2022-12-31,CLOSED,1404431.015,452110,05/30/2019,"60853 - Kroger Limited Partnership I Store 379
			   9080 Taylorsville RdLouisville, KY 40299","1600 Ormsby Station Ct, Louisville, KY 40223",Union,5411.0,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,11/14/2019,,02/11/2020,1404431.015,,,,,,,,,,Initial Violations,3,,,1,,4,1404431.015
251,1404431.015,05/30/2019,452110,KY,Complaint,Partial,5411.0,445110,4,60853 - Kroger Limited Partnership I Store 379,Kroger,2012-12-31,2022-12-31,CLOSED,1404431.015,452110,05/30/2019,"60853 - Kroger Limited Partnership I Store 379
			   9080 Taylorsville RdLouisville, KY 40299","1600 Ormsby Station Ct, Louisville, KY 40223",Union,5411.0,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,11/14/2019,,02/11/2020,1404431.015,,,,,,,,,,Current Violations,3,,,1,,4,1404431.015
252,1404431.015,05/30/2019,452110,KY,Complaint,Partial,5411.0,445110,4,60853 - Kroger Limited Partnership I Store 379,Kroger,2012-12-31,2022-12-31,CLOSED,1404431.015,452110,05/30/2019,"60853 - Kroger Limited Partnership I Store 379
			   9080 Taylorsville RdLouisville, KY 40299","1600 Ormsby Station Ct, Louisville, KY 40223",Union,5411.0,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,11/14/2019,,02/11/2020,1404431.015,,,,,,,,,,Initial Penalty,"$17,000",$0,$0,$0,$0,"$17,000",1404431.015
253,1404431.015,05/30/2019,452110,KY,Complaint,Partial,5411.0,445110,4,60853 - Kroger Limited Partnership I Store 379,Kroger,2012-12-31,2022-12-31,CLOSED,1404431.015,452110,05/30/2019,"60853 - Kroger Limited Partnership I Store 379
			   9080 Taylorsville RdLouisville, KY 40299","1600 Ormsby Station Ct, Louisville, KY 40223",Union,5411.0,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,11/14/2019,,02/11/2020,1404431.015,,,,,,,,,,Current Penalty,"$13,600",$0,$0,$0,$0,"$13,600",1404431.015
