,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
434,1463070.015,02/14/2020,626000,TX,Complaint,Partial,,445110,6,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1463070.015,626000,02/14/2020,"Walmart, Inc.
			   1821 South Padre Island Drive Wal-Mart Supercenter Store #470Corpus Christi, TX 78415","702 South West 8th Street, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,02/14/2020,,10/29/2020,1463070.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1463070.015
435,1455592.015,01/14/2020,213100,NY,Referral,Partial,,493120,3,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1455592.015,213100,01/14/2020,"Walmart Inc.
			   300 Enterprise RoadJohnstown, NY 12095","300 Enterprise Road, Johnstown, NY 12095",NonUnion,,493120/Refrigerated Warehousing and Storage,Referral,Partial,N,Private,Health,03/06/2020,P,04/27/2021,1455592.015,,,,,,,,,,Initial Violations,4,,,,,4,1455592.015
436,1455592.015,01/14/2020,213100,NY,Referral,Partial,,493120,3,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1455592.015,213100,01/14/2020,"Walmart Inc.
			   300 Enterprise RoadJohnstown, NY 12095","300 Enterprise Road, Johnstown, NY 12095",NonUnion,,493120/Refrigerated Warehousing and Storage,Referral,Partial,N,Private,Health,03/06/2020,P,04/27/2021,1455592.015,,,,,,,,,,Current Violations,1,,,2,,3,1455592.015
437,1455592.015,01/14/2020,213100,NY,Referral,Partial,,493120,3,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1455592.015,213100,01/14/2020,"Walmart Inc.
			   300 Enterprise RoadJohnstown, NY 12095","300 Enterprise Road, Johnstown, NY 12095",NonUnion,,493120/Refrigerated Warehousing and Storage,Referral,Partial,N,Private,Health,03/06/2020,P,04/27/2021,1455592.015,,,,,,,,,,Initial Penalty,"$38,556",$0,$0,$0,$0,"$38,556",1455592.015
438,1455592.015,01/14/2020,213100,NY,Referral,Partial,,493120,3,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1455592.015,213100,01/14/2020,"Walmart Inc.
			   300 Enterprise RoadJohnstown, NY 12095","300 Enterprise Road, Johnstown, NY 12095",NonUnion,,493120/Refrigerated Warehousing and Storage,Referral,Partial,N,Private,Health,03/06/2020,P,04/27/2021,1455592.015,,,,,,,,,,Current Penalty,"$6,265",$0,$0,"$12,531",$0,"$18,796",1455592.015
439,1455592.015,01/14/2020,213100,NY,Referral,Partial,,493120,3,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1455592.015,213100,01/14/2020,"Walmart Inc.
			   300 Enterprise RoadJohnstown, NY 12095","300 Enterprise Road, Johnstown, NY 12095",NonUnion,,493120/Refrigerated Warehousing and Storage,Referral,Partial,N,Private,Health,03/06/2020,P,04/27/2021,1455592.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1455592.015
440,1452616.015,12/20/2019,950633,CA,Complaint,Partial,,452111,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1452616.015,950633,12/20/2019,"Walmart, Inc.
			   58501 Twentynine Palms HwyYucca Valley, CA 92284","58501 Twentynine Palms Hwy, Yucca Valley, CA 92284",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/08/2020,,06/04/2020,1452616.015,,,,,,,,,,Initial Violations,,,,1,,1,1452616.015
441,1452616.015,12/20/2019,950633,CA,Complaint,Partial,,452111,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1452616.015,950633,12/20/2019,"Walmart, Inc.
			   58501 Twentynine Palms HwyYucca Valley, CA 92284","58501 Twentynine Palms Hwy, Yucca Valley, CA 92284",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/08/2020,,06/04/2020,1452616.015,,,,,,,,,,Current Violations,,,,1,,1,1452616.015
442,1452616.015,12/20/2019,950633,CA,Complaint,Partial,,452111,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1452616.015,950633,12/20/2019,"Walmart, Inc.
			   58501 Twentynine Palms HwyYucca Valley, CA 92284","58501 Twentynine Palms Hwy, Yucca Valley, CA 92284",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/08/2020,,06/04/2020,1452616.015,,,,,,,,,,Initial Penalty,$0,$0,$0,$850,$0,$850,1452616.015
443,1452616.015,12/20/2019,950633,CA,Complaint,Partial,,452111,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1452616.015,950633,12/20/2019,"Walmart, Inc.
			   58501 Twentynine Palms HwyYucca Valley, CA 92284","58501 Twentynine Palms Hwy, Yucca Valley, CA 92284",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/08/2020,,06/04/2020,1452616.015,,,,,,,,,,Current Penalty,$0,$0,$0,$210,$0,$210,1452616.015
444,1452616.015,12/20/2019,950633,CA,Complaint,Partial,,452111,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1452616.015,950633,12/20/2019,"Walmart, Inc.
			   58501 Twentynine Palms HwyYucca Valley, CA 92284","58501 Twentynine Palms Hwy, Yucca Valley, CA 92284",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/08/2020,,06/04/2020,1452616.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1452616.015
445,1439633.015,10/23/2019,854910,UT,Accident,Partial,,493110,1,Walmart Distribution Center #7026,Walmart,2012-12-31,2022-12-31,CLOSED,1439633.015,854910,10/23/2019,"Walmart Distribution Center #7026
			   929 N Sr 138Grantsville, UT 84029","929 N Sr 138, Grantsville, UT 84029",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,11/05/2019,,03/13/2020,1439633.015,,,,,,,,,,Initial Violations,1,,,,,1,1439633.015
446,1439633.015,10/23/2019,854910,UT,Accident,Partial,,493110,1,Walmart Distribution Center #7026,Walmart,2012-12-31,2022-12-31,CLOSED,1439633.015,854910,10/23/2019,"Walmart Distribution Center #7026
			   929 N Sr 138Grantsville, UT 84029","929 N Sr 138, Grantsville, UT 84029",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,11/05/2019,,03/13/2020,1439633.015,,,,,,,,,,Current Violations,,,,1,,1,1439633.015
447,1439633.015,10/23/2019,854910,UT,Accident,Partial,,493110,1,Walmart Distribution Center #7026,Walmart,2012-12-31,2022-12-31,CLOSED,1439633.015,854910,10/23/2019,"Walmart Distribution Center #7026
			   929 N Sr 138Grantsville, UT 84029","929 N Sr 138, Grantsville, UT 84029",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,11/05/2019,,03/13/2020,1439633.015,,,,,,,,,,Initial Penalty,"$5,000",$0,$0,$0,$0,"$5,000",1439633.015
448,1439633.015,10/23/2019,854910,UT,Accident,Partial,,493110,1,Walmart Distribution Center #7026,Walmart,2012-12-31,2022-12-31,CLOSED,1439633.015,854910,10/23/2019,"Walmart Distribution Center #7026
			   929 N Sr 138Grantsville, UT 84029","929 N Sr 138, Grantsville, UT 84029",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,11/05/2019,,03/13/2020,1439633.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1439633.015
449,1439633.015,10/23/2019,854910,UT,Accident,Partial,,493110,1,Walmart Distribution Center #7026,Walmart,2012-12-31,2022-12-31,CLOSED,1439633.015,854910,10/23/2019,"Walmart Distribution Center #7026
			   929 N Sr 138Grantsville, UT 84029","929 N Sr 138, Grantsville, UT 84029",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,11/05/2019,,03/13/2020,1439633.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1439633.015
450,1434925.015,10/01/2019,950615,CA,Referral,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1434925.015,950615,10/01/2019,"Walmart Inc.
			   7011 Main St.American Canyon, CA 94503","Carl Sperling  702 Sw 8th Street Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,02/07/2020,,06/18/2020,1434925.015,,,,,,,,,,Initial Violations,2,,,,,2,1434925.015
451,1434925.015,10/01/2019,950615,CA,Referral,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1434925.015,950615,10/01/2019,"Walmart Inc.
			   7011 Main St.American Canyon, CA 94503","Carl Sperling  702 Sw 8th Street Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,02/07/2020,,06/18/2020,1434925.015,,,,,,,,,,Current Violations,,,,1,,1,1434925.015
452,1434925.015,10/01/2019,950615,CA,Referral,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1434925.015,950615,10/01/2019,"Walmart Inc.
			   7011 Main St.American Canyon, CA 94503","Carl Sperling  702 Sw 8th Street Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,02/07/2020,,06/18/2020,1434925.015,,,,,,,,,,Initial Penalty,"$5,400",$0,$0,$0,$0,"$5,400",1434925.015
453,1434925.015,10/01/2019,950615,CA,Referral,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1434925.015,950615,10/01/2019,"Walmart Inc.
			   7011 Main St.American Canyon, CA 94503","Carl Sperling  702 Sw 8th Street Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,02/07/2020,,06/18/2020,1434925.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,700",$0,"$2,700",1434925.015
454,1434925.015,10/01/2019,950615,CA,Referral,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,1434925.015,950615,10/01/2019,"Walmart Inc.
			   7011 Main St.American Canyon, CA 94503","Carl Sperling  702 Sw 8th Street Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,02/07/2020,,06/18/2020,1434925.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1434925.015
455,1434692.015,09/26/2019,419400,MS,Complaint,Partial,,452910,1,Walmart Store 501,Walmart,2012-12-31,2022-12-31,CLOSED,1434692.015,419400,09/26/2019,"Walmart Store 501
			   1621 Highway 15 NLaurel, MS 39440","1621 Highway 15 N, Laurel, MS 39440",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/26/2019,,11/13/2019,1434692.015,,,,,,,,,,Initial Violations,,,,1,,1,1434692.015
456,1434692.015,09/26/2019,419400,MS,Complaint,Partial,,452910,1,Walmart Store 501,Walmart,2012-12-31,2022-12-31,CLOSED,1434692.015,419400,09/26/2019,"Walmart Store 501
			   1621 Highway 15 NLaurel, MS 39440","1621 Highway 15 N, Laurel, MS 39440",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/26/2019,,11/13/2019,1434692.015,,,,,,,,,,Current Violations,,,,1,,1,1434692.015
457,1434692.015,09/26/2019,419400,MS,Complaint,Partial,,452910,1,Walmart Store 501,Walmart,2012-12-31,2022-12-31,CLOSED,1434692.015,419400,09/26/2019,"Walmart Store 501
			   1621 Highway 15 NLaurel, MS 39440","1621 Highway 15 N, Laurel, MS 39440",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/26/2019,,11/13/2019,1434692.015,,,,,,,,,,Initial Penalty,$0,$0,$0,$904,$0,$904,1434692.015
458,1434692.015,09/26/2019,419400,MS,Complaint,Partial,,452910,1,Walmart Store 501,Walmart,2012-12-31,2022-12-31,CLOSED,1434692.015,419400,09/26/2019,"Walmart Store 501
			   1621 Highway 15 NLaurel, MS 39440","1621 Highway 15 N, Laurel, MS 39440",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/26/2019,,11/13/2019,1434692.015,,,,,,,,,,Current Penalty,$0,$0,$0,$542,$0,$542,1434692.015
459,1434692.015,09/26/2019,419400,MS,Complaint,Partial,,452910,1,Walmart Store 501,Walmart,2012-12-31,2022-12-31,CLOSED,1434692.015,419400,09/26/2019,"Walmart Store 501
			   1621 Highway 15 NLaurel, MS 39440","1621 Highway 15 N, Laurel, MS 39440",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/26/2019,,11/13/2019,1434692.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1434692.015
460,1432635.015,09/18/2019,950625,CA,Accident,Partial,,445110,1,Walmart Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1432635.015,950625,09/18/2019,"Walmart Inc
			   5125 East Kings Canyon RoadFresno, CA 93727","5125 East Kings Canyon Road, Fresno, CA 93727",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Accident,Partial,N,Private,Safety,01/21/2020,,03/04/2020,1432635.015,123230.015,08/19/2019,Employee Incurs Multiple Injuies In  Fall From Stocking Cart,Ca Fresno, ,"At 6:00 a.m. on August 19, 2019, an employee was stocking items on a shelf from the steps of a stocking cart. The employee fell from the cart, striking the floo r with his head and shoulder.  The employee was hospitalized to treat head and c lavicle injuries, as well as a hematoma on the brain.","brain, brain bleed, cart, fall, fall from elevation, head, shoulder, stocking",,,Initial Violations,,,,1,,1,1432635.015
461,1432635.015,09/18/2019,950625,CA,Accident,Partial,,445110,1,Walmart Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1432635.015,950625,09/18/2019,"Walmart Inc
			   5125 East Kings Canyon RoadFresno, CA 93727","5125 East Kings Canyon Road, Fresno, CA 93727",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Accident,Partial,N,Private,Safety,01/21/2020,,03/04/2020,1432635.015,123230.015,08/19/2019,Employee Incurs Multiple Injuies In  Fall From Stocking Cart,Ca Fresno, ,"At 6:00 a.m. on August 19, 2019, an employee was stocking items on a shelf from the steps of a stocking cart. The employee fell from the cart, striking the floo r with his head and shoulder.  The employee was hospitalized to treat head and c lavicle injuries, as well as a hematoma on the brain.","brain, brain bleed, cart, fall, fall from elevation, head, shoulder, stocking",,,Current Violations,,,,1,,1,1432635.015
462,1432635.015,09/18/2019,950625,CA,Accident,Partial,,445110,1,Walmart Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1432635.015,950625,09/18/2019,"Walmart Inc
			   5125 East Kings Canyon RoadFresno, CA 93727","5125 East Kings Canyon Road, Fresno, CA 93727",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Accident,Partial,N,Private,Safety,01/21/2020,,03/04/2020,1432635.015,123230.015,08/19/2019,Employee Incurs Multiple Injuies In  Fall From Stocking Cart,Ca Fresno, ,"At 6:00 a.m. on August 19, 2019, an employee was stocking items on a shelf from the steps of a stocking cart. The employee fell from the cart, striking the floo r with his head and shoulder.  The employee was hospitalized to treat head and c lavicle injuries, as well as a hematoma on the brain.","brain, brain bleed, cart, fall, fall from elevation, head, shoulder, stocking",,,Initial Penalty,$0,$0,$0,"$5,000",$0,"$5,000",1432635.015
463,1432635.015,09/18/2019,950625,CA,Accident,Partial,,445110,1,Walmart Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1432635.015,950625,09/18/2019,"Walmart Inc
			   5125 East Kings Canyon RoadFresno, CA 93727","5125 East Kings Canyon Road, Fresno, CA 93727",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Accident,Partial,N,Private,Safety,01/21/2020,,03/04/2020,1432635.015,123230.015,08/19/2019,Employee Incurs Multiple Injuies In  Fall From Stocking Cart,Ca Fresno, ,"At 6:00 a.m. on August 19, 2019, an employee was stocking items on a shelf from the steps of a stocking cart. The employee fell from the cart, striking the floo r with his head and shoulder.  The employee was hospitalized to treat head and c lavicle injuries, as well as a hematoma on the brain.","brain, brain bleed, cart, fall, fall from elevation, head, shoulder, stocking",,,Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",1432635.015
464,1432635.015,09/18/2019,950625,CA,Accident,Partial,,445110,1,Walmart Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1432635.015,950625,09/18/2019,"Walmart Inc
			   5125 East Kings Canyon RoadFresno, CA 93727","5125 East Kings Canyon Road, Fresno, CA 93727",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Accident,Partial,N,Private,Safety,01/21/2020,,03/04/2020,1432635.015,123230.015,08/19/2019,Employee Incurs Multiple Injuies In  Fall From Stocking Cart,Ca Fresno, ,"At 6:00 a.m. on August 19, 2019, an employee was stocking items on a shelf from the steps of a stocking cart. The employee fell from the cart, striking the floo r with his head and shoulder.  The employee was hospitalized to treat head and c lavicle injuries, as well as a hematoma on the brain.","brain, brain bleed, cart, fall, fall from elevation, head, shoulder, stocking",,,FTA Penalty,$0,$0,$0,$0,$0,$0,1432635.015
465,1461476.015,09/16/2019,950633,CA,Accident,Partial,,493110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,OPEN,1461476.015,950633,09/16/2019,"Walmart, Inc.
			   11188 Citrus Ave.Fontana, CA 92337","11188 Citrus Ave., Fontana, CA 92337",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/28/2020,,,1461476.015,,,,,,,,,,Initial Violations,2,,1,,,3,1461476.015
466,1461476.015,09/16/2019,950633,CA,Accident,Partial,,493110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,OPEN,1461476.015,950633,09/16/2019,"Walmart, Inc.
			   11188 Citrus Ave.Fontana, CA 92337","11188 Citrus Ave., Fontana, CA 92337",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/28/2020,,,1461476.015,,,,,,,,,,Current Violations,1,,1,,,2,1461476.015
467,1461476.015,09/16/2019,950633,CA,Accident,Partial,,493110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,OPEN,1461476.015,950633,09/16/2019,"Walmart, Inc.
			   11188 Citrus Ave.Fontana, CA 92337","11188 Citrus Ave., Fontana, CA 92337",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/28/2020,,,1461476.015,,,,,,,,,,Initial Penalty,"$30,600",$0,"$20,000",$0,$0,"$50,600",1461476.015
468,1461476.015,09/16/2019,950633,CA,Accident,Partial,,493110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,OPEN,1461476.015,950633,09/16/2019,"Walmart, Inc.
			   11188 Citrus Ave.Fontana, CA 92337","11188 Citrus Ave., Fontana, CA 92337",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/28/2020,,,1461476.015,,,,,,,,,,Current Penalty,"$15,300",$0,"$10,000",$0,$0,"$25,300",1461476.015
469,1461476.015,09/16/2019,950633,CA,Accident,Partial,,493110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,OPEN,1461476.015,950633,09/16/2019,"Walmart, Inc.
			   11188 Citrus Ave.Fontana, CA 92337","11188 Citrus Ave., Fontana, CA 92337",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/28/2020,,,1461476.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1461476.015
470,1433863.015,09/13/2019,950633,CA,Accident,Partial,,493110,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1433863.015,950633,09/13/2019,"Walmart Stores, Inc.
			   4250 Hamner Ave.Eastvale, CA 91752","4250 Hamner Ave., Eastvale, CA 91752",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/04/2020,,02/16/2021,1433863.015,123680.015,08/09/2019,Employee Fractures Foot When Caught Between Forklifts,Ca San Bernardino, ,"At 11:00 a.m. on August 9, 2019, Employee #1 was driving a stand-up forklift to move pallets of merchandise at a distribution center. After dropping off a load, Employee #1 began to reverse his forklift into the traffic path. He did not see another forklift coming and collided into the broadside of the other forklift. Employee #1 slowed the collision by extending his left foot outside of the stand -up forklift. Employee #1 sustained an open fracture of his left foot when his f oot became caught between the two forklifts. He was hospitalized.","backing up, caught between, collision, distribution center, foot, forklift, fracture, open fracture, pallet, powered industrial vehicle, stand-up forklift",,,Initial Violations,,,,1,,1,1433863.015
471,1433863.015,09/13/2019,950633,CA,Accident,Partial,,493110,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1433863.015,950633,09/13/2019,"Walmart Stores, Inc.
			   4250 Hamner Ave.Eastvale, CA 91752","4250 Hamner Ave., Eastvale, CA 91752",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/04/2020,,02/16/2021,1433863.015,123680.015,08/09/2019,Employee Fractures Foot When Caught Between Forklifts,Ca San Bernardino, ,"At 11:00 a.m. on August 9, 2019, Employee #1 was driving a stand-up forklift to move pallets of merchandise at a distribution center. After dropping off a load, Employee #1 began to reverse his forklift into the traffic path. He did not see another forklift coming and collided into the broadside of the other forklift. Employee #1 slowed the collision by extending his left foot outside of the stand -up forklift. Employee #1 sustained an open fracture of his left foot when his f oot became caught between the two forklifts. He was hospitalized.","backing up, caught between, collision, distribution center, foot, forklift, fracture, open fracture, pallet, powered industrial vehicle, stand-up forklift",,,Current Violations,,,,1,,1,1433863.015
472,1433863.015,09/13/2019,950633,CA,Accident,Partial,,493110,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1433863.015,950633,09/13/2019,"Walmart Stores, Inc.
			   4250 Hamner Ave.Eastvale, CA 91752","4250 Hamner Ave., Eastvale, CA 91752",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/04/2020,,02/16/2021,1433863.015,123680.015,08/09/2019,Employee Fractures Foot When Caught Between Forklifts,Ca San Bernardino, ,"At 11:00 a.m. on August 9, 2019, Employee #1 was driving a stand-up forklift to move pallets of merchandise at a distribution center. After dropping off a load, Employee #1 began to reverse his forklift into the traffic path. He did not see another forklift coming and collided into the broadside of the other forklift. Employee #1 slowed the collision by extending his left foot outside of the stand -up forklift. Employee #1 sustained an open fracture of his left foot when his f oot became caught between the two forklifts. He was hospitalized.","backing up, caught between, collision, distribution center, foot, forklift, fracture, open fracture, pallet, powered industrial vehicle, stand-up forklift",,,Initial Penalty,$0,$0,$0,"$1,275",$0,"$1,275",1433863.015
473,1433863.015,09/13/2019,950633,CA,Accident,Partial,,493110,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1433863.015,950633,09/13/2019,"Walmart Stores, Inc.
			   4250 Hamner Ave.Eastvale, CA 91752","4250 Hamner Ave., Eastvale, CA 91752",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/04/2020,,02/16/2021,1433863.015,123680.015,08/09/2019,Employee Fractures Foot When Caught Between Forklifts,Ca San Bernardino, ,"At 11:00 a.m. on August 9, 2019, Employee #1 was driving a stand-up forklift to move pallets of merchandise at a distribution center. After dropping off a load, Employee #1 began to reverse his forklift into the traffic path. He did not see another forklift coming and collided into the broadside of the other forklift. Employee #1 slowed the collision by extending his left foot outside of the stand -up forklift. Employee #1 sustained an open fracture of his left foot when his f oot became caught between the two forklifts. He was hospitalized.","backing up, caught between, collision, distribution center, foot, forklift, fracture, open fracture, pallet, powered industrial vehicle, stand-up forklift",,,Current Penalty,$0,$0,$0,$315,$0,$315,1433863.015
474,1433863.015,09/13/2019,950633,CA,Accident,Partial,,493110,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1433863.015,950633,09/13/2019,"Walmart Stores, Inc.
			   4250 Hamner Ave.Eastvale, CA 91752","4250 Hamner Ave., Eastvale, CA 91752",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/04/2020,,02/16/2021,1433863.015,123680.015,08/09/2019,Employee Fractures Foot When Caught Between Forklifts,Ca San Bernardino, ,"At 11:00 a.m. on August 9, 2019, Employee #1 was driving a stand-up forklift to move pallets of merchandise at a distribution center. After dropping off a load, Employee #1 began to reverse his forklift into the traffic path. He did not see another forklift coming and collided into the broadside of the other forklift. Employee #1 slowed the collision by extending his left foot outside of the stand -up forklift. Employee #1 sustained an open fracture of his left foot when his f oot became caught between the two forklifts. He was hospitalized.","backing up, caught between, collision, distribution center, foot, forklift, fracture, open fracture, pallet, powered industrial vehicle, stand-up forklift",,,FTA Penalty,$0,$0,$0,$0,$0,$0,1433863.015
475,1429571.015,09/09/2019,950612,CA,Fat/Cat,Partial,,452111,1,"Walmart, Inc. Store #2119",Walmart,2012-12-31,2022-12-31,CLOSED,1429571.015,950612,09/09/2019,"Walmart, Inc. Store #2119
			   301 Ranch Dr.Milpitas, CA 95035",702 Sw 8th St. Mail Stop,NonUnion,,452111/Department Stores (except Discount Department Stores),Fat/Cat,Partial,N,Private,Safety,03/02/2020,,04/18/2022,1429571.015,119685.015,09/05/2019,Employee Is Found Unresponsive By Customer Within Store And,Ca Fremont District Office, ,"At 7:33 a.m. on September 5, 2019, an employee was cleaning the floors within a store and found unresponsive on the floor by a customer.  The employee sustained blunt force head injuries and is killed.","blunt force trauma, head, unconsciousness, unresponsive",,,Initial Violations,,,1,1,,2,1429571.015
476,1429571.015,09/09/2019,950612,CA,Fat/Cat,Partial,,452111,1,"Walmart, Inc. Store #2119",Walmart,2012-12-31,2022-12-31,CLOSED,1429571.015,950612,09/09/2019,"Walmart, Inc. Store #2119
			   301 Ranch Dr.Milpitas, CA 95035",702 Sw 8th St. Mail Stop,NonUnion,,452111/Department Stores (except Discount Department Stores),Fat/Cat,Partial,N,Private,Safety,03/02/2020,,04/18/2022,1429571.015,119685.015,09/05/2019,Employee Is Found Unresponsive By Customer Within Store And,Ca Fremont District Office, ,"At 7:33 a.m. on September 5, 2019, an employee was cleaning the floors within a store and found unresponsive on the floor by a customer.  The employee sustained blunt force head injuries and is killed.","blunt force trauma, head, unconsciousness, unresponsive",,,Current Violations,,,1,,,1,1429571.015
477,1429571.015,09/09/2019,950612,CA,Fat/Cat,Partial,,452111,1,"Walmart, Inc. Store #2119",Walmart,2012-12-31,2022-12-31,CLOSED,1429571.015,950612,09/09/2019,"Walmart, Inc. Store #2119
			   301 Ranch Dr.Milpitas, CA 95035",702 Sw 8th St. Mail Stop,NonUnion,,452111/Department Stores (except Discount Department Stores),Fat/Cat,Partial,N,Private,Safety,03/02/2020,,04/18/2022,1429571.015,119685.015,09/05/2019,Employee Is Found Unresponsive By Customer Within Store And,Ca Fremont District Office, ,"At 7:33 a.m. on September 5, 2019, an employee was cleaning the floors within a store and found unresponsive on the floor by a customer.  The employee sustained blunt force head injuries and is killed.","blunt force trauma, head, unconsciousness, unresponsive",,,Initial Penalty,$0,$0,"$10,000","$1,000",$0,"$11,000",1429571.015
