Unnamed: 0,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
49,1542038.015,07/15/2021,627100,AR,Planned,Partial,,445110,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1542038.015,627100,07/15/2021,"Walmart Inc.
			   304 S Rockwood Dr.Cabot, AR 72023","708 Sw 8th Street, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Planned,Partial,N,Private,Safety,07/15/2021,P,05/03/2022,1542038.015,,,,,,,,,,Current Penalty,"$7,802",$0,$0,$0,$0,"$7,802",1542038.015
50,1541266.015,07/12/2021,751910,IA,Complaint,Partial,,452311,4,Walmart Supercenter,Walmart,2012-12-19,2022-12-19,CLOSED,1541266.015,751910,07/12/2021,"Walmart Supercenter
			   324 West Agency RoadWest Burlington, IA 52655","324 West Agency Road, West Burlington, IA 52655",NonUnion,,452311,Complaint,Partial,N,Private,Health,07/12/2021,,02/28/2022,1541266.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$16,000",$0,"$16,000",1541266.015
51,1540203.015,06/30/2021,215800,NY,Referral,Partial,,452210,1,"Walmart, Inc",Walmart,2012-12-19,2022-12-19,OPEN,1540203.015,215800,06/30/2021,"Walmart, Inc
			   1860 N RdWaterloo, NY 13165","1860 N Rd, Waterloo, NY 13165",NonUnion,,452210,Referral,Partial,N,Private,Safety,06/30/2021,N,,1540203.015,,,,,,,,,,Current Penalty,"$13,653",$0,$0,$0,$0,"$13,653",1540203.015
52,1537848.015,06/23/2021,950624,CA,Complaint,Partial,,452210,2,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,OPEN,1537848.015,950624,06/23/2021,"Walmart, Inc.
			   2480 Geer RoadTurlock, CA 95382","2480 Geer Road, Turlock, CA 95382",NonUnion,,452210,Complaint,Partial,N,Private,Safety,07/21/2021,,,1537848.015,,,,,,,,,,Current Penalty,$0,$0,$0,$750,$0,$750,1537848.015
53,1537489.015,06/22/2021,454715,TN,Referral,Partial,,452319,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1537489.015,454715,06/22/2021,"Walmart Inc.
			   175 Ji Bell LaneSavannah, TN 38372","175 Ji Bell Lane, Savannah, TN 38372",NonUnion,,452319,Referral,Partial,N,Private,Safety,06/22/2021,,,1537489.015,,,,,,,,,,Current Penalty,"$2,450",$0,$0,$0,$0,"$2,450",1537489.015
54,1533954.015,05/26/2021,950621,CA,Accident,Partial,,445110,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1533954.015,950621,05/26/2021,"Walmart Inc.
			   15960 Dam RdClearlake, CA 95422","702 Sw 8th Street, Mail Stop 0505, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Accident,Partial,N,Private,Safety,08/23/2021,,,1533954.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",1533954.015
55,1532844.015,05/25/2021,950621,CA,Complaint,Partial,,445110,2,Walmart Neighborhood Market,Walmart,2012-12-19,2022-12-19,OPEN,1532844.015,950621,05/25/2021,"Walmart Neighborhood Market
			   215 California St.Woodland, CA 95695","215 California Street, Woodland, CA 95695",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/21/2021,,,1532844.015,,,,,,,,,,Current Penalty,$0,$0,$0,$935,$0,$935,1532844.015
56,1531780.015,05/13/2021,418300,AL,Complaint,Partial,,452311,1,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1531780.015,418300,05/13/2021,"Walmart, Inc.
			   165 Vaughan LanePell City, AL 35125","165 Vaughan Lane, Pell City, AL 35125",NonUnion,,452311,Complaint,Partial,N,Private,Safety,11/02/2021,,01/27/2022,1531780.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$7,500",$0,"$7,500",1531780.015
57,1526112.015,04/20/2021,854910,UT,Accident,Partial,,452311,2,Walmart Supercenter Store #4689,Walmart,2012-12-19,2022-12-19,CLOSED,1526112.015,854910,04/20/2021,"Walmart Supercenter Store #4689
			   4689 W Cedar Hills DriveCedar Hills, UT 84062","702 Sw 8th Street Mail Stop 0505, Attn",NonUnion,,452311,Accident,Partial,N,Private,Safety,05/18/2021,,11/17/2021,1526112.015,,,,,,,,,,Current Penalty,"$10,000",$0,$0,$0,$0,"$10,000",1526112.015
58,1525850.015,04/19/2021,1055360,WA,Complaint,Partial,,452111,1,Wa317963616 - Walmart Associates Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1525850.015,1055360,04/19/2021,"Wa317963616 - Walmart Associates Inc
			   810 N Hwy 395Colville, WA 99114",702 Sw 8th Street Ms,NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,06/10/2021,,05/20/2022,1525850.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,700",$0,"$2,700",1525850.015
59,1522022.015,03/26/2021,551800,IN,Complaint,Partial,5311.0,452112,1,111763 - Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1522022.015,551800,03/26/2021,"111763 - Walmart
			   5780 Franklin StTrail Creek, IN 46360","5780 Franklin Street, Trail Creek, IN 46360",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,04/16/2021,,05/09/2022,1522022.015,,,,,,,,,,Current Penalty,"$2,625",$0,$0,$0,$0,"$2,625",1522022.015
60,1517051.015,03/01/2021,950644,CA,Complaint,Partial,,424410,2,Walmart Associates Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1517051.015,950644,03/01/2021,"Walmart Associates Inc.
			   6750 Kimball Ave.Chino, CA 91708","6750 Kimball Ave., Chino, CA 91708",NonUnion,,424410/General Line Grocery Merchant Wholesalers,Complaint,Partial,N,Private,Safety,08/27/2021,,,1517051.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,200",$0,"$5,200",1517051.015
61,1514241.015,02/08/2021,418300,AL,Complaint,Partial,,452111,6,Walmart Supercenter #0766,Walmart,2012-12-19,2022-12-19,CLOSED,1514241.015,418300,02/08/2021,"Walmart Supercenter #0766
			   3100 Hough RoadFlorence, AL 35630","3100 Hough Road, Florence, AL 35630",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,02/09/2021,,09/08/2021,1514241.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$11,586",$0,"$11,586",1514241.015
62,1512248.015,01/29/2021,950621,CA,Complaint,Partial,,445110,2,Walmart Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1512248.015,950621,01/29/2021,"Walmart Inc.
			   15960 Dam RdClearlake, CA 95422","702 Sw 8th Street, Mail Stop 0505, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,06/17/2021,,,1512248.015,,,,,,,,,,Current Penalty,$0,$0,$0,$790,$0,$790,1512248.015
63,1508123.015,12/29/2020,355114,VA,Planned,Partial,,445110,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1508123.015,355114,12/29/2020,"Walmart Inc.
			   1181 Lee HwyFairfax, VA 22030","1181 Lee Hwy, Fairfax, VA 22030",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Planned,Partial,N,Private,Safety,12/30/2020,P,04/16/2021,1508123.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$4,500",$0,"$4,500",1508123.015
64,1507787.015,12/22/2020,950411,AZ,Complaint,Partial,,452112,2,Walmart Store #1324,Walmart,2012-12-19,2022-12-19,OPEN,1507787.015,950411,12/22/2020,"Walmart Store #1324
			   100 W White Park DrNogales, AZ 85621","100 W White Park Dr, Nogales, AZ 85621",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/22/2020,,,1507787.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1507787.015
65,1506767.015,12/10/2020,418300,AL,Referral,Partial,,493110,2,"Walmart Stores East, Lp",Walmart,2012-12-19,2022-12-19,CLOSED,1506767.015,418300,12/10/2020,"Walmart Stores East, Lp
			   2200 7th Avenue SwCullman, AL 35055","2200 7th Avenue Sw, Cullman, AL 35055",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,N,Private,Safety,05/11/2021,L,01/13/2022,1506767.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$12,873",$0,"$12,873",1506767.015
66,1507604.015,12/10/2020,950633,CA,Complaint,Partial,,452910,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1507604.015,950633,12/10/2020,"Walmart
			   13401 Main StreetHesperia, CA 92345","13401 Main Street, Hesperia, CA 92345",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,05/05/2021,,04/06/2022,1507604.015,,,,,,,,,,Current Penalty,$0,$0,$0,$900,$0,$900,1507604.015
67,1505904.015,12/10/2020,950635,CA,Accident,Partial,,339999,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1505904.015,950635,12/10/2020,"Walmart Inc.
			   2750 Carson BlvdLong Beach, CA 90808","702 Sw 8th St , Mail Stop 0505, Bentonville, AR 72716",NonUnion,,339999/All Other Miscellaneous Manufacturing,Accident,Partial,N,Private,Safety,08/10/2021,,07/07/2022,1505904.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1505904.015
68,1506018.015,12/07/2020,524530,IL,Complaint,Partial,,452111,1,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1506018.015,524530,12/07/2020,"Walmart, Inc.
			   1410 N Market StSparta, IL 62286",702 Sw 8th Street Mail Stop,NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,12/07/2020,,02/09/2021,1506018.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1506018.015
69,1503964.015,11/24/2020,453710,NC,Referral,Partial,5311.0,452111,1,146864 - Walmart Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1503964.015,453710,11/24/2020,"146864 - Walmart Inc.
			   1550 Skibo RoadFayetteville, NC 28302","1550 Skibo Road, Fayetteville, NC 28301",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,11/24/2020,,,1503964.015,,,,,,,,,,Current Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1503964.015
70,1491480.015,09/05/2020,950633,CA,Referral,Partial,,452111,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1491480.015,950633,09/05/2020,"Walmart Inc.
			   6250 Valley Springs Pkwy.Riverside, CA 92507","6250 Valley Springs Pkwy., Riverside, CA 92507",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,06/03/2021,S,,1491480.015,,,,,,,,,,Current Penalty,"$22,950",$0,$0,$0,$0,"$22,950",1491480.015
71,1492165.015,09/01/2020,1055360,WA,Complaint,Partial,,452990,1,Wa317960824 - Walmart Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1492165.015,1055360,09/01/2020,"Wa317960824 - Walmart Inc
			   15727 E BroadwayVeradale, WA 99037","702 Southwest 8th St Ms 0505, Bentonville, AR 72712",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,09/01/2020,,04/26/2021,1492165.015,,,,,,,,,,Current Penalty,"$2,700",$0,$0,$0,$0,"$2,700",1492165.015
72,1490035.015,08/27/2020,522300,OH,Complaint,Partial,,452112,1,Walmart Store 2316,Walmart,2012-12-19,2022-12-19,CLOSED,1490035.015,522300,08/27/2020,"Walmart Store 2316
			   24801 Brookpark RdNorth Olmsted, OH 44070","24801 Brookpark Rd, North Olmsted, OH 44070",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/27/2020,,08/16/2021,1490035.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1490035.015
73,1488012.015,08/13/2020,452110,KY,Complaint,Partial,5411.0,445110,1,62975 - Walmart Store 2967,Walmart,2012-12-19,2022-12-19,OPEN,1488012.015,452110,08/13/2020,"62975 - Walmart Store 2967
			   3450 Valley Plaza Pkwy.Villa Hills, KY 41017","3450 Valley Plaza Pkwy., Villa Hills, KY 41017",NonUnion,5411.0,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,01/29/2021,,,1488012.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",1488012.015
74,1487531.015,08/10/2020,953220,NV,Referral,Partial,,445110,1,Walmart #3847,Walmart,2012-12-19,2022-12-19,OPEN,1487531.015,953220,08/10/2020,"Walmart #3847
			   1120 West Pioneer Blvd.Mesquite, NV 89027","1120 West Pioneer Blvd., Mesquite, NV 89027",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Health,08/10/2020,,,1487531.015,,,,,,,,,,Current Penalty,"$12,617",$0,$0,$0,$0,"$12,617",1487531.015
75,1486123.015,07/31/2020,418300,AL,Complaint,Partial,,452910,1,Walmart Inc. #3386,Walmart,2012-12-19,2022-12-19,CLOSED,1486123.015,418300,07/31/2020,"Walmart Inc. #3386
			   160 Springville Station BoulevardSpringville, AL 35146","702 Sw 8th Street M/S 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,12/16/2020,,01/21/2021,1486123.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$12,000",$0,"$12,000",1486123.015
76,1485107.015,07/24/2020,1055340,WA,Referral,Partial,,452111,1,Wa317960312 - Walmart Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1485107.015,1055340,07/24/2020,"Wa317960312 - Walmart Inc
			   100 East Wallace Kneeland BlvdShelton, WA 98584","702 Southwest 8th St Ms 0505, Bentonville, AR 72712",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,08/10/2020,,05/13/2022,1485107.015,,,,,,,,,,Current Penalty,"$2,800",$0,$0,$0,$0,"$2,800",1485107.015
77,1485188.015,07/22/2020,950633,CA,Accident,Partial,,493110,1,Walmart Automated Cnsolidation Center,Walmart,2012-12-19,2022-12-19,OPEN,1485188.015,950633,07/22/2020,"Walmart Automated Cnsolidation Center
			   1600 Agua Mansa RoadColton, CA 92324","1600 Agua Mansa Road, Colton, CA 92324",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,12/08/2020,,,1485188.015,,,,,,,,,,Current Penalty,"$18,000",$0,$0,$0,$0,"$18,000",1485188.015
78,1484241.015,07/20/2020,953220,NV,Referral,Partial,,452111,1,Walmart #3473,Walmart,2012-12-19,2022-12-19,OPEN,1484241.015,953220,07/20/2020,"Walmart #3473
			   4505 West Charleston Blvd.Las Vegas, NV 89102","4505 West Charleston Blvd., Las Vegas, NV 89102",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,07/20/2020,,,1484241.015,,,,,,,,,,Current Penalty,"$12,145",$0,$0,$0,$0,"$12,145",1484241.015
79,1483019.015,07/13/2020,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5259,Walmart,2012-12-19,2022-12-19,OPEN,1483019.015,953220,07/13/2020,"Walmart Neighborhood Market #5259
			   6151 West Lake Mead Blvd.Las Vegas, NV 89108","6151 West Lake Mead Blvd., Las Vegas, NV 89108",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Health,07/13/2020,,,1483019.015,,,,,,,,,,Current Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1483019.015
80,1483151.015,07/13/2020,953210,NV,Referral,Partial,,452111,1,Walmart Store #1648,Walmart,2012-12-19,2022-12-19,OPEN,1483151.015,953210,07/13/2020,"Walmart Store #1648
			   3770 Us Hwy 395 S.Carson City, NV 89705","3770 Us Hwy 395 S., Carson City, NV 89705",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,07/15/2020,,,1483151.015,,,,,,,,,,Current Penalty,"$8,675",$0,$0,$0,$0,"$8,675",1483151.015
81,1483167.015,07/13/2020,953210,NV,Referral,Partial,,452111,1,Walmart Store #3408,Walmart,2012-12-19,2022-12-19,OPEN,1483167.015,953210,07/13/2020,"Walmart Store #3408
			   3200 Market St.Carson City, NV 89706","3200 Market St., Carson City, NV 89706",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,07/15/2020,,,1483167.015,,,,,,,,,,Current Penalty,"$8,675",$0,$0,$0,$0,"$8,675",1483167.015
82,1483129.015,07/05/2020,950615,CA,Referral,Partial,,453998,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1483129.015,950615,07/05/2020,"Walmart Inc.
			   2701 N. Texas StreetFairfield, CA 94533",702 Sw 8th Street   Mail Stop,NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Partial,N,Private,Safety,01/04/2021,,07/04/2022,1483129.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",1483129.015
83,1469714.015,03/13/2020,950612,CA,Accident,Partial,,452111,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1469714.015,950612,03/13/2020,"Walmart Inc.
			   301 Ranch Dr.Milpitas, CA 95035","702 Sw 8th St., Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452111/Department Stores (except Discount Department Stores),Accident,Partial,N,Private,Safety,07/24/2020,,03/02/2022,1469714.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1469714.015
84,1463894.015,02/19/2020,355114,VA,Complaint,Partial,,452910,1,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1463894.015,355114,02/19/2020,"Walmart, Inc.
			   9401 Liberia Ave.Manassas, VA 20110","9401 Liberia Ave., Manassas, VA 20110",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,02/19/2020,,06/29/2020,1463894.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$7,500",$0,"$7,500",1463894.015
85,1463070.015,02/14/2020,626000,TX,Complaint,Partial,,445110,6,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1463070.015,626000,02/14/2020,"Walmart, Inc.
			   1821 South Padre Island Drive Wal-Mart Supercenter Store #470Corpus Christi, TX 78415","702 South West 8th Street, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,02/14/2020,,10/29/2020,1463070.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$3,000",$0,"$3,000",1463070.015
86,1455592.015,01/14/2020,213100,NY,Referral,Partial,,493120,3,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1455592.015,213100,01/14/2020,"Walmart Inc.
			   300 Enterprise RoadJohnstown, NY 12095","300 Enterprise Road, Johnstown, NY 12095",NonUnion,,493120/Refrigerated Warehousing and Storage,Referral,Partial,N,Private,Health,03/06/2020,P,04/27/2021,1455592.015,,,,,,,,,,Current Penalty,"$6,265",$0,$0,"$12,531",$0,"$18,796",1455592.015
87,1452616.015,12/20/2019,950633,CA,Complaint,Partial,,452111,1,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1452616.015,950633,12/20/2019,"Walmart, Inc.
			   58501 Twentynine Palms HwyYucca Valley, CA 92284","58501 Twentynine Palms Hwy, Yucca Valley, CA 92284",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/08/2020,,06/04/2020,1452616.015,,,,,,,,,,Current Penalty,$0,$0,$0,$210,$0,$210,1452616.015
88,1439633.015,10/23/2019,854910,UT,Accident,Partial,,493110,1,Walmart Distribution Center #7026,Walmart,2012-12-19,2022-12-19,CLOSED,1439633.015,854910,10/23/2019,"Walmart Distribution Center #7026
			   929 N Sr 138Grantsville, UT 84029","929 N Sr 138, Grantsville, UT 84029",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,11/05/2019,,03/13/2020,1439633.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1439633.015
89,1434925.015,10/01/2019,950615,CA,Referral,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1434925.015,950615,10/01/2019,"Walmart Inc.
			   7011 Main St.American Canyon, CA 94503","Carl Sperling  702 Sw 8th Street Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,02/07/2020,,06/18/2020,1434925.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,700",$0,"$2,700",1434925.015
90,1434692.015,09/26/2019,419400,MS,Complaint,Partial,,452910,1,Walmart Store 501,Walmart,2012-12-19,2022-12-19,CLOSED,1434692.015,419400,09/26/2019,"Walmart Store 501
			   1621 Highway 15 NLaurel, MS 39440","1621 Highway 15 N, Laurel, MS 39440",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/26/2019,,11/13/2019,1434692.015,,,,,,,,,,Current Penalty,$0,$0,$0,$542,$0,$542,1434692.015
91,1432635.015,09/18/2019,950625,CA,Accident,Partial,,445110,1,Walmart Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1432635.015,950625,09/18/2019,"Walmart Inc
			   5125 East Kings Canyon RoadFresno, CA 93727","5125 East Kings Canyon Road, Fresno, CA 93727",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Accident,Partial,N,Private,Safety,01/21/2020,,03/04/2020,1432635.015,123230.015,08/19/2019,Employee Incurs Multiple Injuies In  Fall From Stocking Cart,Ca Fresno, ,"At 6:00 a.m. on August 19, 2019, an employee was stocking items on a shelf from the steps of a stocking cart. The employee fell from the cart, striking the floo r with his head and shoulder.  The employee was hospitalized to treat head and c lavicle injuries, as well as a hematoma on the brain.","brain, brain bleed, cart, fall, fall from elevation, head, shoulder, stocking",,,Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",1432635.015
92,1461476.015,09/16/2019,950633,CA,Accident,Partial,,493110,2,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,OPEN,1461476.015,950633,09/16/2019,"Walmart, Inc.
			   11188 Citrus Ave.Fontana, CA 92337","11188 Citrus Ave., Fontana, CA 92337",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/28/2020,,,1461476.015,,,,,,,,,,Current Penalty,"$15,300",$0,"$10,000",$0,$0,"$25,300",1461476.015
93,1433863.015,09/13/2019,950633,CA,Accident,Partial,,493110,1,"Walmart Stores, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1433863.015,950633,09/13/2019,"Walmart Stores, Inc.
			   4250 Hamner Ave.Eastvale, CA 91752","4250 Hamner Ave., Eastvale, CA 91752",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,02/04/2020,,02/16/2021,1433863.015,123680.015,08/09/2019,Employee Fractures Foot When Caught Between Forklifts,Ca San Bernardino, ,"At 11:00 a.m. on August 9, 2019, Employee #1 was driving a stand-up forklift to move pallets of merchandise at a distribution center. After dropping off a load, Employee #1 began to reverse his forklift into the traffic path. He did not see another forklift coming and collided into the broadside of the other forklift. Employee #1 slowed the collision by extending his left foot outside of the stand -up forklift. Employee #1 sustained an open fracture of his left foot when his f oot became caught between the two forklifts. He was hospitalized.","backing up, caught between, collision, distribution center, foot, forklift, fracture, open fracture, pallet, powered industrial vehicle, stand-up forklift",,,Current Penalty,$0,$0,$0,$315,$0,$315,1433863.015
94,1429571.015,09/09/2019,950612,CA,Fat/Cat,Partial,,452111,1,"Walmart, Inc. Store #2119",Walmart,2012-12-19,2022-12-19,CLOSED,1429571.015,950612,09/09/2019,"Walmart, Inc. Store #2119
			   301 Ranch Dr.Milpitas, CA 95035",702 Sw 8th St. Mail Stop,NonUnion,,452111/Department Stores (except Discount Department Stores),Fat/Cat,Partial,N,Private,Safety,03/02/2020,,04/18/2022,1429571.015,119685.015,09/05/2019,Employee Is Found Unresponsive By Customer Within Store And,Ca Fremont District Office, ,"At 7:33 a.m. on September 5, 2019, an employee was cleaning the floors within a store and found unresponsive on the floor by a customer.  The employee sustained blunt force head injuries and is killed.","blunt force trauma, head, unconsciousness, unresponsive",,,Current Penalty,$0,$0,"$10,000",$0,$0,"$10,000",1429571.015
95,1425251.015,08/20/2019,950662,CA,Planned,Complete,,493110,8,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1425251.015,950662,08/20/2019,"Walmart Inc.
			   21101 Johnson Rd.Apple Valley, CA 92307","21101 Johnson Rd., Apple Valley, CA 92307",NonUnion,,493110/General Warehousing and Storage,Planned,Complete,N,Private,Safety,12/19/2019,P,06/29/2022,1425251.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$7,450",$0,"$7,450",1425251.015
96,1424705.015,08/20/2019,419400,MS,Complaint,Partial,,452910,1,Walmart Supercenter # 3060,Walmart,2012-12-19,2022-12-19,CLOSED,1424705.015,419400,08/20/2019,"Walmart Supercenter # 3060
			   2129 Grand AveYazoo City, MS 39194","702 Sw 8th St. Mail Stop 0505, Bentonville, AR 72716",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,08/20/2019,,01/10/2020,1424705.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1424705.015
97,1417541.015,07/31/2019,418600,AL,Complaint,Partial,,452990,1,Walmart Store #4407,Walmart,2012-12-19,2022-12-19,CLOSED,1417541.015,418600,07/31/2019,"Walmart Store #4407
			   10710 Chantilly PkwyMontgomery, AL 36117","10710 Chantilly Pkwy, Montgomery, AL 36117",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,08/01/2019,,02/03/2020,1417541.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1417541.015
98,1419264.015,07/30/2019,522000,OH,Referral,Partial,,493110,1,Walmart Storage And Distribution Center,Walmart,2012-12-19,2022-12-19,CLOSED,1419264.015,522000,07/30/2019,"Walmart Storage And Distribution Center
			   1400 Old Chillicothe RoadWashington Court House, OH 43160","1400 Old Chillicothe Road, Washington Court House, OH 43160",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,N,Private,Safety,07/30/2019,L,02/22/2021,1419264.015,118425.015,07/23/2019,Employee Lacerates Hip When Caught Between Piv And Rack,Cincinnati, ,"At 11:15 a.m. on July 23, 2019, an employee was operating a Reach Rider Powered Industrial Vehicle (PIV) storing material in a warehouse storage facility. The e mployee was turning around in an aisle after dropping off a pallet when she caug ht her left buttock between the rack and the PIV. The employee lacerated her lef t hip and was hospitalized.","aisle, buttocks, caught between, driver, driving, equipment operator, forklift, hip, industrial truck, laceration, material handling, off loading, powered industrial vehicle, stand-up forklift, stand-up operator, st",,,Current Penalty,"$7,500",$0,$0,$0,$0,"$7,500",1419264.015
