#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
1.0,1001,Other,296-800-22022,01/31/2019,01/03/2019,$0,$0,$0,,Z - Issued,,1369334.015
1.0,1001,Other,19040039 A02,12/19/2018,,$0,$0,$0,,Z - Issued,,1359409.015
1.0,1001,Serious,19100305 J01 I,01/14/2019,02/15/2019,"$4,000","$4,000",$0,04/01/2019,O - Administrative Law Judge Order,,1353446.015
1.0,1001,Other,17 IV A 1,01/17/2019,,$0,$500,$0,01/23/2019,F - Formal Settlement,,1352658.015
2.0,1002,Other,17 IV B 2,01/17/2019,,$0,$0,$0,01/23/2019,F - Formal Settlement,,1352658.015
1.0,01001,Other,408.10036(1),11/27/2018,,$0,$0,$0,,Z - Issued,,1351346.015
2.0,01002,Other,19100028 B01 I,11/27/2018,01/03/2019,$0,$0,$0,,Z - Issued,,1351346.015
3.0,01003A,Other,408.14007(4),11/27/2018,,$0,$0,$0,,Z - Issued,,1351346.015
4.0,01003B,Other,408.14007(7),11/27/2018,,$0,$0,$0,,Z - Issued,,1351346.015
1.0,01001A,Serious,19100178 L01 I,09/20/2018,08/03/2020,"$8,314","$8,314",$0,10/11/2018,F - Formal Settlement,,1343952.015
2.0,01001B,Serious,19100178 L03,09/20/2018,08/03/2020,$0,$0,$0,10/11/2018,F - Formal Settlement,,1343952.015
3.0,01002,Serious,19100178 N10,09/20/2018,08/03/2020,"$8,314","$8,314",$0,10/11/2018,F - Formal Settlement,,1343952.015
1.0,1001,Other,3270(B),02/11/2019,,$795,$795,$0,02/28/2019,O - Administrative Law Judge Order,Citation has been deleted.,1343963.015
2.0,1002,Other,3999(C),02/11/2019,,$175,$795,$0,02/28/2019,O - Administrative Law Judge Order,,1343963.015
1.0,1001,Other,19040039 A02,08/29/2018,,"$4,005","$6,675",$0,,I - Informal Settlement,,1342236.015
1.0,1001,Other,19100144 A03,10/26/2018,11/20/2018,$800,$400,$0,11/19/2018,F - Formal Settlement,,1341764.015
1.0,1001,Other,19100147 C04 I,11/28/2018,12/19/2018,"$9,700","$12,934",$0,12/20/2018,J - ALJ Decision,,1339904.015
2.0,1002,Other,19100178 M10,11/28/2018,12/19/2018,"$8,314","$11,086",$0,12/20/2018,J - ALJ Decision,,1339904.015
1.0,1001,Other,19040039 A02,08/08/2018,,"$9,239","$9,239",$0,,Z - Issued,,1336638.015
1.0,1001,Other,3395(I),11/16/2018,12/06/2018,$375,$375,$0,,Z - Issued,,1333504.015
1.0,1001,Other,43000004 A,01/18/2019,02/05/2019,$400,$400,$0,03/01/2019,F - Formal Settlement,,1334475.015
2.0,1002,Other,3203(B)(1),01/18/2019,02/05/2019,$400,$400,$0,03/01/2019,F - Formal Settlement,,1334475.015
3.0,1003,Other,3395(I),01/18/2019,02/05/2019,$800,$800,$0,03/01/2019,F - Formal Settlement,,1334475.015
4.0,2001,Other,3395(H),01/18/2019,01/31/2019,"$3,000","$14,400",$0,03/01/2019,F - Formal Settlement,,1334475.015
1.0,1001,Other,19100303 G01 III,10/12/2018,,$0,$0,$0,,I - Informal Settlement,,1330789.015
1.0,1001,Serious,16VAC25-60-120,10/17/2018,11/21/2018,"$2,401","$3,430",$0,,I - Informal Settlement,,1329820.015
1.0,1001,Serious,19100028 B01 I,09/11/2018,10/12/2018,"$1,750","$3,500",$0,,I - Informal Settlement,,1328370.015
1.0,1001,Other,19040039 A02,07/11/2018,07/30/2018,"$9,239","$9,239",$0,,Z - Issued,,1323026.015
1.0,1001,Other,19100212 A03 III,09/25/2018,10/01/2018,"$9,000","$12,934",$0,,I - Informal Settlement,,1323056.015
2.0,2001,Other,19040040 A,09/25/2018,10/01/2018,$0,"$1,848",$0,,I - Informal Settlement,,1323056.015
1.0,1001,Serious,19100022 A03,07/02/2018,,"$1,384","$1,845",$0,,I - Informal Settlement,,1322541.015
1.0,1001,Other,408.11433(4),09/13/2018,10/16/2018,$0,$0,$0,,Z - Issued,,1316445.015
1.0,1001,Serious,5A0001,09/28/2018,09/20/2019,"$7,000","$10,163",$0,10/29/2018,F - Formal Settlement,,1317663.015
1.0,1001,Other,342(A),09/12/2018,,"$5,000","$5,000",$0,09/26/2018,O - Administrative Law Judge Order,,1315930.015
2.0,1002,Other,3203(A)(6),09/12/2018,10/17/2018,$935,"$1,200",$0,09/26/2018,O - Administrative Law Judge Order,,1315930.015
3.0,2001,Serious,3273(A),09/12/2018,10/17/2018,"$9,000","$18,000",$0,09/26/2018,O - Administrative Law Judge Order,,1315930.015
1.0,1001,Repeat,342(A),09/14/2018,10/19/2018,"$10,000","$10,000",$0,,Z - Issued,,1313974.015
2.0,1002,Other,3273(A),09/14/2018,10/19/2018,$750,$750,$0,,Z - Issued,,1313974.015
3.0,1003,Other,3380(F),09/14/2018,10/19/2018,$750,$750,$0,,Z - Issued,,1313974.015
1.0,1001,Other,19100151 C,05/07/2018,06/11/2018,$900,$900,$0,05/29/2018,F - Formal Settlement,,1310947.015
1.0,1001,Other,19100022 A03,07/17/2018,08/08/2018,$0,$0,$0,,Z - Issued,,1308146.015
1.0,1001,Serious,5A0001,04/19/2018,05/17/2018,"$6,467","$12,934",$0,,I - Informal Settlement,,1300956.015
2.0,1002,Other,19100305 B01 II,04/19/2018,,"$5,082","$10,163",$0,,I - Informal Settlement,,1300956.015
3.0,1003,Serious,19101200 G08,04/19/2018,05/17/2018,"$8,130","$8,130",$0,,I - Informal Settlement,Citation has been deleted.,1300956.015
4.0,2001,Other,19101200 F06,04/19/2018,,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1300956.015
1.0,1001,Other,296-876-15005(3),03/19/2018,03/29/2018,$0,$0,$0,,Z - Issued,,1292351.015
2.0,1002,Other,296-800-13020(2),03/19/2018,03/29/2018,$0,$0,$0,,Z - Issued,,1292351.015
1.0,1001,Serious,408.18151(2),12/21/2017,01/31/2018,"$1,920","$3,200",$0,02/06/2018,F - Formal Settlement,,1283778.015
1.0,1001,Other,19100253 B02 IV,01/17/2018,,"$5,874","$5,874",$0,,I - Informal Settlement,,1283589.015
1.0,1001,Other,3203(B)(2),03/15/2018,04/19/2018,$425,$425,$0,,Z - Issued,,1281158.015
2.0,2001,Serious,4353(G),03/15/2018,03/27/2018,"$15,300","$15,300",$0,,Z - Issued,,1281158.015
1.0,1001,Other,296-800-31025(1),12/15/2017,11/13/2017,$0,$0,$0,,Z - Issued,,1276965.015
1.0,1001,Serious,19100145 F07,03/13/2018,,"$3,500","$7,391",$0,04/09/2018,F - Formal Settlement,,1273213.015
1.0,01001A,Other,19100022 A03,09/13/2017,10/10/2017,"$3,000","$5,975",$0,,I - Informal Settlement,,1259424.015
2.0,01001B,Serious,19100022 D01,09/13/2017,10/10/2017,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1259424.015
1.0,1001,Other,19100037 B04,10/19/2017,11/13/2017,$0,$0,$0,,Z - Issued,,1253084.015
1.0,1001,Serious,19100022 A03,08/15/2017,,"$6,542","$6,542",$0,,Z - Issued,,1251641.015
1.0,1001,Serious,19100028 B01 I,06/28/2017,07/11/2017,"$9,054","$9,054",$0,,Z - Issued,,1241743.015
1.0,1001,Other,3650(T),10/05/2017,11/22/2017,$400,$400,$0,,Z - Issued,,1236205.015
1.0,01001,Serious,19100176 A,09/26/2017,10/30/2017,"$7,243","$7,243",$0,10/17/2017,F - Formal Settlement,Citation has been deleted.,1233977.015
2.0,01002A,Other,19100244 A01 II,09/26/2017,10/10/2017,"$5,795","$7,243",$0,10/17/2017,F - Formal Settlement,,1233977.015
3.0,01002B,Other,19100244 A02 VI,09/26/2017,10/10/2017,$0,$0,$0,10/17/2017,F - Formal Settlement,,1233977.015
1.0,1001,Other,19100022 A03,08/31/2017,09/27/2017,"$3,809","$5,079",$0,,I - Informal Settlement,,1228790.015
1.0,1001,Serious,NEVADA REVISED STATUTES 618.375(1,07/20/2017,08/01/2017,"$2,400","$2,400",$0,,Z - Issued,,1224611.015
1.0,1001,Other,3380(F)(1),09/13/2017,,$700,$700,$0,10/16/2017,F - Formal Settlement,Citation has been deleted.,1218260.015
2.0,1002,Other,5141(A),09/13/2017,,$935,$935,$0,10/16/2017,F - Formal Settlement,,1218260.015
3.0,1003,Other,5194(H)(1),09/13/2017,,$0,$700,$0,10/16/2017,F - Formal Settlement,,1218260.015
1.0,1001,Serious,19100132 D01,08/01/2017,09/28/2017,"$9,054","$9,054",$0,,I - Informal Settlement,,1212981.015
2.0,2001,Serious,19100176 B,08/01/2017,09/28/2017,"$12,675","$45,270",$0,,I - Informal Settlement,,1212981.015
1.0,1001,Other,19100242 A,06/21/2017,07/03/2017,"$6,338","$12,675",$0,,I - Informal Settlement,,1209170.015
2.0,1002,Other,19100305 G02 III,06/21/2017,,"$6,338","$12,675",$0,,I - Informal Settlement,,1209170.015
1.0,1001,Serious,OAR 437-002-0041(4)(J),01/23/2017,11/30/2016,$270,$270,$0,,Z - Issued,,1200030.015
1.0,1001,Other,19100023 A07,03/01/2017,03/27/2017,"$6,464","$9,234",$0,,I - Informal Settlement,,1189098.015
1.0,1001,Serious,5A0001,01/31/2017,02/17/2017,"$2,250","$4,500",$0,,I - Informal Settlement,,1177827.015
1.0,01001A,Other,19100157 E01,12/07/2016,01/04/2017,$0,"$5,000",$0,,I - Informal Settlement,,1174044.015
2.0,01001B,Other,19100157 E02,12/07/2016,01/04/2017,$0,$0,$0,,I - Informal Settlement,,1174044.015
1.0,1001,Other,16VAC25-60-120,11/08/2016,12/14/2016,$0,$0,$0,,Z - Issued,,1171927.015
1.0,1001,Other,19100303 G02 I,09/20/2016,10/17/2016,$0,$0,$0,,Z - Issued,,1171761.015
1.0,1001,Other,342(A),12/19/2016,,"$5,000","$5,000",$0,,Z - Issued,,1170363.015
1.0,1001,Other,3320,01/18/2017,02/22/2017,$0,$560,$0,03/22/2017,O - Administrative Law Judge Order,,1165955.015
2.0,2001,Other,3276(E)(15)(B),01/18/2017,01/30/2017,"$11,500","$18,000",$0,03/22/2017,O - Administrative Law Judge Order,,1165955.015
1.0,1001,Serious,19101200 H01,09/22/2016,11/09/2016,"$10,689","$10,689",$0,,Z - Issued,,1165793.015
1.0,1001,Other,3203(A)(4),07/28/2016,,$280,$280,$0,,Z - Issued,,1163920.015
1.0,1001,Serious,16VAC25-60-120,08/04/2016,09/02/2016,"$1,980","$2,475",$0,,I - Informal Settlement,,1147026.015
2.0,1002,Other,19100024 F,08/04/2016,09/02/2016,$780,"$4,275",$0,,I - Informal Settlement,,1147026.015
3.0,1003,Serious,19100157 C01,08/04/2016,,"$4,275","$4,275",$0,,I - Informal Settlement,Citation has been deleted.,1147026.015
4.0,2001,Other,19100023 E01,08/04/2016,09/02/2016,$0,$0,$0,,I - Informal Settlement,,1147026.015
5.0,2002,Other,19101200 F06,08/04/2016,09/02/2016,$0,$0,$0,,I - Informal Settlement,,1147026.015
1.0,1001,Other,22.8(1)(1)(SEC2),10/04/2016,08/17/2017,"$7,000","$7,000",$0,10/28/2016,J - ALJ Decision,,1139583.015
1.0,1001,Serious,19100157 C01,04/14/2016,,"$2,550","$2,550",$0,,I - Informal Settlement,Citation has been deleted.,1135681.015
2.0,1002,Serious,19100303 B02,04/14/2016,,"$2,720","$3,400",$0,,I - Informal Settlement,,1135681.015
3.0,2001,Other,19100036 G02,04/14/2016,,$0,$0,$0,,I - Informal Settlement,,1135681.015
4.0,2002,Other,19100159 C10,04/14/2016,,$0,$0,$0,,I - Informal Settlement,,1135681.015
5.0,2003,Other,19100303 G01 I,04/14/2016,,$0,$0,$0,,I - Informal Settlement,,1135681.015
1.0,1001,Other,19040032 B06,04/01/2016,,$750,"$1,000",$0,,I - Informal Settlement,,1132237.015
2.0,1002,Other,19040040 A,04/01/2016,,$750,"$1,000",$0,,I - Informal Settlement,,1132237.015
1.0,1001,Other,3382(A),04/26/2016,05/06/2016,$560,$560,$0,,Z - Issued,,1131495.015
1.0,1001,Other,19100176 B,06/22/2016,,"$2,300","$3,300",$0,,I - Informal Settlement,,1126228.015
1.0,1001,Other,3272(B),03/28/2016,05/13/2016,$600,$600,$0,,Z - Issued,,1117055.015
1.0,1001,Serious,19100212 A01,06/28/2016,07/25/2016,"$7,000","$7,000",$0,07/25/2016,F - Formal Settlement,,1115308.015
1.0,1001,Serious,19100304 A02,04/11/2016,,"$2,125","$4,250",$0,,I - Informal Settlement,,1115436.015
1.0,1001,Serious,19100022 B01,06/06/2016,06/23/2016,"$2,860","$4,400",$0,,I - Informal Settlement,,1113704.015
1.0,1001,Other,19100022 A01,01/28/2016,,$0,$0,$0,,Z - Issued,,1113134.015
1.0,1001,Serious,19100176 B,12/11/2015,12/21/2015,"$2,890","$3,400",$0,,I - Informal Settlement,,1110254.015
1.0,1001,Other,19040039 A02,11/04/2015,12/02/2015,$600,"$1,000",$0,,I - Informal Settlement,,1100683.015
1.0,1001,Other,19101200 H01,11/23/2015,11/30/2015,$0,$0,$0,,Z - Issued,,1097402.015
1.0,1001,Serious,19100023 C01,10/15/2015,01/16/2017,"$7,000","$7,000",$0,,Z - Issued,,1094176.015
2.0,2001,Other,19040039 A03,10/15/2015,01/16/2017,"$1,000","$1,000",$0,,Z - Issued,,1094176.015
1.0,1001,Other,3241(C),09/09/2015,10/21/2015,$0,"$1,875",$0,09/23/2015,F - Formal Settlement,,1086622.015
2.0,1002,Other,3273(B),09/09/2015,10/21/2015,"$1,125","$1,125",$0,09/23/2015,F - Formal Settlement,,1086622.015
3.0,1003,Other,3272(C),09/09/2015,10/21/2015,$90,$900,$0,09/23/2015,F - Formal Settlement,,1086622.015
4.0,1004,Other,24050002 G,09/09/2015,,$900,$900,$0,09/23/2015,D - Govt Dismissed,,1086622.015
1.0,1001,Other,19101200 H01,09/30/2015,10/27/2015,$0,$0,$0,,Z - Issued,,1086264.015
1.0,1001,Other,3328(D),09/23/2015,11/09/2015,$280,$280,$0,,Z - Issued,,1083571.015
1.0,1001,Serious,19100022 A02,01/19/2016,02/12/2016,"$1,125","$1,125",$0,01/25/2016,C - Contested,,1079395.015
1.0,1001,Other,19040039 A02,11/18/2015,12/15/2015,"$2,000","$2,000",$0,,I - Informal Settlement,,1077695.015
1.0,1001,Other,19100305 B02,12/16/2015,,$0,$0,$0,,Z - Issued,,1076433.015
1.0,1001,Other,3249(B),10/29/2015,,$375,$375,$0,11/23/2015,F - Formal Settlement,,1073362.015
2.0,1002,Other,3387,10/29/2015,11/17/2015,$375,$375,$0,11/23/2015,F - Formal Settlement,Citation has been deleted.,1073362.015
1.0,01001A,Other,19100147 C04 II B,08/07/2015,08/26/2015,"$7,000","$7,000",$0,,I - Informal Settlement,,1059076.015
2.0,01001B,Other,19100147 D03,08/07/2015,08/26/2015,$0,$0,$0,,I - Informal Settlement,,1059076.015
3.0,02001,Other,19040039 A02,08/07/2015,08/19/2015,$0,"$1,000",$0,,I - Informal Settlement,,1059076.015
1.0,1001,Serious,296-800-11030,06/30/2015,07/18/2015,"$1,250","$1,250",$0,07/31/2015,C - Contested,,1057453.015
1.0,1001,Other,19100037 B02,04/13/2015,05/07/2015,$0,$0,$0,,Z - Issued,,1049804.015
1.0,1001,Other,19100119 J05,07/14/2015,08/16/2015,"$3,750","$5,000",$0,,I - Informal Settlement,,1047346.015
1.0,1001,Other,19100212 B,06/15/2015,07/18/2015,"$3,500","$7,000",$0,07/10/2015,F - Formal Settlement,,1045375.015
1.0,1001,Other,6 A,05/04/2015,05/28/2015,$0,"$1,350",$0,,I - Informal Settlement,,1040560.015
2.0,1002,Serious,19100138 A,05/04/2015,05/14/2015,"$1,890","$3,150",$0,,I - Informal Settlement,,1040560.015
3.0,1003,Serious,19100212 A03 II,05/04/2015,05/14/2015,"$2,700","$4,500",$0,,I - Informal Settlement,,1040560.015
4.0,1004,Serious,19100212 A03 III,05/04/2015,05/08/2015,"$2,700","$4,500",$0,,I - Informal Settlement,,1040560.015
5.0,1005,Serious,19100305 G02 III,05/04/2015,05/14/2015,"$1,080","$1,800",$0,,I - Informal Settlement,,1040560.015
6.0,2001,Other,19100132 D01,05/04/2015,05/28/2015,$0,$900,$0,,I - Informal Settlement,,1040560.015
7.0,2002,Other,19100132 D02,05/04/2015,05/28/2015,$0,$0,$0,,I - Informal Settlement,,1040560.015
1.0,1001,Other,3203(A)(4),07/17/2015,08/05/2015,$375,$375,$0,,Z - Issued,,1031929.015
2.0,1002,Other,6151(C)(1),07/17/2015,07/29/2015,$180,$180,$0,,Z - Issued,,1031929.015
3.0,1003,Other,3203(B)(2),07/17/2015,08/21/2015,$375,$375,$0,,Z - Issued,,1031929.015
4.0,2001,Serious,3276(E)(15)(B),07/17/2015,08/12/2015,"$18,000","$18,000",$0,,Z - Issued,,1031929.015
1.0,1001,Serious,19100305 B01 II,03/23/2015,04/09/2015,"$2,250","$4,250",$0,,I - Informal Settlement,,1026307.015
1.0,1001,Other,3380(F)(1),03/05/2015,04/22/2015,$560,$560,$0,05/05/2015,F - Formal Settlement,Citation has been deleted.,1022228.015
2.0,2001,Other,3384(A),03/05/2015,,"$2,000","$5,063",$0,05/06/2015,F - Formal Settlement,,1022228.015
1.0,1001,Other,19100022 A01,03/13/2015,03/17/2015,"$1,350","$1,350",$0,,-,,317943330.0
1.0,1001,Other,6 A,01/29/2015,02/04/2015,$0,"$1,275",$0,02/23/2015,F - Formal Settlement,,1013429.015
2.0,1002,Other,19100036 G02,01/29/2015,02/04/2015,$0,"$1,125",$0,02/23/2015,F - Formal Settlement,,1013429.015
1.0,1001,Other,408.10015(1),01/23/2015,,$0,$0,$0,,Z - Issued,,1011224.015
1.0,1001,Other,5A0001,01/06/2015,01/12/2015,"$7,000","$7,000",$0,,I - Informal Settlement,,1012577.015
1.0,1001,Other,19100037 A02,12/30/2014,02/04/2015,"$3,200","$4,000",$0,,I - Informal Settlement,,1012605.015
1.0,1001,Serious,19100176 B,12/11/2014,,"$5,600","$7,000",$0,,I - Informal Settlement,,1011042.015
1.0,1001,Other,19100178 Q07,01/26/2015,02/17/2015,$0,$0,$0,,Z - Issued,,1005410.015
1.0,1001,Serious,19100305 B02 I,11/07/2014,,"$2,100","$3,000",$0,,I - Informal Settlement,,1001394.015
2.0,2001,Other,19100037 A04,11/07/2014,11/14/2014,$0,$0,$0,,I - Informal Settlement,,1001394.015
1.0,1001,Other,19100303 G01,10/31/2014,,$0,$0,$0,,Z - Issued,,996999.015
1.0,1001,Serious,19100178 H02,11/05/2014,,"$7,000","$3,300",$0,12/02/2014,J - ALJ Decision,,996174.015
2.0,2001,Serious,19100305 G02 III,11/05/2014,,"$7,000","$33,000",$0,12/02/2014,J - ALJ Decision,,996174.015
1.0,1001,Other,19100305 G02 III,01/15/2015,02/04/2015,$0,$0,$0,,Z - Issued,,995484.015
1.0,1001,Other,19100178 L04 I,09/30/2014,10/27/2014,"$4,900","$7,000",$0,,I - Informal Settlement,,990144.015
1.0,01001A,Other,19100244 A01 II,12/15/2014,01/12/2015,"$4,000","$4,000",$0,,I - Informal Settlement,,984462.015
2.0,01001B,Other,19100244 A02 VI A,12/15/2014,01/12/2015,$0,$0,$0,,I - Informal Settlement,,984462.015
3.0,01002,Other,19100305 B01 II,12/15/2014,01/12/2015,"$2,000","$4,000",$0,,I - Informal Settlement,,984462.015
1.0,1001,Other,3273 A,09/09/2014,09/12/2014,$420,$420,$0,,-,,317205078.0
1.0,01001A,Other,19100303 B01 II,07/03/2014,07/10/2014,$0,$0,$0,,Z - Issued,,982473.015
2.0,01001B,Other,19100305 A02 IX,07/03/2014,07/10/2014,$0,$0,$0,,Z - Issued,,982473.015
3.0,02001,Other,19100037 B06,07/03/2014,07/14/2014,$0,$0,$0,,Z - Issued,,982473.015
4.0,02002,Other,19100157 C01,07/03/2014,07/14/2014,$0,$0,$0,07/17/2014,F - Formal Settlement,Citation has been deleted.,982473.015
1.0,1001,Serious,19100305 B02,07/01/2014,07/12/2014,"$2,000","$3,000",$0,07/17/2014,F - Formal Settlement,,982470.015
2.0,2001,Other,19100157 C01,07/01/2014,07/08/2014,$0,$0,$0,07/17/2014,F - Formal Settlement,Citation has been deleted.,982470.015
1.0,1001,Serious,19100036 G02,11/10/2014,11/13/2014,"$1,500","$1,500",$0,,-,,317525467.0
2.0,1002,Serious,19100176 B,11/10/2014,11/13/2014,"$1,500","$1,500",$0,,-,,317525467.0
1.0,1001,Repeat,19100037 A03,08/28/2014,09/10/2014,"$13,750","$27,500",$0,,I - Informal Settlement,,978119.015
1.0,1001,Other,3395 F01,10/09/2014,11/11/2014,$0,$420,$0,11/04/2014,F - Formal Settlement,,316673888.0
1.0,1002,Other,19100305 G01 IV C,08/05/2014,,"$2,380","$3,400",$0,,I - Informal Settlement,,966978.015
1.0,1001,Serious,19100022 A01,07/09/2014,07/19/2014,"$7,500","$15,000",$0,,I - Informal Settlement,,965379.015
1.0,1001,Serious,80011030,05/21/2014,03/19/2014,$280,$280,$0,,-,,316993864.0
1.0,1001,Serious,19100022 A01,09/05/2014,09/29/2014,"$3,400","$3,400",$0,,I - Informal Settlement,Citation has been deleted.,962378.015
2.0,1002,Other,19100022 A02,09/05/2014,09/29/2014,$0,"$3,400",$0,,I - Informal Settlement,,962378.015
3.0,1003,Other,19100037 A03,09/05/2014,09/29/2014,"$1,700","$3,400",$0,,I - Informal Settlement,,962378.015
4.0,1004,Other,19100037 B02,09/05/2014,09/29/2014,"$1,275","$2,550",$0,,I - Informal Settlement,,962378.015
5.0,2001,Other,19100037 B04,09/05/2014,09/29/2014,$425,$850,$0,,I - Informal Settlement,,962378.015
6.0,2002,Other,19100037 B06,09/05/2014,09/29/2014,$0,$0,$0,,I - Informal Settlement,,962378.015
7.0,2003,Other,19100145 C03,09/05/2014,09/29/2014,$0,$0,$0,,I - Informal Settlement,,962378.015
1.0,01001A,Serious,19100133 A01,04/21/2014,05/09/2014,"$1,260","$1,575",$0,,I - Informal Settlement,,317599496.0
2.0,01001B,Serious,19100132 F04,04/21/2014,05/09/2014,$0,$0,$0,,-,,317599496.0
1.0,1001,Other,19100212 A01,04/08/2014,04/12/2014,"$2,000","$3,000",$0,,I - Informal Settlement,,957918.015
1.0,1001,Other,19100132 A,03/10/2014,03/18/2014,$0,$0,$0,,-,,317528206.0
2.0,1002,Other,19100303 B02,03/10/2014,03/18/2014,$0,$0,$0,,-,,317528206.0
1.0,1001,Serious,19100176 B,08/15/2014,09/18/2014,$900,$900,$0,,I - Informal Settlement,,317428811.0
2.0,1002,Serious,2200080101,08/15/2014,09/18/2014,$0,$900,$0,,I - Informal Settlement,Citation has been deleted.,317428811.0
1.0,1001,Serious,19100178 P01,03/06/2014,,"$7,000","$7,000",$0,,Z - Issued,,952351.015
1.0,1001,Other,19100036 G02,12/11/2013,12/17/2013,$0,"$1,125",$0,01/10/2014,J - ALJ Decision,,313751091.0
2.0,1002,Other,19100176 B,12/11/2013,12/17/2013,$0,"$1,125",$0,01/10/2014,J - ALJ Decision,,313751091.0
1.0,1001,Other,19100036 G02,12/10/2013,12/16/2013,$0,$975,$0,01/10/2014,J - ALJ Decision,Citation has been deleted.,313751083.0
2.0,1002,Other,19100176 B,12/10/2013,12/16/2013,$0,$975,$0,01/10/2014,J - ALJ Decision,,313751083.0
1.0,1001,Other,19100157 C01,12/06/2013,12/11/2013,$0,$0,$0,,-,,315710384.0
2.0,1002,Other,19100157 E03,12/06/2013,12/11/2013,$0,$0,$0,,-,,315710384.0
1.0,1001,Other,19100176 B,12/11/2013,12/17/2013,$500,"$1,125",$0,01/10/2014,J - ALJ Decision,,313751034.0
2.0,2001,Other,19100036 G02,12/11/2013,12/17/2013,$0,$0,$0,01/10/2014,J - ALJ Decision,Citation has been deleted.,313751034.0
1.0,1001,Serious,19100022 A01,09/30/2013,10/25/2013,"$3,150","$4,500",$0,,I - Informal Settlement,,941781.015
2.0,1002,Serious,19100022 B01,09/30/2013,10/25/2013,$0,"$3,750",$0,,I - Informal Settlement,,941781.015
1.0,1001,Other,19100151 C,09/03/2013,09/27/2013,$0,$0,$0,,-,,317170108.0
1.0,1001,Serious,80014025,10/21/2013,08/26/2013,$0,"$2,000",$0,10/31/2013,F - Formal Settlement,Citation has been deleted.,316868322.0
2.0,1002,Other,8002601001,10/21/2013,08/26/2013,"$2,000","$2,000",$0,10/31/2013,F - Formal Settlement,,316868322.0
3.0,1003,Serious,87640030,10/21/2013,08/26/2013,$0,"$2,000",$0,10/31/2013,F - Formal Settlement,Citation has been deleted.,316868322.0
1.0,1001,Serious,618037501,09/03/2013,10/18/2013,"$3,570","$5,100",$0,,I - Informal Settlement,,317224632.0
1.0,1001,Serious,19100178 L01 I,08/21/2013,10/08/2013,"$3,000","$4,000",$0,,I - Informal Settlement,,924610.015
1.0,1001,Serious,19100178 P01,10/16/2013,11/16/2013,"$5,000","$12,500",$0,11/08/2013,J - ALJ Decision,,317058386.0
2.0,1002,Repeat,19100178 Q07,10/16/2013,11/16/2013,"$2,500","$2,500",$0,11/08/2013,J - ALJ Decision,Citation has been deleted.,317058386.0
1.0,01001,Other,4081043305,09/26/2013,10/01/2013,$0,"$1,600",$0,,A - Amendment,,311997944.0
2.0,01002,Serious,19100305 B01,09/26/2013,10/01/2013,$800,"$2,000",$0,,I - Informal Settlement,,311997944.0
3.0,02001,Other,40801014 C,09/26/2013,10/01/2013,$0,$0,$0,,-,,311997944.0
4.0,02002,Other,19100303 B02,09/26/2013,10/01/2013,$0,$0,$0,,-,,311997944.0
5.0,02003A,Other,19100305 B02 I,09/26/2013,09/26/2013,$0,$0,$0,,-,,311997944.0
6.0,02003B,Other,19100305 C04,09/26/2013,09/26/2013,$0,$0,$0,,-,,311997944.0
7.0,02003C,Other,19100305 E02,09/26/2013,10/01/2013,$0,$0,$0,,-,,311997944.0
8.0,02004,Other,4081400704,09/26/2013,10/01/2013,$0,$0,$0,,-,,311997944.0
9.0,02005,Other,19100169 B03 IV,09/26/2013,10/01/2013,$0,$0,$0,,-,,311997944.0
1.0,01001,Other,19100036 G02,12/13/2013,01/30/2014,"$2,000","$4,000",$0,01/08/2014,F - Formal Settlement,,916197.015
2.0,01002,Serious,19100136 A,12/13/2013,01/30/2014,"$3,000","$3,000",$0,01/08/2014,F - Formal Settlement,Citation has been deleted.,916197.015
3.0,01003A,Other,19100176 B,12/13/2013,01/30/2014,"$3,000","$3,000",$0,01/08/2014,F - Formal Settlement,,916197.015
4.0,01003B,Other,19100176 C,12/13/2013,01/30/2014,$0,$0,$0,01/08/2014,F - Formal Settlement,,916197.015
5.0,02001,Other,19100157 C01,12/13/2013,01/30/2014,$0,$0,$0,01/08/2014,F - Formal Settlement,,916197.015
1.0,1001,Other,19040039 A,11/14/2013,11/19/2013,$500,"$5,000",$0,,I - Informal Settlement,,317167542.0
1.0,1001,Other,19100212 A05,07/30/2013,08/23/2013,"$2,200","$4,000",$0,,I - Informal Settlement,,913231.015
2.0,1002,Other,19100303 G01,07/30/2013,08/23/2013,"$2,200","$3,000",$0,,I - Informal Settlement,,913231.015
3.0,1003,Other,19100334 A03 I,07/30/2013,08/23/2013,"$2,200","$4,000",$0,,I - Informal Settlement,,913231.015
1.0,1001,Serious,19100036 G02,06/13/2013,06/17/2013,$625,"$1,250",$0,,I - Informal Settlement,,317004091.0
1.0,1001,Serious,19100037 A04,05/01/2013,05/09/2013,"$4,500","$4,500",$0,,-,,316774884.0
2.0,2001,Other,19040002 B02,05/01/2013,05/27/2013,$0,$0,$0,,-,,316774884.0
1.0,1001,Other,618037801,03/25/2013,03/28/2013,"$1,000","$1,000",$0,,-,,316867464.0
1.0,1001,Serious,19100132 E,03/26/2013,04/28/2013,"$6,600","$6,600",$0,04/17/2013,F - Formal Settlement,,895559.015
