Unnamed: 0,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
130,1487770.015,08/13/2020,950647,CA,Complaint,Partial,,493110,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1487770.015,950647,08/13/2020,"Dollar General Corporation
			   4193 Industrial Parkway Dr.Lebec, CA 93243","4193 Industrial Parkway Dr., Lebec, CA 93243",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Health,01/20/2021,,04/19/2021,1487770.015,,,,,,,,,Initial Penalty,"$22,500",$0,$0,$0,$0,"$22,500",1487770.015
131,1487012.015,08/05/2020,452110,KY,Fat/Cat,Partial,4225.0,493110,12,62950 - Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1487012.015,452110,08/05/2020,"62950 - Dollar General Corporation
			   427 Beech StScottsville, KY 42164","427 Beech St, Scottsville, KY 42164",NonUnion,4225.0,493110/General Warehousing and Storage,Fat/Cat,Partial,N,Private,Safety,11/03/2020,,04/26/2021,1487012.015,128383.015,08/04/2020,Maintenance Worker Is Electrocuted While Working On Conveyor,Kentucky, ,"On August 4, 2020, an employee was working for a chain of discount variety store s that sold inexpensive items. He was working as a maintenance technician in a w arehouse or distribution center. He and two coworkers, also maintenance technici ans, were repairing a motorized mobile conveyor belt. The employee was working i n an electrical enclosure attached to the infeed end of the conveyor. The store' s management indicated that the source of electric power inside the panel had be en deenergized. The disconnect switch, though, was not locked out. A coworker di scovered the employee in a kneeling position in front of the electrical enclosur e. The employee had suffered trauma to the back of his head. He was unresponsive and had blood on the back of his head. Several first responders performed CPR, but all efforts failed. The employee was declared dead at a local hospital.","conveyor belt, electric shock, electrical box, electrical work, electrical panel, electrocuted, emergency response, head, lockout, loss of blood, loss of consciousness, maintenance, traumatic, unconsciousness, unre",,Initial Penalty,"$57,600",$0,$0,$0,$0,"$57,600",1487012.015
132,1483184.015,03/19/2020,214500,NJ,Complaint,Partial,,445110,2,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1483184.015,214500,03/19/2020,"Dollar General
			   11 River Rd #35North Arlington, NJ 07031","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,03/20/2020,,12/08/2020,1483184.015,,,,,,,,,Initial Penalty,$0,$0,"$169,642",$0,$0,"$169,642",1483184.015
133,1469985.015,03/17/2020,454712,TN,Complaint,Partial,,452990,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1469985.015,454712,03/17/2020,"Dollar General Corporation
			   3234 Blackwood DriveNashville, TN 37214","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/17/2020,,05/06/2020,1469985.015,,,,,,,,,Initial Penalty,$0,$0,$0,$200,$0,$200,1469985.015
134,1467642.015,03/09/2020,316700,PA,Complaint,Partial,,452112,3,Dollar General #04316,Dollar General,2012-12-19,2022-12-19,CLOSED,1467642.015,316700,03/09/2020,"Dollar General #04316
			   960 Lancaster AvenueColumbia, PA 17512","960 Lancaster Avenue, Columbia, PA 17512",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,03/09/2020,,05/16/2020,1467642.015,,,,,,,,,Initial Penalty,"$26,988",$0,"$4,242",$0,$0,"$31,230",1467642.015
135,1461290.015,02/06/2020,419400,MS,Complaint,Partial,,452990,3,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1461290.015,419400,02/06/2020,"Dollar General Corporation
			   1415 Ellis Ave.Jackson, MS 39212","100 Mission Road, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,02/06/2020,,09/02/2020,1461290.015,,,,,,,,,Initial Penalty,$0,$0,"$240,962",$0,$0,"$240,962",1461290.015
136,1459326.015,01/28/2020,419400,MS,Complaint,Partial,,452990,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1459326.015,419400,01/28/2020,"Dollar General Corporation
			   6 Highway 533Soso, MS 39480","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/31/2020,,06/24/2020,1459326.015,,,,,,,,,Initial Penalty,$0,$0,"$63,613",$0,$0,"$63,613",1459326.015
137,1455352.015,01/13/2020,418300,AL,Complaint,Partial,,493110,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1455352.015,418300,01/13/2020,"Dollar General Corporation
			   4101 Lakeshore ParkwayBessemer, AL 35022",100 Mission Ridge Attn,NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,06/15/2020,L,07/30/2020,1455352.015,,,,,,,,,Initial Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1455352.015
138,1455290.015,01/10/2020,950624,CA,Complaint,Partial,,452990,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1455290.015,950624,01/10/2020,"Dollar General
			   9840 N Stephens StDelhi, CA 95315","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,02/12/2020,,05/27/2020,1455290.015,,,,,,,,,Initial Penalty,$0,$0,$0,$700,$0,$700,1455290.015
139,1453100.015,12/20/2019,419400,MS,Referral,Partial,,493190,1,Dollar General Distribution Center,Dollar General,2012-12-19,2022-12-19,CLOSED,1453100.015,419400,12/20/2019,"Dollar General Distribution Center
			   914 Us 82Indianola, MS 38751","914 Us 82, Indianola, MS 38751",NonUnion,,493190/Other Warehousing and Storage,Referral,Partial,N,Private,Safety,03/31/2020,P,04/09/2020,1453100.015,,,,,,,,,Initial Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1453100.015
140,1451004.015,12/12/2019,453710,NC,Complaint,Partial,5331.0,452990,2,144287 - Dolgencorp Llc Dba Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1451004.015,453710,12/12/2019,"144287 - Dolgencorp Llc Dba Dollar General
			   110 Rebecca Dr, #7Hillsborough, NC 27278","110 Rebecca Dr, #7, Hillsborough, NC 27278",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,12/12/2019,,04/21/2020,1451004.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1451004.015
148,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-19,2022-12-19,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$18,024",$0,$0,"$26,506",1450479.015
156,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-19,2022-12-19,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
164,1436276.015,10/01/2019,524500,IL,Complaint,Partial,,452112,2,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-19,2022-12-19,CLOSED,1436276.015,524500,10/01/2019,"Dg Retail, Llc Dba Dollar General
			   905 4th Street WestMilan, IL 61264",Attn,NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,10/01/2019,,04/20/2020,1436276.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$63,613",$0,$0,"$72,095",1436276.015
172,1427131.015,08/27/2019,551800,IN,Planned,Partial,5331.0,452990,1,110237 - Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1427131.015,551800,08/27/2019,"110237 - Dollar General Corporation
			   1100 South Adams StreetVersailles, IN 47042","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Planned,Partial,N,Private,Safety,10/03/2019,,10/23/2019,1427131.015,,,,,,,,,Initial Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1427131.015
173,1422645.015,08/15/2019,729300,MO,Complaint,Partial,,452112,2,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1422645.015,729300,08/15/2019,"Dollar General
			   110 W. Highway 162Clarkton, MO 63837","110 W. Highway 162, Clarkton, MO 63837",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/15/2019,,10/31/2019,1422645.015,,,,,,,,,Initial Penalty,"$9,472",$0,"$132,598",$0,$0,"$142,070",1422645.015
174,1421761.015,08/07/2019,452110,KY,Complaint,Partial,4225.0,493110,1,61052 - Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1421761.015,452110,08/07/2019,"61052 - Dollar General Corporation
			   427 Beech StScottsville, KY 42164","427 Beech St, Scottsville, KY 42164",NonUnion,4225.0,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,08/07/2019,,12/21/2020,1421761.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1421761.015
175,1417285.015,07/19/2019,950621,CA,Complaint,Partial,,446110,1,Dollar General Store #14306,Dollar General,2012-12-19,2022-12-19,CLOSED,1417285.015,950621,07/19/2019,"Dollar General Store #14306
			   400 Harris AveSacramento, CA 95838","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,446110/Pharmacies and Drug Stores,Complaint,Partial,N,Private,Safety,10/30/2019,,10/26/2020,1417285.015,,,,,,,,,Initial Penalty,$0,$0,$0,$560,$0,$560,1417285.015
176,1403214.015,05/24/2019,317500,PA,Complaint,Partial,,452990,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1403214.015,317500,05/24/2019,"Dollar General
			   1811 Main StreetSharpsburg, PA 15215","1811 Main Street, Sharpsburg, PA 15215",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,05/24/2019,,06/10/2019,1403214.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1403214.015
177,1395846.015,04/22/2019,419400,MS,Complaint,Partial,,452112,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1395846.015,419400,04/22/2019,"Dollar General Corporation
			   21290 Hwy 603Kiln, MS 39556","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,04/22/2019,,05/28/2019,1395846.015,,,,,,,,,Initial Penalty,$0,$0,$0,"$2,085",$0,"$2,085",1395846.015
178,1390605.015,04/04/2019,454722,TN,Complaint,Partial,,452990,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1390605.015,454722,04/04/2019,"Dollar General Corporation
			   2241 South Main StreetTennessee Ridge, TN 37178","2241 South Main Street, Tennessee Ridge, TN 37178",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,04/04/2019,,06/06/2019,1390605.015,,,,,,,,,Initial Penalty,$0,$0,$0,$700,$0,$700,1390605.015
179,1381030.015,02/26/2019,454712,TN,Complaint,Partial,,452990,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1381030.015,454712,02/26/2019,"Dollar General Corporation
			   4520 Tn-49 West Store# 12491Vanleer, TN 37181",100 Mission Ridge Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/26/2019,,06/04/2019,1381030.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1381030.015
180,1375565.015,01/30/2019,454723,TN,Complaint,Partial,,445110,3,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1375565.015,454723,01/30/2019,"Dollar General Corporation
			   223 Colyar StTracy City, TN 37387","Po Box 88, Tracy City, TN 37387",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,01/30/2019,,05/01/2019,1375565.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1375565.015
181,1352167.015,10/10/2018,418100,GA,Complaint,Partial,,452990,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1352167.015,418100,10/10/2018,"Dollar General Corporation
			   1640 Glen Carrie RdHull, GA 30646","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/10/2018,,04/15/2019,1352167.015,,,,,,,,,Initial Penalty,$0,$0,"$83,347",$0,$0,"$83,347",1352167.015
182,1348061.015,09/18/2018,454510,SC,Complaint,Partial,4225.0,493110,1,73673 - Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1348061.015,454510,09/18/2018,"73673 - Dollar General
			   1451 Spartanburg HighwayKelton, SC 29353","1451 Spartanburg Highway, Kelton, SC 29353",NonUnion,4225.0,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,09/18/2018,,12/19/2018,1348061.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1348061.015
183,1336307.015,08/02/2018,626600,TX,Referral,Partial,,453998,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1336307.015,626600,08/02/2018,"Dollar General Corporation
			   2606 Us-69 NLufkin, TX 75904","2606 Us-69 N, Lufkin, TX 75904",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Partial,N,Private,Health,08/02/2018,,01/09/2019,1336307.015,110515.015,07/24/2018,Employee Is Found Unresponsive Due To Possible Heat Stress,Houston North, ,"At 12:00 a.m. on July 24, 2018, Employee #1 was working at a retail store. When the employee returned from lunch, he stated that he was not feeling well. He wen t to his car and was found unresponsive. The employee was hospitalized.","heat, heat exhaustion, heat-related illness , unresponsive",,Initial Penalty,$0,$0,$0,"$9,239",$0,"$9,239",1336307.015
184,1329056.015,07/11/2018,522500,OH,Referral,Partial,,452112,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1329056.015,522500,07/11/2018,"Dollar General Corporation
			   2505 East Pointe DriveZanesville, OH 43701","2505 East Pointe Drive, Zanesville, OH 43701",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,07/13/2018,L,02/13/2019,1329056.015,107224.015,07/02/2018,Employee Is Run Over By Forklift And Amputates Left Leg,Columbus, ,"At 10:40 a.m. on July 2, 2018, an employee was scanning palletized retail goods in the facility's receiving area when he was struck by a forklift that was being driven by a coworker.  The employee had his left leg run over and amputated bel ow the knee.  The employee was hospitalized.","amputated, amputation, leg, run over, struck by",,Initial Penalty,$0,$0,"$71,137",$0,$0,"$71,137",1329056.015
185,1323162.015,06/19/2018,355124,VA,Complaint,Partial,,452990,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1323162.015,355124,06/19/2018,"Dollar General
			   1505 Lynnhaven PkwyVirginia Beach, VA 23453","1505 Lynnhaven Pkwy, Virginia Beach, VA 23453",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,06/25/2018,,08/01/2018,1323162.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1323162.015
186,1301615.015,03/13/2018,316700,PA,Complaint,Partial,,452990,3,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1301615.015,316700,03/13/2018,"Dollar General Corporation
			   17 East State StreetQuarryville, PA 17566","17 East State Street, Quarryville, PA 17566",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,05/10/2018,,09/18/2018,1301615.015,,,,,,,,,Initial Penalty,$0,$0,"$73,910",$0,$0,"$73,910",1301615.015
187,1283802.015,12/18/2017,636900,TX,FollowUp,Partial,,452990,2,"Dollar General Corporation, Store #3627",Dollar General,2012-12-19,2022-12-19,CLOSED,1283802.015,636900,12/18/2017,"Dollar General Corporation, Store #3627
			   2222 Texoma ParkwaySherman, TX 75090","2222 Texoma Parkway, Sherman, TX 75090",NonUnion,,452990/All Other General Merchandise Stores,FollowUp,Partial,N,Private,Safety,12/18/2017,L,02/14/2018,1283802.015,,,,,,,,,Initial Penalty,$0,$0,"$60,974",$0,$0,"$60,974",1283802.015
188,1280975.015,12/05/2017,215800,NY,Complaint,Partial,,452112,1,Dollar General Store #8700,Dollar General,2012-12-19,2022-12-19,CLOSED,1280975.015,215800,12/05/2017,"Dollar General Store #8700
			   700 West End AvenueCarthage, NY 13619","700 West End Avenue, Carthage, NY 13619",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/05/2017,,10/05/2018,1280975.015,,,,,,,,,Initial Penalty,"$4,889",$0,$0,$0,$0,"$4,889",1280975.015
189,1265352.015,09/21/2017,454725,TN,Complaint,Partial,,452910,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1265352.015,454725,09/21/2017,"Dollar General Corporation
			   7995 Us Hwy. 51 NMillington, TN 38053","7995 Us Hwy. 51 N, Millington, TN 38053",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/21/2017,,01/18/2018,1265352.015,,,,,,,,,Initial Penalty,$0,$0,$0,$200,$0,$200,1265352.015
190,1225250.015,04/14/2017,316700,PA,Complaint,Partial,,452990,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1225250.015,316700,04/14/2017,"Dollar General Corporation
			   1500 North George Street, Suite 10York, PA 17404","1500 North George Street, Suite 10, York, PA 17404",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,04/14/2017,L,09/21/2017,1225250.015,,,,,,,,,Initial Penalty,$0,$0,"$3,984",$0,$0,"$3,984",1225250.015
191,1226089.015,04/12/2017,454510,SC,Complaint,Partial,5331.0,452990,1,70753 - Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1226089.015,454510,04/12/2017,"70753 - Dollar General
			   1365 Remount RoadNorth Charleston, SC 29406","1365 Remount Road, North Charleston, SC 29406",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,05/08/2017,,07/27/2017,1226089.015,,,,,,,,,Initial Penalty,"$1,500",$0,$0,$0,$0,"$1,500",1226089.015
192,1203374.015,01/17/2017,453710,NC,Complaint,Partial,5399.0,452990,1,133339 - Dollar General Inc,Dollar General,2012-12-19,2022-12-19,CLOSED,1203374.015,453710,01/17/2017,"133339 - Dollar General Inc
			   125 Smith Speir LaneBethel, NC 27812","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,01/17/2017,,04/26/2017,1203374.015,,,,,,,,,Initial Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1203374.015
193,1201133.015,01/06/2017,336000,PA,Complaint,Partial,,452112,2,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1201133.015,336000,01/06/2017,"Dollar General Corporation
			   12674 Rt 19 SouthWaterford, PA 16441","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,01/06/2017,,08/03/2017,1201133.015,,,,,,,,,Initial Penalty,$0,$0,"$59,752",$0,$0,"$59,752",1201133.015
194,1200685.015,01/05/2017,355118,VA,Complaint,Partial,,452990,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1200685.015,355118,01/05/2017,"Dollar General
			   3422 Plantation RoadRoanoke, VA 24012","3422 Plantation Road, Roanoke, VA 24012",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,01/05/2017,,02/13/2017,1200685.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1200685.015
195,1195208.015,11/22/2016,213100,NY,Complaint,Partial,,452112,1,Dollar General Inc.,Dollar General,2012-12-19,2022-12-19,CLOSED,1195208.015,213100,11/22/2016,"Dollar General Inc.
			   154 Sacandaga RdSchenectady, NY 12302","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,01/17/2017,,04/19/2017,1195208.015,,,,,,,,,Initial Penalty,$0,$0,"$90,540",$0,$0,"$90,540",1195208.015
196,1192554.015,11/21/2016,728900,NE,Complaint,Partial,,452990,2,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1192554.015,728900,11/21/2016,"Dollar General
			   406 E 5th StValentine, NE 69201","406 E 5th St, Valentine, NE 69201",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,11/22/2016,,11/27/2017,1192554.015,,,,,,,,,Initial Penalty,"$9,959",$0,"$99,594",$0,$0,"$109,553",1192554.015
197,1184028.015,10/19/2016,729300,MO,Complaint,Partial,,452112,4,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1184028.015,729300,10/19/2016,"Dollar General
			   63 Prairie DriveEast Prairie, MO 63845","63 Prairie Drive, East Prairie, MO 63845",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,10/19/2016,L,04/07/2017,1184028.015,,,,,,,,,Initial Penalty,$0,$0,"$156,625",$0,$0,"$156,625",1184028.015
198,1181678.015,10/03/2016,729300,MO,Complaint,Partial,,493110,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1181678.015,729300,10/03/2016,"Dollar General
			   1900 Cardinal LaneFulton, MO 65251","1900 Cardinal Drive, Fulton, MO 65251",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,10/12/2016,,02/07/2017,1181678.015,,,,,,,,,Initial Penalty,"$4,543",$0,$0,$0,$0,"$4,543",1181678.015
199,1180314.015,09/28/2016,419700,FL,Complaint,Partial,,452990,4,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1180314.015,419700,09/28/2016,"Dollar General Corporation
			   2906 Hwy 81Ponce De Leon, FL 32455","2906 Hwy 81, Ponce De Leon, FL 32455",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,09/28/2016,,05/05/2017,1180314.015,,,,,,,,,Initial Penalty,$0,$0,"$103,576",$0,$0,"$103,576",1180314.015
200,1175610.015,09/06/2016,729300,MO,Complaint,Partial,,452112,1,Dollar General #14612,Dollar General,2012-12-19,2022-12-19,CLOSED,1175610.015,729300,09/06/2016,"Dollar General #14612
			   4038 N. Grand BoulevardSaint Louis, MO 63107","4038 N. Grand Boulevard, Saint Louis, MO 63107",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,09/06/2016,,02/07/2017,1175610.015,,,,,,,,,Initial Penalty,$0,$0,"$58,795",$0,$0,"$58,795",1175610.015
201,1172115.015,08/31/2016,317300,DE,Complaint,Partial,,452112,3,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1172115.015,317300,08/31/2016,"Dollar General Corporation
			   1059 Walker RoadDover, DE 19904","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/31/2016,L,09/14/2017,1172115.015,,,,,,,,,Initial Penalty,$0,$0,"$74,240",$0,$0,"$74,240",1172115.015
202,1170666.015,08/18/2016,524700,OH,Complaint,Partial,,452990,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1170666.015,524700,08/18/2016,"Dollar General
			   601 S. State St.Pioneer, OH 43554","601 S. State St., Pioneer, OH 43554",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,08/18/2016,,01/04/2017,1170666.015,,,,,,,,,Initial Penalty,$0,"$117,579",$0,$0,$0,"$117,579",1170666.015
203,1167738.015,08/04/2016,729300,MO,Complaint,Partial,,452112,3,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1167738.015,729300,08/04/2016,"Dollar General
			   104 Commercial DriveVan Buren, MO 63965","P.O. Box 730, Van Buren, MO 63965",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/04/2016,,10/11/2016,1167738.015,,,,,,,,,Initial Penalty,"$8,908",$0,"$89,080",$0,$0,"$97,988",1167738.015
204,1158861.015,06/29/2016,419400,MS,Complaint,Partial,,452112,3,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1158861.015,419400,06/29/2016,"Dollar General
			   304 Briarwood DriveJackson, MS 39206","304 Briarwood Drive, Jackson, MS 39206",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,07/08/2016,,08/24/2016,1158861.015,,,,,,,,,Initial Penalty,$0,$0,"$66,000",$0,$0,"$66,000",1158861.015
205,1153779.015,06/09/2016,316700,PA,Complaint,Partial,,452112,2,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1153779.015,316700,06/09/2016,"Dollar General Corporation
			   347 South Main StreetManheim, PA 17545","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,11/04/2016,,07/21/2017,1153779.015,,,,,,,,,Initial Penalty,$0,$0,"$48,994",$0,$0,"$48,994",1153779.015
206,1141463.015,04/18/2016,316700,PA,Complaint,Partial,,452112,3,The Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1141463.015,316700,04/18/2016,"The Dollar General
			   507 Jonestown Rd.Jonestown, PA 17038",Attn,NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,10/11/2016,,07/21/2017,1141463.015,,,,,,,,,Initial Penalty,$0,"$97,988","$117,590",$0,$0,"$215,578",1141463.015
207,1122251.015,02/03/2016,213100,NY,Complaint,Partial,,452112,3,Dollar General Inc.,Dollar General,2012-12-19,2022-12-19,CLOSED,1122251.015,213100,02/03/2016,"Dollar General Inc.
			   154 Sacandaga RdScotia, NY 12302","154 Sacandaga Rd, Scotia, NY 12302",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,02/03/2016,,04/08/2016,1122251.015,,,,,,,,,Initial Penalty,"$2,805",$0,"$33,000",$0,$0,"$35,805",1122251.015
208,1121762.015,01/28/2016,453710,NC,Complaint,Partial,5311.0,452111,1,"129098 - Dolgencorp, Llc Dba Dollar General Store #559",Dollar General,2012-12-19,2022-12-19,CLOSED,1121762.015,453710,01/28/2016,"129098 - Dolgencorp, Llc Dba Dollar General Store #559
			   2650 Lee AveSanford, NC 27332","2650 Lee Ave, Sanford, NC 27332",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/28/2016,,04/12/2016,1121762.015,,,,,,,,,Initial Penalty,"$1,200",$0,$0,$0,$0,"$1,200",1121762.015
