,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Note,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
94,1537367.015,06/18/2021,551800,IN,Referral,Partial,5331.0,452990,2,112014 - Dollar Tree,Dollar Tree,2012-12-19,2022-12-19,OPEN,1537367.015,551800,06/18/2021,"112014 - Dollar Tree
			   7373 North Shadeland AveIndianapolis, IN 46250","7373 North Shadeland Ave, Indianapolis, IN 46201",NonUnion,5331.0,452990/All Other General Merchandise Stores,Referral,Partial,N,Private,Safety,06/18/2021,,,1537367.015,,,,,,,,,,Current Penalty,"$5,000",$0,$0,"$1,000",$0,"$6,000",1537367.015
95,1537421.015,06/15/2021,1055340,WA,Unprog Rel,Partial,,493110,1,Wa317964490 - Dollar Tree Distribution Inc,Dollar Tree,2012-12-19,2022-12-19,OPEN,1537421.015,1055340,06/15/2021,"Wa317964490 - Dollar Tree Distribution Inc
			   8400 S Union Ridge ParkwayRidgefield, WA 98642","8400 S Union Ridge Parkway, Ridgefield, WA 98642",NonUnion,,493110/General Warehousing and Storage,Unprog Rel,Partial,N,Private,Safety,11/05/2021,,,1537421.015,,,,,,,,,,Current Penalty,"$6,600",$0,$0,$0,$0,"$6,600",1537421.015
96,1535320.015,06/09/2021,352460,MD,Complaint,Partial,,445120,2,"Dollar Tree, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1535320.015,352460,06/09/2021,"Dollar Tree, Inc.
			   545 Solomons Island Road NorthPrince Frederick, MD 20678",500 Volvo Parkway Attn,NonUnion,,445120/Convenience Stores,Complaint,Partial,N,Private,Safety,07/23/2021,,12/09/2021,1535320.015,,,,,,,,,,Current Penalty,"$2,975",$0,$0,$0,$0,"$2,975",1535320.015
97,1532022.015,05/19/2021,352460,MD,Complaint,Partial,,452319,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1532022.015,352460,05/19/2021,"Dollar Tree Stores, Inc.
			   7573 Greenbelt RoadGreenbelt, MD 20770","2555 Ellsmere Avenue, Norfolk, VA 23513",NonUnion,,452319,Complaint,Partial,N,Private,Safety,06/25/2021,S,03/09/2022,1532022.015,,,,,,,,,,Current Penalty,"$4,250",$0,$0,$0,$0,"$4,250",1532022.015
98,1532505.015,05/19/2021,352420,MD,Complaint,Partial,,452319,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1532505.015,352420,05/19/2021,"Dollar Tree Stores, Inc.
			   8157 Governor Ritchie HighwayPasadena, MD 21122","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Health,06/16/2021,,08/24/2021,1532505.015,,,,,,,,,,Current Penalty,$900,$0,$0,$0,$0,$900,1532505.015
99,1530606.015,05/06/2021,1055330,WA,Complaint,Partial,,452990,1,Wa317963973 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1530606.015,1055330,05/06/2021,"Wa317963973 - Dollar Tree Stores Inc
			   3807 S MeridianPuyallup, WA 98373","Attn Risk Management 500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,05/12/2021,,07/06/2021,1530606.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1530606.015
100,1529043.015,05/05/2021,523400,WI,Complaint,Partial,,452319,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1529043.015,523400,05/05/2021,"Dollar Tree Stores, Inc.
			   1777 Wisconsin AveGrafton, WI 53024","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,05/05/2021,,07/14/2022,1529043.015,,,,,,,,,,Current Penalty,$0,$0,"$50,784",$0,$0,"$50,784",1529043.015
101,1526058.015,04/14/2021,452110,KY,Complaint,Partial,5999.0,453998,10,63684 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,OPEN,1526058.015,452110,04/14/2021,"63684 - Dollar Tree Stores Inc
			   110 Burkesville RoadStatic, KY 42602","110 Burkesville Road, Static, KY 42602",NonUnion,5999.0,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,04/23/2021,,,1526058.015,,,,,,,,,,Current Penalty,"$6,000",$0,$0,$0,$0,"$6,000",1526058.015
102,1517161.015,03/02/2021,552652,MI,Complaint,Partial,,452990,1,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1517161.015,552652,03/02/2021,"Dollar Tree
			   2508 3rd Avenue NorthEscanaba, MI 49829","2508 3rd Ave N, Escanaba, MI 49829",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,03/16/2021,,04/20/2021,1517161.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1517161.015
103,1516137.015,02/24/2021,950624,CA,Complaint,Partial,,452112,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1516137.015,950624,02/24/2021,"Dollar Tree Stores, Inc.
			   1330 E. Hatch RoadModesto, CA 95351","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,08/20/2021,,09/13/2021,1516137.015,,,,,,,,,,Current Penalty,"$6,750",$0,"$1,000",$475,$0,"$8,225",1516137.015
104,1510493.015,01/19/2021,213900,NJ,Complaint,Partial,,453998,1,Dollar Tree #07255,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1510493.015,213900,01/19/2021,"Dollar Tree #07255
			   42 North Black Horse PikeBellmawr, NJ 08031","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,01/19/2021,,09/30/2021,1510493.015,,,,,,,,,,Current Penalty,$0,$0,"$4,292",$0,$0,"$4,292",1510493.015
105,1505554.015,12/09/2020,316700,PA,Complaint,Partial,,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1505554.015,316700,12/09/2020,"Dollar Tree Stores, Inc.
			   45 Constitution BlvdKutztown, PA 19530","45 Constitution Blvd, Kutztown, PA 19530",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/04/2021,,,1505554.015,,,,,,,,,,Current Penalty,"$10,728",$0,"$265,265",$0,$0,"$275,993",1505554.015
106,1503555.015,11/23/2020,454715,TN,Complaint,Partial,,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1503555.015,454715,11/23/2020,"Dollar Tree Stores, Inc.
			   143 E. Stonebrook PlJackson, TN 38305","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,11/23/2020,,01/25/2022,1503555.015,,,,,,,,,,Current Penalty,$0,$0,"$50,000",$0,$0,"$50,000",1503555.015
107,1501569.015,11/09/2020,626600,TX,Complaint,Partial,,452112,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1501569.015,626600,11/09/2020,"Dollar Tree Stores, Inc.
			   1707 East Houston StCleveland, TX 77327","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,11/09/2020,,05/17/2021,1501569.015,,,,,,,,,,Current Penalty,$0,$0,"$146,439",$0,$0,"$146,439",1501569.015
108,1500406.015,10/30/2020,729700,KS,Complaint,Partial,,453998,7,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1500406.015,729700,10/30/2020,"Dollar Tree
			   611 E Chestnut St.Junction City, KS 66441","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,03/01/2021,,11/16/2021,1500406.015,,,,,,,,,,Current Penalty,"$60,854",$0,$0,$0,$0,"$60,854",1500406.015
109,1500040.015,10/23/2020,420600,FL,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1500040.015,420600,10/23/2020,"Dollar Tree Stores, Inc.
			   3485 N. Lecanto HwyBeverly Hills, FL 34465","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/23/2020,,07/12/2021,1500040.015,,,,,,,,,,Current Penalty,$0,$0,"$185,686",$0,$0,"$185,686",1500040.015
110,1493953.015,09/22/2020,316100,DC,Referral,Complete,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1493953.015,316100,09/22/2020,"Dollar Tree Stores, Inc.
			   3932 Minesota Ave. NeWashington, DC 20020","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Referral,Complete,N,Private,Safety,09/22/2020,,09/14/2022,1493953.015,,,,,,,,,,Current Penalty,$0,$0,"$30,000",$0,$0,"$30,000",1493953.015
111,1493680.015,09/21/2020,950624,CA,Complaint,Partial,,452112,2,"Dollar Tree, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1493680.015,950624,09/21/2020,"Dollar Tree, Inc.
			   1330 E Hatch RoadModesto, CA 95356","1330 E Hatch Road, Modesto, CA 95356",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,01/06/2021,,05/24/2021,1493680.015,,,,,,,,,,Current Penalty,$0,$0,$0,$900,$0,$900,1493680.015
112,1493669.015,09/18/2020,950411,AZ,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc. #06622",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1493669.015,950411,09/18/2020,"Dollar Tree Stores, Inc. #06622
			   502 W Ajo WayTucson, AZ 85713","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,09/18/2020,,02/18/2021,1493669.015,,,,,,,,,,Current Penalty,$0,$0,"$17,000",$0,$0,"$17,000",1493669.015
113,1489900.015,08/20/2020,551800,IN,Complaint,Partial,5331.0,452990,2,111277 - Dollar Tree Incorporated,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1489900.015,551800,08/20/2020,"111277 - Dollar Tree Incorporated
			   5926 E. 10th StreetIndianapolis, IN 46219","5926 E. 10th Street, Indianapolis, IN 46219",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,09/14/2020,,04/06/2021,1489900.015,,,,,,,,,,Current Penalty,"$3,500",$0,"$17,500",$0,$0,"$21,000",1489900.015
114,1484134.015,07/20/2020,214500,NJ,Complaint,Partial,,452990,4,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1484134.015,214500,07/20/2020,"Dollar Tree
			   22-03 Fair Lawn AveFair Lawn, NJ 07410","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,07/20/2021,,10/07/2021,1484134.015,,,,,,,,,,Current Penalty,$0,$0,"$207,808",$0,$0,"$207,808",1484134.015
115,1484189.015,07/17/2020,552700,MN,Complaint,Partial,,452990,4,101759 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1484189.015,552700,07/17/2020,"101759 - Dollar Tree Stores Inc
			   7810 Portland AveMinneapolis, MN 55420","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,07/22/2020,,10/07/2020,1484189.015,,,,,,,,,,Current Penalty,"$3,500",$0,$0,$350,$0,"$3,850",1484189.015
116,1479001.015,06/08/2020,830100,MT,Complaint,Partial,,452990,1,Dollar Tree Inc.,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1479001.015,830100,06/08/2020,"Dollar Tree Inc.
			   501 W Legion StWhitehall, MT 59759","501 W Legion St, Whitehall, MT 59759",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,06/08/2020,,12/03/2020,1479001.015,,,,,,,,,,Current Penalty,"$5,783",$0,$0,$0,$0,"$5,783",1479001.015
117,1476681.015,05/28/2020,950411,AZ,Complaint,Partial,,453220,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1476681.015,950411,05/28/2020,"Dollar Tree Stores, Inc.
			   1300 S Plaza WayFlagstaff, AZ 86001","1300 S Plaza Way, Flagstaff, AZ 86001",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,05/28/2020,,10/05/2020,1476681.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1476681.015
118,1476491.015,05/26/2020,950624,CA,Complaint,Partial,,493110,2,"Dollar Tree Distribution, Inc",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1476491.015,950624,05/26/2020,"Dollar Tree Distribution, Inc
			   1122 Runway DriveStockton, CA 95206","1122 Runway Drive, Stockton, CA 95206",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Health,11/09/2020,,02/15/2021,1476491.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$3,450",$0,"$3,450",1476491.015
119,1475358.015,05/14/2020,454510,SC,Complaint,Partial,5331.0,452990,2,74494 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1475358.015,454510,05/14/2020,"74494 - Dollar Tree Stores Inc
			   386 D Mark Cummings Road Ste 109Hardeeville, SC 29927","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,06/23/2020,,10/23/2020,1475358.015,,,,,,,,,,Current Penalty,$0,$0,"$14,000",$0,$0,"$14,000",1475358.015
120,1473721.015,04/29/2020,1055310,WA,Complaint,Partial,,452990,1,Wa317959027 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1473721.015,1055310,04/29/2020,"Wa317959027 - Dollar Tree Stores Inc
			   300 Telegraph RdBellingham, WA 98226","Attn Risk Management 500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,04/29/2020,,07/21/2020,1473721.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1473721.015
121,1470036.015,03/17/2020,454712,TN,Complaint,Partial,,452112,4,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1470036.015,454712,03/17/2020,"Dollar Tree Stores, Inc
			   836 N. 1st Attn",836 N. 1st Attn,NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/17/2020,,08/21/2020,1470036.015,,,,,,,,,,Current Penalty,"$2,000",$0,"$35,000",$100,$0,"$37,100",1470036.015
122,1467899.015,03/04/2020,552700,MN,Complaint,Partial,,452990,1,101288 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1467899.015,552700,03/04/2020,"101288 - Dollar Tree Stores Inc
			   1727 Beam Ave ESaint Paul, MN 55109","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/10/2020,,03/27/2020,1467899.015,,,,,,,,,,Current Penalty,$0,$0,$0,$490,$0,$490,1467899.015
123,1468240.015,03/03/2020,452110,KY,Planned,Complete,5331.0,452990,6,61547 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1468240.015,452110,03/03/2020,"61547 - Dollar Tree Stores Inc
			   1801 Alexandria Drive Suite 124Lexington, KY 40504","1801 Alexandria Drive Suite 124, Lexington, KY 40502",NonUnion,5331.0,452990/All Other General Merchandise Stores,Planned,Complete,N,Private,Safety,06/07/2020,,09/25/2020,1468240.015,,,,,,,,,,Current Penalty,"$8,000",$0,$0,$0,$0,"$8,000",1468240.015
124,1464979.015,02/28/2020,111400,MA,Complaint,Partial,,453998,2,Dollar Tree Store #4163,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1464979.015,111400,02/28/2020,"Dollar Tree Store #4163
			   999 North Montello StreetBrockton, MA 02301","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,02/28/2020,,05/19/2021,1464979.015,,,,,,,,,,Current Penalty,$0,$0,"$151,616",$0,$0,"$151,616",1464979.015
125,1464924.015,02/24/2020,454712,TN,Complaint,Partial,,452112,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1464924.015,454712,02/24/2020,"Dollar Tree Stores, Inc.
			   832 Madison SquareMadison, TN 37115","832 Madison Square, Madison, TN 37115",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,05/13/2020,1464924.015,,,,,,,,,,Current Penalty,$0,$0,"$60,000",$0,$0,"$60,000",1464924.015
126,1463783.015,02/19/2020,111700,NH,Complaint,Partial,,452112,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1463783.015,111700,02/19/2020,"Dollar Tree Stores, Inc.
			   581 Second StreetManchester, NH 03103","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,02/19/2020,,06/30/2020,1463783.015,,,,,,,,,,Current Penalty,$0,$0,"$121,450",$0,$0,"$121,450",1463783.015
127,1464344.015,02/19/2020,830400,SD,Complaint,Partial,,452112,2,"Dollar Tree, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1464344.015,830400,02/19/2020,"Dollar Tree, Inc.
			   124 Sherman StreetDeadwood, SD 57732","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,02/19/2020,,09/04/2020,1464344.015,,,,,,,,,,Current Penalty,"$12,722",$0,$0,$0,$0,"$12,722",1464344.015
128,1460827.015,02/03/2020,453720,NC,Complaint,Partial,5399.0,452990,7,"144649 - Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1460827.015,453720,02/03/2020,"144649 - Dollar Tree Stores, Inc.
			   111 Commons DriveFranklin, NC 28734","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/05/2020,,04/21/2020,1460827.015,,,,,,,,,,Current Penalty,$0,$0,"$14,550",$950,$0,"$15,500",1460827.015
129,1467491.015,01/24/2020,1054113,OR,Complaint,Partial,5331.0,452990,2,317726787 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1467491.015,1054113,01/24/2020,"317726787 - Dollar Tree Stores Inc
			   5014 River Rd NKeizer, OR 97303","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/04/2020,,07/09/2020,1467491.015,,,,,,,,,,Current Penalty,$700,$0,$0,$0,$0,$700,1467491.015
130,1457133.015,01/22/2020,112000,CT,Complaint,Partial,,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1457133.015,112000,01/22/2020,"Dollar Tree Stores, Inc.
			   176 Newington RoadWest Hartford, CT 06110","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,01/22/2020,,03/29/2021,1457133.015,,,,,,,,,,Current Penalty,$0,$0,"$171,000","$5,000",$0,"$176,000",1457133.015
131,1454448.015,01/08/2020,453710,NC,Complaint,Partial,5331.0,452990,3,"144407 - Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1454448.015,453710,01/08/2020,"144407 - Dollar Tree Stores, Inc.
			   12528 Capital Blvd.Wake Forest, NC 27587","12528 Capital Blvd., Wake Forest, NC 27587",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,01/08/2020,,06/03/2020,1454448.015,,,,,,,,,,Current Penalty,"$2,400",$0,"$6,000","$1,200",$0,"$9,600",1454448.015
132,1454236.015,01/07/2020,418600,AL,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1454236.015,418600,01/07/2020,"Dollar Tree Stores, Inc.
			   171 West 9th AvenueFoley, AL 36535","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,01/07/2020,,06/02/2021,1454236.015,,,,,,,,,,Current Penalty,$0,$0,"$63,617",$0,$0,"$63,617",1454236.015
133,1453267.015,12/30/2019,111400,MA,Complaint,Partial,,453998,4,Dollar Tree Store #7611,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1453267.015,111400,12/30/2019,"Dollar Tree Store #7611
			   1238 Bedford Street Store #7611Abington, MA 02351","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,12/30/2019,,05/19/2021,1453267.015,,,,,,,,,,Current Penalty,$0,$0,"$220,535","$6,892",$0,"$227,427",1453267.015
134,1453278.015,12/30/2019,453710,NC,Complaint,Partial,5331.0,452990,5,144350 - Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1453278.015,453710,12/30/2019,"144350 - Dollar Tree Stores Inc.
			   1319 Military Cutoff Rd Suite A-3Wilmington, NC 28405","1319 Military Cutoff Rd Suite A-3, Wilmington, NC 28405",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,12/30/2019,,07/01/2020,1453278.015,,,,,,,,,,Current Penalty,"$1,350",$0,$0,$0,$0,"$1,350",1453278.015
135,1453164.015,12/27/2019,111700,NH,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1453164.015,111700,12/27/2019,"Dollar Tree Stores, Inc.
			   216 Washington StreetClaremont, NH 03743","216 Washington Street, Claremont, NH 03743",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,12/27/2019,,06/30/2020,1453164.015,,,,,,,,,,Current Penalty,$0,$0,"$67,473",$0,$0,"$67,473",1453164.015
136,1452137.015,12/19/2019,355124,VA,Complaint,Partial,,452112,2,"Dollar Tree, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1452137.015,355124,12/19/2019,"Dollar Tree, Inc.
			   5101 Jefferson AveHampton, VA 23605","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,12/19/2019,S,03/24/2020,1452137.015,,,,,,,,,,Current Penalty,"$4,620",$0,$0,$0,$0,"$4,620",1452137.015
137,1452650.015,12/18/2019,1032500,ID,Complaint,Partial,,551114,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1452650.015,1032500,12/18/2019,"Dollar Tree Stores, Inc.
			   675 Yellowstone Ave Suite BPocatello, ID 83201","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,"551114/ Corporate, Subsidiary, and Regional Managing Offices",Complaint,Partial,N,Private,Safety,12/19/2019,,07/19/2022,1452650.015,,,,,,,,,,Current Penalty,$0,$0,"$82,697",$0,$0,"$82,697",1452650.015
138,1451149.015,12/16/2019,317700,PA,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1451149.015,317700,12/16/2019,"Dollar Tree Stores, Inc.
			   Fairlane Village Mall 7230 Fairlane Village MallPottsville, PA 17901","Fairlane Village Mall 7230 Fairlane Village Mall, Pottsville, PA 17901",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,12/16/2019,,07/29/2022,1451149.015,,,,,,,,,,Current Penalty,$0,"$165,390",$0,$0,$0,"$165,390",1451149.015
139,1452332.015,12/13/2019,524500,IL,Complaint,Partial,,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1452332.015,524500,12/13/2019,"Dollar Tree Stores, Inc.
			   1407 N Veterans Pkwy Ste 7,Bloomington, IL 61701","1407 N Veterans Pkwy Ste 7,, Bloomington, IL 61701",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,12/13/2019,,11/24/2021,1452332.015,,,,,,,,,,Current Penalty,$0,$0,"$163,279",$0,$0,"$163,279",1452332.015
140,1459848.015,12/06/2019,1054191,OR,Complaint,Partial,5331.0,452990,1,317726279 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1459848.015,1054191,12/06/2019,"317726279 - Dollar Tree Stores Inc
			   7740 N Lombard StPortland, OR 97203","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,02/06/2020,P,07/09/2020,1459848.015,,,,,,,,,,Current Penalty,$700,$0,$0,$0,$0,$700,1459848.015
141,1448712.015,12/04/2019,854910,UT,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1448712.015,854910,12/04/2019,"Dollar Tree Stores, Inc.
			   304 N Market Place Drive Store #3529Centerville, UT 84014",500 Volvo Parkway Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,12/20/2019,,01/30/2020,1448712.015,,,,,,,,,,Current Penalty,"$2,500",$0,$0,$0,$0,"$2,500",1448712.015
142,1464549.015,11/26/2019,1054112,OR,Complaint,Partial,5331.0,452990,2,317726243 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1464549.015,1054112,11/26/2019,"317726243 - Dollar Tree Stores Inc
			   1799 12th StHood River, OR 97031","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/21/2020,,07/09/2020,1464549.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1464549.015
143,1448428.015,11/26/2019,355114,VA,Referral,Partial,,452112,5,"Dollar Tree Stores, Inc. Store #6564",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1448428.015,355114,11/26/2019,"Dollar Tree Stores, Inc. Store #6564
			   8490 Centreville RoadManassas Park, VA 20111","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,11/26/2019,,03/12/2020,1448428.015,,,,,,,,,,Current Penalty,"$39,135",$0,"$130,463",$0,$0,"$169,598",1448428.015
