Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
Initial Violations,,,4,2,,6,1616331.015
Current Violations,,,4,2,,6,1616331.015
Initial Penalty,$0,$0,"$42,000",$0,$0,"$42,000",1616331.015
Current Penalty,$0,$0,"$42,000",$0,$0,"$42,000",1616331.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1616331.015
Initial Violations,1,,,,,1,1618010.015
Current Violations,1,,,,,1,1618010.015
Initial Penalty,"$6,215",$0,$0,$0,$0,"$6,215",1618010.015
Current Penalty,"$6,215",$0,$0,$0,$0,"$6,215",1618010.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1618010.015
Initial Violations,1,,,,,1,1612868.015
Current Violations,1,,,,,1,1612868.015
Initial Penalty,"$4,490",$0,$0,$0,$0,"$4,490",1612868.015
Current Penalty,"$2,245",$0,$0,$0,$0,"$2,245",1612868.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1612868.015
Initial Violations,,,4,1,,5,1611611.015
Current Violations,,,4,1,,5,1611611.015
Initial Penalty,$0,$0,"$33,000",$0,$0,"$33,000",1611611.015
Current Penalty,$0,$0,"$33,000",$0,$0,"$33,000",1611611.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1611611.015
Initial Violations,,,,1,,1,1610668.015
Current Violations,,,,1,,1,1610668.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1610668.015
Current Penalty,$0,$0,$0,$0,$0,$0,1610668.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1610668.015
Initial Violations,,,1,1,,2,1609488.015
Current Violations,,,1,,,1,1609488.015
Initial Penalty,$0,$0,"$34,183","$2,279",$0,"$36,462",1609488.015
Current Penalty,$0,$0,"$23,928",$0,$0,"$23,928",1609488.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1609488.015
Initial Violations,,,1,,,1,1608368.015
Current Violations,,,1,,,1,1608368.015
Initial Penalty,$0,$0,"$22,792",$0,$0,"$22,792",1608368.015
Current Penalty,$0,$0,"$22,792",$0,$0,"$22,792",1608368.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1608368.015
Initial Violations,1,,,,,1,1608303.015
Current Violations,1,,,,,1,1608303.015
Initial Penalty,$875,$0,$0,$0,$0,$875,1608303.015
Current Penalty,$875,$0,$0,$0,$0,$875,1608303.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1608303.015
Initial Violations,,,1,1,,2,1607656.015
Current Violations,,,1,1,,2,1607656.015
Initial Penalty,$0,$0,"$10,360","$2,072",$0,"$12,432",1607656.015
Current Penalty,$0,$0,"$10,360","$2,072",$0,"$12,432",1607656.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1607656.015
Initial Violations,,,,4,,4,1606852.015
Current Violations,,,,4,,4,1606852.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1606852.015
Current Penalty,$0,$0,$0,$0,$0,$0,1606852.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1606852.015
Initial Violations,1,,,2,,3,1605793.015
Current Violations,1,,,2,,3,1605793.015
Initial Penalty,"$8,215",$0,$0,$0,$0,"$8,215",1605793.015
Current Penalty,"$5,751",$0,$0,$0,$0,"$5,751",1605793.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1605793.015
Initial Violations,,,1,1,,2,1604260.015
Current Violations,,,1,1,,2,1604260.015
Initial Penalty,$0,$0,"$68,365",$0,$0,"$68,365",1604260.015
Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1604260.015
Initial Violations,1,,7,,,8,1603155.015
Current Violations,1,,7,,,8,1603155.015
Initial Penalty,"$1,350",$0,"$42,900",$0,$0,"$44,250",1603155.015
Current Penalty,"$1,000",$0,"$33,000",$0,$0,"$34,000",1603155.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1603155.015
Initial Violations,,,3,,,3,1600591.015
Current Violations,,,3,,,3,1600591.015
Initial Penalty,$0,$0,"$364,661",$0,$0,"$364,661",1600591.015
Current Penalty,$0,$0,"$364,661",$0,$0,"$364,661",1600591.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1600591.015
Initial Violations,1,,1,1,,3,1600299.015
Current Violations,1,,1,1,,3,1600299.015
Initial Penalty,"$2,250",$0,"$25,000",$500,$0,"$27,750",1600299.015
Current Penalty,"$2,250",$0,"$25,000",$500,$0,"$27,750",1600299.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1600299.015
Initial Violations,5,,,,,5,1599843.015
Current Violations,5,,,,,5,1599843.015
Initial Penalty,"$3,300",$0,$0,$0,$0,"$3,300",1599843.015
Current Penalty,"$3,300",$0,$0,$0,$0,"$3,300",1599843.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1599843.015
Initial Violations,2,,,,,2,1600383.015
Current Violations,2,,,,,2,1600383.015
Initial Penalty,$600,$0,$0,$0,$0,$600,1600383.015
Current Penalty,$600,$0,$0,$0,$0,$600,1600383.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1600383.015
Initial Violations,1,,3,,,4,1600021.015
Current Violations,1,,3,,,4,1600021.015
Initial Penalty,"$4,500",$0,"$40,500",$0,$0,"$45,000",1600021.015
Current Penalty,"$4,000",$0,"$36,000",$0,$0,"$40,000",1600021.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1600021.015
Initial Violations,1,,,,,1,1598846.015
Current Violations,1,,,,,1,1598846.015
Initial Penalty,"$6,920",$0,$0,$0,$0,"$6,920",1598846.015
Current Penalty,"$4,844",$0,$0,$0,$0,"$4,844",1598846.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1598846.015
Initial Violations,1,,,,,1,1607064.015
Current Violations,1,,,,,1,1607064.015
Initial Penalty,"$2,486",$0,$0,$0,$0,"$2,486",1607064.015
Current Penalty,"$2,486",$0,$0,$0,$0,"$2,486",1607064.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1607064.015
Initial Violations,,,4,,,4,1597674.015
Current Violations,,,4,,,4,1597674.015
Initial Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1597674.015
Initial Violations,,,2,,,2,1597434.015
Current Violations,,,2,,,2,1597434.015
Initial Penalty,$0,$0,"$50,000",$0,$0,"$50,000",1597434.015
Current Penalty,$0,$0,"$50,000",$0,$0,"$50,000",1597434.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1597434.015
Initial Violations,,,,2,,2,1596670.015
Current Violations,,,,2,,2,1596670.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1596670.015
Current Penalty,$0,$0,$0,$0,$0,$0,1596670.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1596670.015
Initial Violations,,1,1,1,,3,1596085.015
Current Violations,,1,1,1,,3,1596085.015
Initial Penalty,$0,"$20,720","$13,200",$0,$0,"$33,920",1596085.015
Current Penalty,$0,"$20,720","$13,200",$0,$0,"$33,920",1596085.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1596085.015
Initial Violations,,1,,1,,2,1595473.015
Current Violations,,1,,1,,2,1595473.015
Initial Penalty,$0,"$20,720",$0,$0,$0,"$20,720",1595473.015
Current Penalty,$0,"$20,720",$0,$0,$0,"$20,720",1595473.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1595473.015
Initial Violations,1,,,,,1,1601577.015
Current Violations,1,,,,,1,1601577.015
Initial Penalty,$750,$0,$0,$0,$0,$750,1601577.015
Current Penalty,$750,$0,$0,$0,$0,$750,1601577.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1601577.015
Initial Violations,,,1,1,,2,1592254.015
Current Violations,,,1,1,,2,1592254.015
Initial Penalty,$0,$0,"$68,365","$2,279",$0,"$70,644",1592254.015
Current Penalty,$0,$0,"$43,621","$2,279",$0,"$45,900",1592254.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1592254.015
Initial Violations,1,,,,,1,1592958.015
Current Violations,1,,,,,1,1592958.015
Initial Penalty,"$11,396",$0,$0,$0,$0,"$11,396",1592958.015
Current Penalty,"$7,977",$0,$0,$0,$0,"$7,977",1592958.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1592958.015
Initial Violations,,,3,,,3,1589562.015
Current Violations,,,3,,,3,1589562.015
Initial Penalty,$0,$0,"$273,471",$0,$0,"$273,471",1589562.015
Current Penalty,$0,$0,"$191,430",$0,$0,"$191,430",1589562.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1589562.015
Initial Violations,1,,,1,,2,1590282.015
Current Violations,1,,,1,,2,1590282.015
Initial Penalty,$750,$0,$0,$300,$0,"$1,050",1590282.015
Current Penalty,$750,$0,$0,$300,$0,"$1,050",1590282.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1590282.015
Initial Violations,,,3,1,,4,1587972.015
Current Violations,,,3,1,,4,1587972.015
Initial Penalty,$0,$0,"$296,274",$0,$0,"$296,274",1587972.015
Current Penalty,$0,$0,"$207,392",$0,$0,"$207,392",1587972.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1587972.015
Initial Violations,,,2,,,2,1586794.015
Current Violations,,,2,,,2,1586794.015
Initial Penalty,$0,$0,"$91,157",$0,$0,"$91,157",1586794.015
Current Penalty,$0,$0,"$64,000",$0,$0,"$64,000",1586794.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1586794.015
Initial Violations,1,,1,,,2,1595108.015
Current Violations,1,,1,,,2,1595108.015
Initial Penalty,"$5,735",$0,"$15,000",$0,$0,"$20,735",1595108.015
Current Penalty,"$4,725",$0,"$6,000",$0,$0,"$10,725",1595108.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1595108.015
Initial Violations,1,,,,,1,1580815.015
Current Violations,1,,,,,1,1580815.015
Initial Penalty,"$13,500",$0,$0,$0,$0,"$13,500",1580815.015
Current Penalty,"$13,500",$0,$0,$0,$0,"$13,500",1580815.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1580815.015
Initial Violations,,,2,,,2,1579408.015
Current Violations,,,2,,,2,1579408.015
Initial Penalty,$0,$0,"$136,730",$0,$0,"$136,730",1579408.015
Current Penalty,$0,$0,"$95,711",$0,$0,"$95,711",1579408.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1579408.015
Initial Violations,1,3,1,,,5,1577434.015
Current Violations,1,3,1,,,5,1577434.015
Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
Initial Violations,,4,1,,,5,1575351.015
Current Violations,,4,1,,,5,1575351.015
Initial Penalty,$0,"$571,817","$113,960",$0,$0,"$685,777",1575351.015
Current Penalty,$0,"$571,817","$113,960",$0,$0,"$685,777",1575351.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1575351.015
Initial Violations,,,,1,,1,1574059.015
Current Violations,,,,1,,1,1574059.015
Initial Penalty,$0,$0,$0,"$2,072",$0,"$2,072",1574059.015
Current Penalty,$0,$0,$0,"$2,072",$0,"$2,072",1574059.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1574059.015
Initial Violations,1,,1,2,,4,1571248.015
Current Violations,1,,1,2,,4,1571248.015
Initial Penalty,"$12,873",$0,"$117,030","$1,205",$0,"$131,108",1571248.015
Current Penalty,"$12,873",$0,"$117,030","$1,205",$0,"$131,108",1571248.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1571248.015
Initial Violations,2,,4,,,6,1569923.015
Current Violations,3,,3,,,6,1569923.015
Initial Penalty,"$22,792",$0,"$315,967",$0,$0,"$338,759",1569923.015
Current Penalty,"$55,840",$0,"$181,291",$0,$0,"$237,131",1569923.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1569923.015
Initial Violations,1,,,1,,2,1568293.015
Current Violations,1,,,1,,2,1568293.015
Initial Penalty,"$2,700",$0,$0,$900,$0,"$3,600",1568293.015
Current Penalty,"$2,700",$0,$0,$900,$0,"$3,600",1568293.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1568293.015
Initial Violations,,,,1,,1,1566768.015
Current Violations,,,,1,,1,1566768.015
Initial Penalty,$0,$0,$0,"$1,095",$0,"$1,095",1566768.015
Current Penalty,$0,$0,$0,"$1,095",$0,"$1,095",1566768.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1566768.015
Initial Violations,1,,,5,,6,1566892.015
Current Violations,1,,,5,,6,1566892.015
Initial Penalty,"$1,350",$0,$0,$0,$0,"$1,350",1566892.015
Current Penalty,"$1,350",$0,$0,$0,$0,"$1,350",1566892.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1566892.015
Initial Violations,,,4,1,,5,1567732.015
Current Violations,,,4,1,,5,1567732.015
Initial Penalty,$0,$0,"$32,000",$0,$0,"$32,000",1567732.015
Current Penalty,$0,$0,"$8,200",$0,$0,"$8,200",1567732.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1567732.015
Initial Violations,2,,,,,2,1563774.015
Current Violations,2,,,,,2,1563774.015
Initial Penalty,"$22,310",$0,$0,$0,$0,"$22,310",1563774.015
Current Penalty,"$22,310",$0,$0,$0,$0,"$22,310",1563774.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1563774.015
Initial Violations,1,1,2,2,,6,1562499.015
Current Violations,1,1,2,2,,6,1562499.015
Initial Penalty,"$9,116","$136,736","$136,730",$0,$0,"$282,582",1562499.015
Current Penalty,"$9,116","$136,736","$136,730",$0,$0,"$282,582",1562499.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1562499.015
Initial Violations,1,,,2,,3,1558709.015
Current Violations,1,,,2,,3,1558709.015
Initial Penalty,$100,$0,$0,$0,$0,$100,1558709.015
Current Penalty,$100,$0,$0,$0,$0,$100,1558709.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1558709.015
Initial Violations,1,,,,,1,1554234.015
Current Violations,1,,,,,1,1554234.015
Initial Penalty,"$5,350",$0,$0,$0,$0,"$5,350",1554234.015
Current Penalty,"$5,350",$0,$0,$0,$0,"$5,350",1554234.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1554234.015
Initial Violations,1,,,2,,3,1553912.015
Current Violations,1,,,2,,3,1553912.015
Initial Penalty,"$3,000",$0,$0,"$7,000",$0,"$10,000",1553912.015
Current Penalty,"$3,000",$0,$0,"$7,000",$0,"$10,000",1553912.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1553912.015
Initial Violations,2,,,,,2,1549799.015
Current Violations,2,,,,,2,1549799.015
Initial Penalty,"$24,180",$0,$0,$0,$0,"$24,180",1549799.015
Current Penalty,"$24,180",$0,$0,$0,$0,"$24,180",1549799.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1549799.015
Initial Violations,2,,,,,2,1549652.015
Current Violations,2,,,,,2,1549652.015
Initial Penalty,"$4,400",$0,$0,$0,$0,"$4,400",1549652.015
Current Penalty,"$4,400",$0,$0,$0,$0,"$4,400",1549652.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1549652.015
Initial Violations,1,,,,,1,1557108.015
Current Violations,1,,,,,1,1557108.015
Initial Penalty,"$6,632",$0,$0,$0,$0,"$6,632",1557108.015
Current Penalty,"$6,632",$0,$0,$0,$0,"$6,632",1557108.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1557108.015
Initial Violations,,,1,,,1,1547315.015
Current Violations,,,1,,,1,1547315.015
Initial Penalty,$0,$0,"$136,532",$0,$0,"$136,532",1547315.015
Current Penalty,$0,$0,"$69,266",$0,$0,"$69,266",1547315.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1547315.015
Initial Violations,,1,,1,,2,1546323.015
Current Violations,,,1,1,,2,1546323.015
Initial Penalty,$0,"$136,532",$0,$0,$0,"$136,532",1546323.015
Current Penalty,$0,$0,"$102,399",$0,$0,"$102,399",1546323.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1546323.015
Initial Violations,1,,,,,1,1546030.015
Current Violations,1,,,,,1,1546030.015
Initial Penalty,"$7,802",$0,$0,$0,$0,"$7,802",1546030.015
Current Penalty,"$4,681",$0,$0,$0,$0,"$4,681",1546030.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1546030.015
Initial Violations,1,,2,1,,4,1542587.015
Current Violations,1,,2,1,,4,1542587.015
Initial Penalty,"$3,300",$0,"$22,550","$7,000",$0,"$32,850",1542587.015
Current Penalty,"$3,300",$0,"$22,550","$7,000",$0,"$32,850",1542587.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1542587.015
Initial Violations,,,1,,,1,1540132.015
Current Violations,,,1,,,1,1540132.015
Initial Penalty,$0,$0,"$79,200",$0,$0,"$79,200",1540132.015
Current Penalty,$0,$0,"$79,200",$0,$0,"$79,200",1540132.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1540132.015
Initial Violations,1,,,,,1,1540075.015
Current Violations,1,,,,,1,1540075.015
Initial Penalty,"$2,125",$0,$0,$0,$0,"$2,125",1540075.015
Current Penalty,"$2,125",$0,$0,$0,$0,"$2,125",1540075.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1540075.015
Initial Violations,1,,,,,1,1539820.015
Current Violations,1,,,,,1,1539820.015
Initial Penalty,"$2,100",$0,$0,$0,$0,"$2,100",1539820.015
Current Penalty,"$2,100",$0,$0,$0,$0,"$2,100",1539820.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1539820.015
Initial Violations,1,,,1,,2,1537367.015
Current Violations,1,,,1,,2,1537367.015
Initial Penalty,"$5,000",$0,$0,"$1,000",$0,"$6,000",1537367.015
Current Penalty,"$5,000",$0,$0,"$1,000",$0,"$6,000",1537367.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1537367.015
Initial Violations,1,,,,,1,1537421.015
Current Violations,1,,,,,1,1537421.015
Initial Penalty,"$6,600",$0,$0,$0,$0,"$6,600",1537421.015
Current Penalty,"$6,600",$0,$0,$0,$0,"$6,600",1537421.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1537421.015
Initial Violations,1,,,1,,2,1535320.015
Current Violations,1,,,1,,2,1535320.015
Initial Penalty,"$2,975",$0,$0,$0,$0,"$2,975",1535320.015
Current Penalty,"$2,975",$0,$0,$0,$0,"$2,975",1535320.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1535320.015
Initial Violations,2,,,1,,3,1532022.015
Current Violations,2,,,1,,3,1532022.015
Initial Penalty,"$4,250",$0,$0,$0,$0,"$4,250",1532022.015
Current Penalty,"$4,250",$0,$0,$0,$0,"$4,250",1532022.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1532022.015
Initial Violations,1,,,2,,3,1532505.015
Current Violations,1,,,2,,3,1532505.015
Initial Penalty,$900,$0,$0,$0,$0,$900,1532505.015
Current Penalty,$900,$0,$0,$0,$0,$900,1532505.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1532505.015
Initial Violations,,,,1,,1,1530606.015
Current Violations,,,,1,,1,1530606.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1530606.015
Current Penalty,$0,$0,$0,$0,$0,$0,1530606.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1530606.015
Initial Violations,1,,1,,,2,1529043.015
Current Violations,,,1,1,,2,1529043.015
Initial Penalty,"$7,295",$0,"$85,822",$0,$0,"$93,117",1529043.015
Current Penalty,$0,$0,"$50,784",$0,$0,"$50,784",1529043.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1529043.015
Initial Violations,2,,,8,,10,1526058.015
Current Violations,2,,,8,,10,1526058.015
Initial Penalty,"$6,000",$0,$0,$0,$0,"$6,000",1526058.015
Current Penalty,"$6,000",$0,$0,$0,$0,"$6,000",1526058.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1526058.015
Initial Violations,,,,1,,1,1517161.015
Current Violations,,,,1,,1,1517161.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1517161.015
Current Penalty,$0,$0,$0,$0,$0,$0,1517161.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1517161.015
Initial Violations,1,,1,1,,3,1516137.015
Current Violations,1,,1,1,,3,1516137.015
Initial Penalty,"$6,750",$0,"$1,000",$475,$0,"$8,225",1516137.015
Current Penalty,"$6,750",$0,"$1,000",$475,$0,"$8,225",1516137.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1516137.015
Initial Violations,,,1,,,1,1510493.015
Current Violations,,,1,,,1,1510493.015
Initial Penalty,$0,$0,"$4,292",$0,$0,"$4,292",1510493.015
Current Penalty,$0,$0,"$4,292",$0,$0,"$4,292",1510493.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1510493.015
Initial Violations,1,,2,,,3,1505554.015
Current Violations,1,,2,,,3,1505554.015
Initial Penalty,"$10,728",$0,"$265,265",$0,$0,"$275,993",1505554.015
Current Penalty,"$10,728",$0,"$265,265",$0,$0,"$275,993",1505554.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1505554.015
Initial Violations,,,3,,,3,1503555.015
Current Violations,,,3,,,3,1503555.015
Initial Penalty,$0,$0,"$62,500",$0,$0,"$62,500",1503555.015
Current Penalty,$0,$0,"$50,000",$0,$0,"$50,000",1503555.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1503555.015
Initial Violations,1,,3,,,4,1501569.015
Current Violations,,,3,,,3,1501569.015
Initial Penalty,"$10,728",$0,"$225,291",$0,$0,"$236,019",1501569.015
Current Penalty,$0,$0,"$146,439",$0,$0,"$146,439",1501569.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1501569.015
Initial Violations,7,,,,,7,1500406.015
Current Violations,7,,,,,7,1500406.015
Initial Penalty,"$60,854",$0,$0,$0,$0,"$60,854",1500406.015
Current Penalty,"$60,854",$0,$0,$0,$0,"$60,854",1500406.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1500406.015
Initial Violations,,,2,,,2,1500040.015
Current Violations,,,2,,,2,1500040.015
Initial Penalty,$0,$0,"$265,265",$0,$0,"$265,265",1500040.015
Current Penalty,$0,$0,"$185,686",$0,$0,"$185,686",1500040.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1500040.015
Initial Violations,,,1,,,1,1493953.015
Current Violations,,,1,,,1,1493953.015
Initial Penalty,$0,$0,"$42,911",$0,$0,"$42,911",1493953.015
Current Penalty,$0,$0,"$30,000",$0,$0,"$30,000",1493953.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1493953.015
Initial Violations,,,,2,,2,1493680.015
Current Violations,,,,2,,2,1493680.015
Initial Penalty,$0,$0,$0,$900,$0,$900,1493680.015
Current Penalty,$0,$0,$0,$900,$0,$900,1493680.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1493680.015
Initial Violations,,,2,,,2,1493669.015
Current Violations,,,2,,,2,1493669.015
Initial Penalty,$0,$0,"$17,000",$0,$0,"$17,000",1493669.015
Current Penalty,$0,$0,"$17,000",$0,$0,"$17,000",1493669.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1493669.015
Initial Violations,1,,1,,,2,1489900.015
Current Violations,1,,1,,,2,1489900.015
Initial Penalty,"$5,000",$0,"$25,000",$0,$0,"$30,000",1489900.015
Current Penalty,"$3,500",$0,"$17,500",$0,$0,"$21,000",1489900.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1489900.015
Initial Violations,,,4,,,4,1484134.015
Current Violations,,,4,,,4,1484134.015
Initial Penalty,$0,$0,"$296,868",$0,$0,"$296,868",1484134.015
Current Penalty,$0,$0,"$207,808",$0,$0,"$207,808",1484134.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1484134.015
Initial Violations,3,,,1,,4,1484189.015
Current Violations,3,,,1,,4,1484189.015
Initial Penalty,"$3,500",$0,$0,$350,$0,"$3,850",1484189.015
Current Penalty,"$3,500",$0,$0,$350,$0,"$3,850",1484189.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1484189.015
Initial Violations,1,,,,,1,1479001.015
Current Violations,1,,,,,1,1479001.015
Initial Penalty,"$5,783",$0,$0,$0,$0,"$5,783",1479001.015
Current Penalty,"$5,783",$0,$0,$0,$0,"$5,783",1479001.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1479001.015
Initial Violations,,,,2,,2,1476681.015
Current Violations,,,,2,,2,1476681.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1476681.015
Current Penalty,$0,$0,$0,$0,$0,$0,1476681.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1476681.015
Initial Violations,2,,,1,,3,1476491.015
Current Violations,,,,2,,2,1476491.015
Initial Penalty,"$10,120",$0,$0,$560,$0,"$10,680",1476491.015
Current Penalty,$0,$0,$0,"$3,450",$0,"$3,450",1476491.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1476491.015
Initial Violations,,,2,,,2,1475358.015
Current Violations,,,2,,,2,1475358.015
Initial Penalty,$0,$0,"$20,000",$0,$0,"$20,000",1475358.015
Current Penalty,$0,$0,"$14,000",$0,$0,"$14,000",1475358.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1475358.015
Initial Violations,,,,1,,1,1473721.015
Current Violations,,,,1,,1,1473721.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1473721.015
Current Penalty,$0,$0,$0,$0,$0,$0,1473721.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1473721.015
Initial Violations,1,,2,1,,4,1470036.015
Current Violations,1,,2,1,,4,1470036.015
Initial Penalty,"$2,000",$0,"$35,000",$100,$0,"$37,100",1470036.015
Current Penalty,"$2,000",$0,"$35,000",$100,$0,"$37,100",1470036.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1470036.015
Initial Violations,,,,1,,1,1467899.015
Current Violations,,,,1,,1,1467899.015
Initial Penalty,$0,$0,$0,$700,$0,$700,1467899.015
Current Penalty,$0,$0,$0,$490,$0,$490,1467899.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1467899.015
Initial Violations,2,,,4,,6,1468240.015
Current Violations,2,,,4,,6,1468240.015
Initial Penalty,"$8,000",$0,$0,$0,$0,"$8,000",1468240.015
Current Penalty,"$8,000",$0,$0,$0,$0,"$8,000",1468240.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1468240.015
Initial Violations,1,,2,,,3,1464979.015
Current Violations,,,2,,,2,1464979.015
Initial Penalty,"$10,603",$0,"$233,255",$0,$0,"$243,858",1464979.015
Current Penalty,$0,$0,"$151,616",$0,$0,"$151,616",1464979.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1464979.015
Initial Violations,,,2,,,2,1464924.015
Current Violations,,,2,,,2,1464924.015
Initial Penalty,$0,$0,"$60,000",$0,$0,"$60,000",1464924.015
Current Penalty,$0,$0,"$60,000",$0,$0,"$60,000",1464924.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1464924.015
Initial Violations,,,2,,,2,1463783.015
Current Violations,,,2,,,2,1463783.015
Initial Penalty,$0,$0,"$173,500",$0,$0,"$173,500",1463783.015
Current Penalty,$0,$0,"$121,450",$0,$0,"$121,450",1463783.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1463783.015
Initial Violations,2,,,,,2,1464344.015
Current Violations,2,,,,,2,1464344.015
Initial Penalty,"$12,722",$0,$0,$0,$0,"$12,722",1464344.015
Current Penalty,"$12,722",$0,$0,$0,$0,"$12,722",1464344.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1464344.015
Initial Violations,,,5,2,,7,1460827.015
Current Violations,,,5,2,,7,1460827.015
Initial Penalty,$0,$0,"$18,000","$1,350",$0,"$19,350",1460827.015
Current Penalty,$0,$0,"$14,550",$950,$0,"$15,500",1460827.015
