#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
2.0,2001,Repeat,19100037 A03,12/04/2020,,"$2,000","$2,000",$0,,Z - Issued,,1493669.015
1.0,1001,Serious,19100037 A03,02/18/2021,03/23/2021,"$3,500","$5,000",$0,,I - Informal Settlement,,1489900.015
2.0,2001,Repeat,19100157 C01,02/18/2021,02/22/2021,"$17,500","$25,000",$0,,I - Informal Settlement,,1489900.015
1.0,1001,Repeat,19100037 B05,01/08/2021,02/04/2021,"$44,529","$63,613",$0,06/07/2021,J - ALJ Decision,,1484134.015
2.0,1002,Repeat,19100157 C01,01/08/2021,02/04/2021,"$44,529","$63,613",$0,06/07/2021,J - ALJ Decision,,1484134.015
3.0,1003,Repeat,19100176 B,01/08/2021,02/04/2021,"$59,375","$84,821",$0,06/07/2021,J - ALJ Decision,,1484134.015
4.0,1004,Repeat,19100176 C,01/08/2021,02/04/2021,"$59,375","$84,821",$0,06/07/2021,J - ALJ Decision,,1484134.015
1.0,1001,Serious,19100036 D01,07/28/2020,08/07/2020,"$1,400","$1,400",$0,,Z - Issued,,1484189.015
2.0,1002,Serious,19100037 A03,07/28/2020,08/07/2020,"$1,050","$1,050",$0,,Z - Issued,,1484189.015
3.0,1003,Serious,19100157 C01,07/28/2020,08/07/2020,"$1,050","$1,050",$0,,Z - Issued,,1484189.015
4.0,2001,Other,19100176 B,07/28/2020,08/07/2020,$350,$350,$0,,Z - Issued,,1484189.015
1.0,1001,Serious,19100141 C01 I,09/25/2020,10/22/2020,"$5,783","$5,783",$0,,Z - Issued,,1479001.015
1.0,1001,Other,19100303 B07 IV,09/03/2020,,$0,$0,$0,,Z - Issued,,1476681.015
2.0,1002,Other,19100305 J01 I,09/03/2020,,$0,$0,$0,,Z - Issued,,1476681.015
1.0,1001,Other,5194(F)(6),11/09/2020,,$450,$560,$0,,I - Informal Settlement,,1476491.015
2.0,2001,Serious,3382(A),11/09/2020,,"$5,060","$5,060",$0,,I - Informal Settlement,Citation has been deleted.,1476491.015
3.0,3001,Other,5194(H)(1),11/09/2020,,"$3,000","$5,060",$0,,I - Informal Settlement,,1476491.015
1.0,1001,Repeat,19100037 A03,08/25/2020,09/04/2020,"$8,750","$12,500",$0,,I - Informal Settlement,,1475358.015
2.0,1002,Repeat,19100176 B,08/25/2020,09/14/2020,"$5,250","$7,500",$0,,I - Informal Settlement,,1475358.015
1.0,1001,Other,296-800-31050,06/15/2020,04/29/2020,$0,$0,$0,,Z - Issued,,1473721.015
1.0,1001,Serious,19100303 G01,05/07/2020,05/22/2020,"$2,000","$2,000",$0,,Z - Issued,,1470036.015
2.0,2001,Repeat,19100036 G02,05/07/2020,05/22/2020,"$30,000","$30,000",$0,,Z - Issued,,1470036.015
3.0,3001,Repeat,19100176 B,05/07/2020,05/22/2020,"$5,000","$5,000",$0,,Z - Issued,,1470036.015
4.0,4001,Other,19100303 E01 II,05/07/2020,05/22/2020,$100,$100,$0,,Z - Issued,,1470036.015
1.0,1001,Other,19100176 B,03/11/2020,04/04/2020,$490,$700,$0,,I - Informal Settlement,,1467899.015
1.0,1001,Serious,19100036 G02,07/21/2020,07/27/2020,"$3,000","$3,000",$0,,Z - Issued,,1468240.015
2.0,1002,Serious,19100176 B,07/21/2020,07/27/2020,"$5,000","$5,000",$0,,Z - Issued,,1468240.015
3.0,2001,Other,19100036 C01,07/21/2020,07/29/2020,$0,$0,$0,,Z - Issued,,1468240.015
4.0,2002,Other,19100038 F,07/21/2020,07/29/2020,$0,$0,$0,,Z - Issued,,1468240.015
5.0,2003,Other,19101200 G08,07/21/2020,07/29/2020,$0,$0,$0,,Z - Issued,,1468240.015
6.0,2004,Other,19101200 H02 III,07/21/2020,07/29/2020,$0,$0,$0,,Z - Issued,,1468240.015
1.0,1001,Serious,19100101 B,08/12/2020,08/20/2020,"$10,603","$10,603",$0,08/24/2020,F - Formal Settlement,Citation has been deleted.,1464979.015
2.0,2001,Repeat,19100037 A03,08/12/2020,08/20/2020,"$68,919","$106,029",$0,08/24/2020,F - Formal Settlement,,1464979.015
3.0,2002,Repeat,19100176 B,08/12/2020,08/20/2020,"$82,697","$127,226",$0,08/24/2020,F - Formal Settlement,,1464979.015
1.0,1001,Repeat,19100036 G02,04/17/2020,05/12/2020,"$25,000","$25,000",$0,,Z - Issued,,1464924.015
2.0,1002,Repeat,19100176 B,04/17/2020,05/12/2020,"$35,000","$35,000",$0,,Z - Issued,,1464924.015
1.0,1001,Repeat,19100037 A03,05/26/2020,,"$67,473","$96,390",$0,,I - Informal Settlement,,1463783.015
2.0,1002,Repeat,19100176 B,05/26/2020,,"$53,977","$77,110",$0,,I - Informal Settlement,,1463783.015
1.0,1001,Serious,19100157 C01,07/15/2020,08/10/2020,"$6,361","$6,361",$0,,Z - Issued,,1464344.015
2.0,1002,Serious,19100334 A03 III,07/15/2020,08/10/2020,"$6,361","$6,361",$0,,Z - Issued,,1464344.015
1.0,01001,Repeat,19100176 B,03/13/2020,03/24/2020,"$11,500","$15,000",$0,,I - Informal Settlement,,1460827.015
2.0,02001,Repeat,19100037 A03,03/13/2020,03/24/2020,$350,$0,$0,,I - Informal Settlement,,1460827.015
3.0,02002,Repeat,19100176 C,03/13/2020,03/24/2020,"$2,200","$3,000",$0,,I - Informal Settlement,,1460827.015
4.0,02003,Repeat,19100303 E01 II,03/13/2020,03/24/2020,$150,$0,$0,,I - Informal Settlement,,1460827.015
5.0,02004,Repeat,19100303 G01,03/13/2020,03/24/2020,$350,$0,$0,,I - Informal Settlement,,1460827.015
6.0,03001A,Other,19100022 A01,03/13/2020,03/24/2020,$950,"$1,350",$0,,I - Informal Settlement,,1460827.015
7.0,03001B,Other,19100022 D01,03/13/2020,03/24/2020,$0,$0,$0,,Z - Issued,,1460827.015
8.0,03002,Other,19100036 G04,03/13/2020,03/24/2020,$0,$0,$0,,Z - Issued,,1460827.015
1.0,1001,Serious,19100176 B,03/16/2020,01/24/2020,$700,$700,$0,,Z - Issued,,1467491.015
2.0,2002,Other,OAR 437-001-0765(1),03/16/2020,01/24/2020,$0,$0,$0,,Z - Issued,,1467491.015
1.0,1001,Other,19100157 E03,07/16/2020,09/01/2020,"$5,000","$6,361",$0,,I - Informal Settlement,,1457133.015
2.0,2001,Repeat,19100037 A03,07/16/2020,09/01/2020,"$95,000","$106,029",$0,,I - Informal Settlement,,1457133.015
3.0,2002,Repeat,19100157 C01,07/16/2020,09/01/2020,"$84,821","$84,821",$0,,I - Informal Settlement,Citation has been deleted.,1457133.015
4.0,2003,Repeat,19100176 B,07/16/2020,09/01/2020,"$76,000","$84,821",$0,,I - Informal Settlement,,1457133.015
1.0,1001,Repeat,19100176 B,03/24/2020,04/01/2020,"$6,000","$6,000",$0,,Z - Issued,,1454448.015
2.0,2001,Serious,19100028 B01 I,03/24/2020,04/01/2020,"$2,400","$2,400",$0,,Z - Issued,,1454448.015
3.0,3001,Other,19100159 C10,03/24/2020,04/01/2020,"$1,200","$1,200",$0,,Z - Issued,,1454448.015
1.0,1001,Repeat,19100176 B,03/19/2020,06/01/2021,"$63,617","$106,029",$0,03/27/2020,J - ALJ Decision,,1454236.015
1.0,01001,Other,19100101 B,06/15/2020,03/03/2021,"$6,892","$10,603",$0,07/10/2020,F - Formal Settlement,,1453267.015
2.0,02001A,Repeat,19100037 A03,06/15/2020,03/03/2021,"$68,919","$106,029",$0,07/10/2020,F - Formal Settlement,,1453267.015
3.0,02001B,Repeat,19100176 C,06/15/2020,06/23/2020,$0,$0,$0,07/10/2020,F - Formal Settlement,,1453267.015
4.0,02002,Repeat,19100176 B,06/15/2020,03/03/2021,"$82,697","$127,226",$0,07/10/2020,F - Formal Settlement,,1453267.015
5.0,02003,Repeat,19100303 G01,06/15/2020,,"$68,919","$106,029",$0,07/10/2020,F - Formal Settlement,,1453267.015
1.0,01001A,Serious,19100176 B,03/17/2020,03/25/2020,"$1,350","$1,350",$0,,Z - Issued,,1453278.015
2.0,01001B,Serious,19100176 C,03/17/2020,03/25/2020,$0,$0,$0,,Z - Issued,,1453278.015
3.0,02001,Other,19100037 A03,03/17/2020,03/25/2020,$0,$0,$0,,Z - Issued,,1453278.015
4.0,02002,Other,19100157 C01,03/17/2020,03/25/2020,$0,$0,$0,,Z - Issued,,1453278.015
5.0,02003,Other,19100165 E,03/17/2020,03/25/2020,$0,$0,$0,,Z - Issued,,1453278.015
6.0,02004,Other,19100303 G01 II,03/17/2020,03/25/2020,$0,$0,$0,,Z - Issued,,1453278.015
1.0,1001,Repeat,19100037 A03,05/18/2020,,"$67,473","$96,390",$0,,I - Informal Settlement,,1453164.015
1.0,1001,Serious,19100305 B02 I,02/21/2020,,"$4,620","$4,620",$0,,Z - Issued,,1452137.015
2.0,2001,Other,19100134 C02 I,02/21/2020,,$0,$0,$0,,Z - Issued,,1452137.015
1.0,1001,Repeat,19100176 B,03/12/2020,04/07/2020,"$82,697","$127,226",$0,03/26/2020,F - Formal Settlement,,1452650.015
1.0,01001A,Willful,19100037 A03,06/03/2020,,"$82,695","$127,223",$0,06/18/2020,J - ALJ Decision,,1451149.015
2.0,01001B,Willful,19100022 A01,06/03/2020,07/21/2020,$0,$0,$0,06/18/2020,J - ALJ Decision,,1451149.015
3.0,01002,Willful,19100176 B,06/03/2020,07/21/2020,"$82,695","$127,223",$0,06/18/2020,J - ALJ Decision,,1451149.015
1.0,1001,Repeat,19100037 A03,04/15/2020,04/30/2020,"$74,220","$106,029",$0,04/23/2020,F - Formal Settlement,,1452332.015
2.0,1002,Repeat,19100157 C01,04/15/2020,04/30/2020,"$44,529","$63,613",$0,04/23/2020,F - Formal Settlement,,1452332.015
3.0,1003,Repeat,19100176 B,04/15/2020,04/30/2020,"$44,529","$63,613",$0,04/23/2020,F - Formal Settlement,,1452332.015
1.0,01001A,Serious,19101030 C01 III,02/26/2020,05/15/2020,$700,$700,$0,,Z - Issued,,1459848.015
2.0,01001B,Serious,19101030 F01 I,02/26/2020,05/15/2020,$0,$0,$0,,Z - Issued,,1459848.015
3.0,01001C,Serious,19101030 G02 I,02/26/2020,03/16/2020,$0,$0,$0,,Z - Issued,,1459848.015
4.0,01001D,Serious,19101030 C02 I A,02/26/2020,05/15/2020,$0,$0,$0,,Z - Issued,,1459848.015
1.0,01001A,Serious,19100036 G02,12/31/2019,,"$2,500","$2,500",$0,,Z - Issued,,1448712.015
2.0,01001B,Serious,19100036 G04,12/31/2019,,$0,$0,$0,,Z - Issued,,1448712.015
3.0,01001C,Serious,19100037 A03,12/31/2019,,$0,$0,$0,,Z - Issued,,1448712.015
1.0,1001,Other,OAR 437-001-0765(1)-2,03/18/2020,04/06/2020,$0,$0,$0,,Z - Issued,,1464549.015
2.0,1002,Other,OAR 437-002-0221(5)-1,03/18/2020,11/26/2019,$0,$0,$0,,Z - Issued,,1464549.015
1.0,1001,Serious,19100037 A02,01/21/2020,,"$13,045","$13,045",$0,,I - Informal Settlement,,1448428.015
2.0,1002,Other,19100157 C01,01/21/2020,,$0,"$11,025",$0,,I - Informal Settlement,,1448428.015
3.0,1003,Serious,19100303 G01 I A,01/21/2020,,"$13,045","$13,045",$0,,I - Informal Settlement,,1448428.015
4.0,2001,Repeat,19100037 A03,01/21/2020,,"$130,463","$130,463",$0,,I - Informal Settlement,Citation has been deleted.,1448428.015
5.0,2002,Repeat,19100176 B,01/21/2020,,"$130,463","$130,463",$0,,I - Informal Settlement,,1448428.015
6.0,2003,Serious,19100176 C,01/21/2020,,"$13,045","$130,463",$0,,I - Informal Settlement,,1448428.015
1.0,01001A,Serious,19100147 C02 II,03/06/2020,,"$8,218","$11,740",$0,,I - Informal Settlement,,1447228.015
2.0,01001B,Serious,19100147 C04 I,03/06/2020,04/10/2020,$0,$0,$0,,I - Informal Settlement,,1447228.015
3.0,01001C,Serious,19100147 C06 II,03/06/2020,04/10/2020,$0,$0,$0,,I - Informal Settlement,,1447228.015
4.0,02001,Other,40.1-51.1.D.II,03/06/2020,,"$3,500","$5,000",$0,,I - Informal Settlement,,1447228.015
1.0,1001,Repeat,19100037 A03,05/13/2020,,"$74,220","$106,029",$0,05/26/2020,F - Formal Settlement,,1447417.015
2.0,1002,Repeat,19100157 C01,05/13/2020,,"$44,529","$63,613",$0,05/26/2020,F - Formal Settlement,,1447417.015
3.0,1003,Repeat,19100176 B,05/13/2020,,"$74,220","$106,029",$0,05/26/2020,F - Formal Settlement,,1447417.015
1.0,1001,Repeat,19100303 G01 III,05/13/2020,,"$59,375","$84,821",$0,05/26/2020,F - Formal Settlement,,1446800.015
1.0,1001,Serious,OAR 437-002-0041(5)(A),03/16/2020,11/20/2019,"$6,500","$6,500",$0,,Z - Issued,,1446051.015
2.0,1002,Serious,19100176 B,03/16/2020,11/20/2019,$300,$300,$0,,Z - Issued,,1446051.015
3.0,1003,Serious,OAR 437-002-0022(4)(A),03/16/2020,11/20/2019,$300,$300,$0,,Z - Issued,,1446051.015
1.0,1001,Serious,19100135 A01,03/02/2020,03/26/2020,"$13,494","$13,494",$0,,I - Informal Settlement,,1445218.015
2.0,1002,Serious,19100176 A,03/02/2020,04/06/2020,"$9,639","$9,639",$0,,I - Informal Settlement,Citation has been deleted.,1445218.015
1.0,01001A,Repeat,19100022 A01,04/13/2020,04/19/2021,"$80,962","$134,937",$0,04/23/2020,F - Formal Settlement,,1443653.015
2.0,01001B,Repeat,19100176 C,04/13/2020,04/19/2021,$0,$0,$0,04/23/2020,F - Formal Settlement,,1443653.015
3.0,01002,Repeat,19100037 A03,04/13/2020,04/19/2021,"$80,962","$134,937",$0,04/23/2020,F - Formal Settlement,,1443653.015
4.0,01003,Repeat,19100303 G01,04/13/2020,,"$44,530","$74,217",$0,04/23/2020,F - Formal Settlement,,1443653.015
1.0,01001A,Repeat,19100176 B,03/17/2020,02/01/2021,"$55,134","$84,821",$0,03/26/2020,F - Formal Settlement,,1443300.015
2.0,01001B,Repeat,19100176 C,03/17/2020,02/01/2021,$0,$0,$0,03/26/2020,F - Formal Settlement,,1443300.015
1.0,01001A,Serious,19100132 D01,05/04/2020,05/08/2020,"$4,135","$6,361",$0,05/15/2020,R - Review Commission,,1443323.015
2.0,01001B,Serious,19100133 A01,05/04/2020,05/08/2020,$0,$0,$0,05/15/2020,R - Review Commission,,1443323.015
3.0,01001C,Serious,19100138 A,05/04/2020,05/14/2020,$0,$0,$0,05/15/2020,R - Review Commission,,1443323.015
4.0,01002,Serious,19100165 E,05/04/2020,,"$6,891","$10,603",$0,05/15/2020,R - Review Commission,,1443323.015
5.0,01003A,Serious,19101200 B04 II,05/04/2020,05/08/2020,"$4,135","$6,361",$0,05/15/2020,R - Review Commission,,1443323.015
6.0,01003B,Serious,19101200 B04 III,05/04/2020,06/19/2020,$0,$0,$0,05/15/2020,R - Review Commission,,1443323.015
7.0,02001,Willful,19100176 B,05/04/2020,05/21/2020,"$82,695","$127,223",$0,05/15/2020,R - Review Commission,,1443323.015
8.0,03001,Repeat,19100022 A01,05/04/2020,05/21/2020,"$55,133","$84,821",$0,05/15/2020,R - Review Commission,,1443323.015
9.0,03002,Repeat,19100037 A03,05/04/2020,,"$68,918","$106,029",$0,05/15/2020,R - Review Commission,,1443323.015
10.0,03003,Repeat,19100101 B,05/04/2020,,"$34,460","$53,015",$0,05/15/2020,R - Review Commission,,1443323.015
11.0,03004,Repeat,19100141 A05,05/04/2020,05/21/2020,"$20,675","$31,807",$0,05/15/2020,R - Review Commission,,1443323.015
12.0,03005,Repeat,19100304 F01 IV,05/04/2020,,"$34,460","$53,015",$0,05/15/2020,R - Review Commission,,1443323.015
13.0,03006,Repeat,19100305 B02 I,05/04/2020,05/18/2020,"$68,918","$106,029",$0,05/15/2020,R - Review Commission,,1443323.015
14.0,03007A,Repeat,19100305 G01 IV A,05/04/2020,05/21/2020,"$34,460","$53,015",$0,05/15/2020,F - Formal Settlement,,1443323.015
15.0,03007B,Repeat,19100305 G01 IV B,05/04/2020,05/21/2020,$0,$0,$0,05/15/2020,R - Review Commission,,1443323.015
16.0,03007C,Repeat,19100305 G01 IV D,05/04/2020,05/21/2020,$0,$0,$0,05/15/2020,R - Review Commission,,1443323.015
17.0,04001,Other,19030002 A01,05/04/2020,05/14/2020,$773,"$1,190",$0,05/15/2020,R - Review Commission,,1443323.015
1.0,1001,Other,19100305 B02 I,12/05/2019,12/24/2019,$0,$0,$0,,Z - Issued,,1445436.015
1.0,1001,Serious,19100036 G02,02/14/2020,,"$9,975","$9,975",$0,,I - Informal Settlement,,1442744.015
2.0,2001,Repeat,19100176 B,02/14/2020,,"$59,850","$99,750",$0,,I - Informal Settlement,,1442744.015
1.0,1001,Other,19100157 C04,12/06/2019,,$0,$0,$0,,Z - Issued,,1441668.015
1.0,1001,Other,19100028 B03 II,12/03/2019,01/09/2020,$0,$0,$0,,Z - Issued,,1439178.015
2.0,1002,Other,408.10632(1),12/03/2019,01/09/2020,$0,$0,$0,,Z - Issued,,1439178.015
3.0,1003,Other,408.10831(1),12/03/2019,,$0,$0,$0,,Z - Issued,,1439178.015
4.0,2001,Repeat,408.10015(1),12/03/2019,01/09/2020,"$1,000","$1,000",$0,,Z - Issued,,1439178.015
1.0,01001,Serious,19100023 C03,04/13/2020,12/09/2021,"$4,453","$6,361",$0,04/23/2020,J - ALJ Decision,,1440331.015
2.0,01002,Serious,19100138 A,04/13/2020,12/09/2021,"$5,937","$8,482",$0,04/23/2020,J - ALJ Decision,,1440331.015
3.0,01003A,Serious,19101200 E01 I,04/13/2020,12/09/2021,"$5,937","$8,482",$0,04/23/2020,J - ALJ Decision,,1440331.015
4.0,01003B,Serious,19101200 G01,04/13/2020,12/09/2021,$0,$0,$0,04/23/2020,J - ALJ Decision,,1440331.015
5.0,01003C,Serious,19101200 H01,04/13/2020,12/09/2021,$0,$0,$0,04/23/2020,J - ALJ Decision,,1440331.015
6.0,02001,Willful,19100022 A01,04/13/2020,12/09/2021,"$89,056","$127,223",$0,04/23/2020,J - ALJ Decision,,1440331.015
7.0,02002,Willful,19100037 A03,04/13/2020,12/09/2021,"$94,456","$134,937",$0,04/23/2020,J - ALJ Decision,,1440331.015
8.0,02003,Willful,19100176 B,04/13/2020,12/09/2021,"$89,056","$127,223",$0,04/23/2020,J - ALJ Decision,,1440331.015
9.0,03001,Repeat,19100101 B,04/13/2020,12/09/2021,"$89,058","$127,226",$0,04/23/2020,J - ALJ Decision,,1440331.015
1.0,01001,Serious,19100304 F01 IV,04/09/2020,03/01/2021,"$5,089","$8,482",$0,04/27/2020,F - Formal Settlement,,1438186.015
2.0,02001,Repeat,19100022 A01,04/09/2020,07/06/2021,"$44,530","$74,217",$0,04/27/2020,F - Formal Settlement,,1438186.015
3.0,02002,Repeat,19100037 A03,04/09/2020,07/06/2021,"$80,962","$134,937",$0,04/27/2020,F - Formal Settlement,,1438186.015
4.0,02003A,Repeat,19100176 B,04/09/2020,03/01/2021,"$80,962","$134,937",$0,04/27/2020,F - Formal Settlement,,1438186.015
5.0,02003B,Repeat,19100176 C,04/09/2020,04/28/2020,$0,$0,$0,04/27/2020,F - Formal Settlement,,1438186.015
6.0,03001,Repeat,19100101 B,04/09/2020,03/01/2021,$636,"$1,060",$0,04/27/2020,F - Formal Settlement,,1438186.015
1.0,1001,Serious,19100036 G02,03/04/2020,03/09/2020,"$4,500","$4,500",$0,,Z - Issued,,1438745.015
2.0,1002,Serious,19100037 A03,03/04/2020,03/09/2020,"$1,875","$1,875",$0,,Z - Issued,,1438745.015
3.0,1003,Serious,19100176 C,03/04/2020,03/09/2020,"$1,875","$1,875",$0,,Z - Issued,,1438745.015
4.0,2001,Other,19100176 B,03/04/2020,03/09/2020,$0,$0,$0,,Z - Issued,,1438745.015
1.0,1001,Serious,19100305 G01 IV C,12/09/2019,,"$6,000","$8,336",$0,,I - Informal Settlement,,1436770.015
2.0,2001,Repeat,19100176 B,12/09/2019,01/06/2020,$300,$416,$0,,I - Informal Settlement,,1436770.015
1.0,1001,Other,19100037 A03,10/04/2019,10/28/2019,$245,$350,$0,,I - Informal Settlement,,1434100.015
2.0,1002,Other,19100176 B,10/04/2019,10/28/2019,$245,$350,$0,,I - Informal Settlement,,1434100.015
1.0,01001A,Other,408.10015(1),10/25/2019,,$0,$0,$0,,Z - Issued,,1432991.015
2.0,01001B,Other,408.10015(3),10/25/2019,,$0,$0,$0,,Z - Issued,,1432991.015
3.0,01002,Other,408.10632(1),10/25/2019,,$0,$0,$0,,Z - Issued,,1432991.015
4.0,01003,Other,408.10831(1),10/25/2019,,$0,$0,$0,,Z - Issued,,1432991.015
1.0,1001,Serious,OAR 437-002-0022(4)(A),10/28/2019,11/14/2019,$300,$300,$0,,Z - Issued,,1434769.015
2.0,1002,Serious,OAR 437-002-0221(4)(A),10/28/2019,11/21/2019,$300,$300,$0,,Z - Issued,,1434769.015
3.0,1003,Serious,19100176 B,10/28/2019,11/14/2019,$300,$300,$0,,Z - Issued,,1434769.015
4.0,1004,Serious,OAR 437-002-2101(2),10/28/2019,11/14/2019,$300,$300,$0,,Z - Issued,,1434769.015
5.0,2005,Other,19100305 B02 I,10/28/2019,11/14/2019,$0,$0,$0,,Z - Issued,,1434769.015
6.0,2006,Other,OAR 437-001-0765(1),10/28/2019,11/14/2019,$0,$0,$0,,Z - Issued,,1434769.015
1.0,01001,Willful,19100037 A03,03/19/2020,04/16/2020,"$89,056","$127,223",$0,03/26/2020,F - Formal Settlement,,1433182.015
2.0,01002,Willful,19100176 B,03/19/2020,04/16/2020,"$89,056","$127,223",$0,03/26/2020,F - Formal Settlement,,1433182.015
3.0,01003A,Willful,19100303 G01 II,03/19/2020,04/16/2020,"$89,056","$127,223",$0,03/26/2020,F - Formal Settlement,,1433182.015
4.0,01003B,Willful,19100303 G01 III,03/19/2020,04/16/2020,$0,$0,$0,03/26/2020,F - Formal Settlement,,1433182.015
5.0,02001,Repeat,19100037 B02,03/19/2020,,"$22,265","$31,807",$0,03/26/2020,F - Formal Settlement,,1433182.015
6.0,02002,Repeat,19100157 C01,03/19/2020,04/16/2020,"$44,529","$63,613",$0,03/26/2020,F - Formal Settlement,,1433182.015
7.0,03001,Other,19100157 E03,03/19/2020,04/16/2020,$0,$0,$0,03/26/2020,F - Formal Settlement,,1433182.015
1.0,1001,Repeat,19100037 A03,02/24/2020,07/15/2021,"$68,918","$106,029",$0,03/06/2020,J - ALJ Decision,,1432347.015
2.0,1002,Repeat,19100157 C01,02/24/2020,07/15/2021,"$1,250","$1,925",$0,03/06/2020,J - ALJ Decision,,1432347.015
3.0,1003,Repeat,19100303 G01,02/24/2020,07/15/2021,$500,$770,$0,03/06/2020,J - ALJ Decision,,1432347.015
1.0,1001,Other,3272(B),11/06/2019,12/27/2019,$420,$420,$0,,Z - Issued,,1432609.015
2.0,1002,Other,3338(A),11/06/2019,12/27/2019,$280,$280,$0,,Z - Issued,,1432609.015
3.0,2001,Serious,3385(A),11/06/2019,12/04/2019,"$10,125","$10,125",$0,,Z - Issued,,1432609.015
1.0,1001,Other,19040031 B02,02/14/2020,03/12/2020,"$1,500","$1,928",$0,,I - Informal Settlement,,1429028.015
1.0,1001,Willful,19100037 A03,02/25/2020,,"$82,695","$127,223",$0,03/06/2020,F - Formal Settlement,,1431460.015
2.0,1002,Willful,19100176 B,02/25/2020,,"$82,695","$127,223",$0,03/06/2020,F - Formal Settlement,,1431460.015
3.0,2001,Repeat,19100022 A01,02/25/2020,,"$37,214","$57,252",$0,03/06/2020,F - Formal Settlement,,1431460.015
4.0,2002,Repeat,19100176 C,02/25/2020,,"$82,697","$127,226",$0,03/06/2020,F - Formal Settlement,,1431460.015
5.0,2003,Repeat,19100303 G01,02/25/2020,03/03/2021,"$55,134","$84,821",$0,03/06/2020,F - Formal Settlement,,1431460.015
1.0,1001,Willful,19100037 A03,02/26/2020,,"$82,695","$127,223",$0,03/06/2020,F - Formal Settlement,,1428448.015
2.0,1002,Willful,19100176 B,02/26/2020,,"$68,916","$106,025",$0,03/06/2020,F - Formal Settlement,,1428448.015
3.0,2001,Repeat,19100101 B,02/26/2020,,"$41,348","$63,613",$0,03/06/2020,F - Formal Settlement,,1428448.015
4.0,3001,Other,19100141 D01,02/26/2020,,$0,$0,$0,03/06/2020,F - Formal Settlement,,1428448.015
5.0,3002,Other,19100303 G01 I B,02/26/2020,,$0,$0,$0,03/06/2020,F - Formal Settlement,,1428448.015
1.0,1001,Serious,19100036 G02,10/24/2019,,"$6,948","$9,925",$0,,I - Informal Settlement,,1427959.015
2.0,1002,Serious,19100176 B,10/24/2019,,"$6,948","$9,925",$0,,I - Informal Settlement,,1427959.015
1.0,1001,Serious,19100022 A02,12/31/2019,01/13/2020,"$11,934","$13,260",$0,,I - Informal Settlement,,1426493.015
2.0,1002,Serious,19100037 A03,12/31/2019,01/13/2020,"$11,934","$13,260",$0,,I - Informal Settlement,,1426493.015
3.0,2001,Other,19040040 A,12/31/2019,02/19/2020,"$1,877","$2,085",$0,,I - Informal Settlement,,1426493.015
1.0,01001,Serious,19100141 A05,10/10/2019,11/12/2019,$700,$700,$0,,Z - Issued,,1430005.015
2.0,01002A,Serious,OAR 437-002-0161(5)(A),10/10/2019,11/12/2019,$700,$700,$0,,Z - Issued,,1430005.015
3.0,01002B,Serious,OAR 437-002-0134(8)(A),10/10/2019,08/22/2019,$0,$0,$0,,Z - Issued,,1430005.015
4.0,01003A,Serious,19101200 F06 I,10/10/2019,08/22/2019,$300,$300,$0,,Z - Issued,,1430005.015
5.0,01003B,Serious,19101200 G08,10/10/2019,10/22/2019,$0,$0,$0,,Z - Issued,,1430005.015
6.0,02004,Repeat,OAR 437-001-0765(1)-2,10/10/2019,11/12/2019,$200,$200,$0,,Z - Issued,,1430005.015
1.0,1001,Other,19100176 B,09/03/2019,09/26/2019,$350,$350,$0,,Z - Issued,,1425738.015
2.0,1002,Other,19100303 G01 II,09/03/2019,09/26/2019,$350,$350,$0,,Z - Issued,,1425738.015
1.0,1001,Other,19100141 A03 I,08/12/2019,08/16/2019,$0,$0,$0,,Z - Issued,,1419168.015
1.0,1001,Other,3272(B),08/22/2019,,$425,$425,$0,,Z - Issued,,1419463.015
1.0,1001,Willful,19100037 A03,01/16/2020,,"$127,223","$127,223",$0,02/05/2020,C - Contested,,1419355.015
2.0,2001,Repeat,19100037 B02,01/16/2020,,"$63,613","$63,613",$0,02/05/2020,C - Contested,,1419355.015
3.0,2002,Repeat,19100176 B,01/16/2020,,"$84,821","$84,821",$0,02/05/2020,C - Contested,,1419355.015
1.0,1001,Repeat,19100037 A03,11/25/2019,,"$67,725","$104,192",$0,12/20/2019,F - Formal Settlement,,1414649.015
2.0,1002,Repeat,19100176 C,11/25/2019,01/14/2020,"$67,725","$104,192",$0,12/20/2019,F - Formal Settlement,,1414649.015
1.0,01001,Serious,19100028 B01 I,09/16/2019,09/24/2019,"$2,400","$2,400",$0,,Z - Issued,,1415268.015
2.0,01002A,Serious,19100141 A05,09/16/2019,09/20/2019,"$6,300","$6,300",$0,,Z - Issued,,1415268.015
3.0,01002B,Other,19100176 C,09/16/2019,09/20/2019,$0,$0,$0,,Z - Issued,,1415268.015
1.0,1001,Repeat,19100176 B,12/06/2019,01/03/2020,"$78,144","$104,192",$0,,I - Informal Settlement,,1411428.015
1.0,1001,Other,5142(A)(2),06/18/2019,,$410,$410,$0,,Z - Issued,,1408776.015
1.0,1001,Serious,19100036 G02,07/08/2019,07/25/2019,"$6,250","$10,419",$0,,I - Informal Settlement,,1406066.015
2.0,2001,Repeat,19100176 B,07/08/2019,07/25/2019,"$31,259","$52,096",$0,,I - Informal Settlement,,1406066.015
