,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Note,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
267,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
268,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
269,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
270,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Violations,1,3,1,,,5,1577434.015
271,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Violations,1,3,1,,,5,1577434.015
272,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
273,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
274,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
275,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Violations,1,3,1,,,5,1577434.015
276,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Violations,1,3,1,,,5,1577434.015
277,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
278,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
279,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
280,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Violations,1,3,1,,,5,1577434.015
281,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Violations,1,3,1,,,5,1577434.015
282,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
283,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
284,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
285,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Violations,1,3,1,,,5,1577434.015
286,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Violations,1,3,1,,,5,1577434.015
287,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
288,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
289,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
290,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Violations,1,3,1,,,5,1577434.015
291,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Violations,1,3,1,,,5,1577434.015
292,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
293,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
294,1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-31,OPEN,1577434.015,522500,02/10/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.
			   2052 Lockbourne RdColumbus, OH 43207","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Complete,N,Private,Safety,02/10/2022,,,1577434.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
295,1575351.015,01/31/2022,522300,OH,Complaint,Partial,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1575351.015,522300,01/31/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,07/25/2022,,,1575351.015,,,,,,,,,,Initial Violations,,4,1,,,5,1575351.015
296,1575351.015,01/31/2022,522300,OH,Complaint,Partial,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1575351.015,522300,01/31/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,07/25/2022,,,1575351.015,,,,,,,,,,Current Violations,,4,1,,,5,1575351.015
297,1575351.015,01/31/2022,522300,OH,Complaint,Partial,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1575351.015,522300,01/31/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,07/25/2022,,,1575351.015,,,,,,,,,,Initial Penalty,$0,"$571,817","$113,960",$0,$0,"$685,777",1575351.015
298,1575351.015,01/31/2022,522300,OH,Complaint,Partial,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1575351.015,522300,01/31/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,07/25/2022,,,1575351.015,,,,,,,,,,Current Penalty,$0,"$571,817","$113,960",$0,$0,"$685,777",1575351.015
299,1575351.015,01/31/2022,522300,OH,Complaint,Partial,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1575351.015,522300,01/31/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,07/25/2022,,,1575351.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1575351.015
300,1575351.015,01/31/2022,522300,OH,Complaint,Partial,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-31,2022-12-31,OPEN,1575351.015,522300,01/31/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,07/25/2022,,,1575351.015,,,,,,,,,,Initial Violations,,4,1,,,5,1575351.015
