Activity,Opened,RID,St,Type,Sc,SIC,NAICS,Vio,Establishment Name,query,query_start,query_end
1594459.015,05/05/2022,418300,AL,Complaint,Partial,,452319,3,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1593249.015,04/29/2022,418300,AL,Complaint,Partial,,452319,7,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1592570.015,04/28/2022,418300,AL,Complaint,Partial,,452319,4,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1590571.015,04/19/2022,418600,AL,Complaint,Complete,,452319,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1590827.015,04/19/2022,418100,GA,Complaint,Partial,,452319,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1571861.015,01/11/2022,522300,OH,Referral,Partial,,445120,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1566292.015,12/01/2021,523900,WI,Referral,Partial,,452210,3,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1550484.015,08/31/2021,418600,AL,Complaint,Partial,,452319,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1550619.015,08/31/2021,418600,AL,Complaint,Partial,,452319,3,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1550627.015,08/31/2021,418600,AL,Complaint,Complete,,452319,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1535419.015,06/10/2021,418600,AL,Complaint,Partial,,452319,3,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1522853.015,04/01/2021,521100,WI,Complaint,Partial,,452319,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1518325.015,03/08/2021,453730,NC,Complaint,Partial,5331.0,452990,1,"148571 - Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1510926.015,01/19/2021,626600,TX,Complaint,Partial,,452990,2,"Dolgencorp Of Texas, Inc.",dolgencorp,2012-12-31,2022-12-31
1509783.015,01/13/2021,317900,PA,Complaint,Partial,,452112,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1507692.015,12/22/2020,420600,FL,Complaint,Partial,,453998,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1492118.015,09/10/2020,418300,AL,Complaint,Partial,,452990,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1489749.015,08/25/2020,751910,IA,Complaint,Partial,,452990,3,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1455672.015,01/10/2020,418300,AL,Complaint,Partial,,452990,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1453868.015,01/03/2020,418300,AL,Complaint,Partial,,452990,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1451004.015,12/12/2019,453710,NC,Complaint,Partial,5331.0,452990,2,144287 - Dolgencorp Llc Dba Dollar General,dolgencorp,2012-12-31,2022-12-31
1446881.015,11/22/2019,453710,NC,Complaint,Partial,5331.0,452990,3,"144106 - Dolgencorp, Inc.",dolgencorp,2012-12-31,2022-12-31
1446325.015,11/08/2019,418100,GA,Unprog Rel,Partial,,445110,2,"Dolgencorp, Inc.",dolgencorp,2012-12-31,2022-12-31
1401913.015,05/20/2019,336000,PA,Referral,Partial,,452990,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1393851.015,04/17/2019,453710,NC,Complaint,Partial,5331.0,452990,1,141873 - Dolgencorp Inc.,dolgencorp,2012-12-31,2022-12-31
1376785.015,02/07/2019,419700,FL,Complaint,Complete,,452990,2,Dolgencorp Llc,dolgencorp,2012-12-31,2022-12-31
1372897.015,01/16/2019,454510,SC,Referral,Partial,4225.0,493110,1,73851 - Dolgencorp Llc,dolgencorp,2012-12-31,2022-12-31
1333332.015,07/26/2018,336000,PA,Referral,Partial,,452990,3,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1332824.015,07/24/2018,336000,PA,Complaint,Partial,,452990,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1333021.015,07/24/2018,336000,PA,Complaint,Partial,,452990,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1316798.015,05/17/2018,418300,AL,Complaint,Partial,,493110,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1279451.015,11/28/2017,418300,AL,Complaint,Partial,,452990,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1263006.015,09/06/2017,418300,AL,Complaint,Partial,,453998,4,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1200610.015,01/04/2017,626300,TX,Complaint,Partial,,452990,1,"Dolgencorp Of Texas, Inc.",dolgencorp,2012-12-31,2022-12-31
1198147.015,12/16/2016,420600,FL,Complaint,Partial,,452990,3,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1188854.015,11/03/2016,418300,AL,Complaint,Partial,,452990,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1167163.015,08/04/2016,522500,OH,Complaint,Partial,,452990,2,Dolgencorp Inc,dolgencorp,2012-12-31,2022-12-31
1132286.015,03/15/2016,317700,PA,Complaint,Partial,,452112,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1123994.015,02/09/2016,418300,AL,Complaint,Partial,,452990,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1121762.015,01/28/2016,453710,NC,Complaint,Partial,5311.0,452111,1,"129098 - Dolgencorp, Llc Dba Dollar General Store #559",dolgencorp,2012-12-31,2022-12-31
1114508.015,12/22/2015,317700,PA,Complaint,Partial,,452112,5,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1082459.015,07/28/2015,729300,MO,Complaint,Complete,,452112,9,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1079844.015,07/23/2015,419700,FL,Complaint,Partial,,452990,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1083884.015,07/20/2015,418300,AL,Referral,Partial,,452910,1,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
1062209.015,05/11/2015,729300,MO,Complaint,Partial,,452112,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
317843498.0,10/23/2014,453720,NC,Planned,Complete,5399.0,452990,1,"Dolgencorp, Llc Dba Dollar General Store #11069",dolgencorp,2012-12-31,2022-12-31
317403848.0,01/17/2014,551800,IN,Complaint,Partial,5331.0,452990,1,Dolgencorp Dba Dollar General Store 2810,dolgencorp,2012-12-31,2022-12-31
316785211.0,08/14/2013,453710,NC,Complaint,Partial,5331.0,452990,2,"Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31
317275378.0,07/22/2013,453710,NC,Referral,Partial,5331.0,452990,3,"Dolgencorp, Llc Dba Dollar General Store # 1832",dolgencorp,2012-12-31,2022-12-31
316547587.0,11/14/2012,551800,IN,Complaint,Partial,5331.0,452990,1,Dolgencorp Llc Dba Dollar General #1598,dolgencorp,2010-01-01,2012-12-30
316754340.0,10/10/2012,453710,NC,Complaint,Partial,5331.0,452990,1,"Dolgencorp, Llc Dba Dollar General",dolgencorp,2010-01-01,2012-12-30
313826208.0,03/15/2011,453710,NC,Complaint,Partial,5331.0,452990,3,"Dolgencorp, Llc Dba Dollar General Store #10220",dolgencorp,2010-01-01,2012-12-30
314021304.0,01/14/2010,453730,NC,Planned,Complete,5311.0,452112,6,"Dolgencorp, Llc",dolgencorp,2010-01-01,2012-12-30
