,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
410,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
411,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
412,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
413,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
414,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
415,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
416,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
417,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
418,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
419,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
420,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
421,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
422,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
423,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
424,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
425,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
426,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
427,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
428,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
429,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
430,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
431,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
432,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
433,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
434,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
435,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
436,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
437,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
438,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
439,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
440,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
441,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
442,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
443,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
444,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
445,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Violations,,3,,,,3,1589448.015
446,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Violations,,3,,,,3,1589448.015
447,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
448,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
449,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",dolgencorp,2012-12-31,2022-12-31,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
450,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Initial Violations,,,5,,,5,1588719.015
451,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Current Violations,,,5,,,5,1588719.015
452,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Initial Penalty,$0,$0,"$549,030",$0,$0,"$549,030",1588719.015
453,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Current Penalty,$0,$0,"$549,030",$0,$0,"$549,030",1588719.015
454,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1588719.015
455,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Initial Violations,,,5,,,5,1588719.015
456,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Current Violations,,,5,,,5,1588719.015
457,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Initial Penalty,$0,$0,"$549,030",$0,$0,"$549,030",1588719.015
458,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Current Penalty,$0,$0,"$549,030",$0,$0,"$549,030",1588719.015
459,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1588719.015
460,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Initial Violations,,,5,,,5,1588719.015
461,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-31,2022-12-31,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Current Violations,,,5,,,5,1588719.015
